row_id,source,temperature_C,MEA_weight_fraction,CO2_loading,observed_CO2_pressure_kPa,phase1_model_pressure_kPa,phase2_model_pressure_kPa,phase1_log10_residual,phase2_log10_residual,ideal_abs_log10_error,activity_abs_log10_error,comparison_outcome
vle_0053,Jou1995,40,0.3,0.203,0.00896,0.003637062110254,0.0009319395157657,-0.3915572920799738,-0.9829202827390116,0.3915572920799738,0.9829202827390116,worsened
vle_0054,Jou1995,40,0.3,0.365,0.0677,0.0579631618815917,0.0273139166242101,-0.067436600542435,-0.394204689295214,0.067436600542435,0.394204689295214,worsened
vle_0055,Jou1995,40,0.3,0.4735,0.604,1.336391010976281,1.2147468372812706,0.3448966071413341,0.3034488383848895,0.3448966071413341,0.3034488383848895,improved
vle_0056,Jou1995,40,0.3,0.513,2.57,9.208294697257688,12.793618989013538,0.5542460864373605,0.697060289375643,0.5542460864373605,0.697060289375643,worsened
vle_0057,Jou1995,40,0.3,0.557,8.09,50.43368393331962,83.2796180773906,0.7947721707879503,1.0125902032083858,0.7947721707879503,1.0125902032083858,worsened
vle_0076,Jou1995,60,0.3,0.119,0.0193,0.0054220922701026,0.0016078766263478,-0.5513904051223149,-1.0793045870778706,0.5513904051223149,1.0793045870778706,worsened
vle_0077,Jou1995,60,0.3,0.206,0.0579,0.0286179354174621,0.0101933824251325,-0.3060402644625141,-0.7543602457835353,0.3060402644625141,0.7543602457835353,worsened
vle_0078,Jou1995,60,0.3,0.389,0.528,0.6636141387914272,0.4840882378254851,0.0992817078831344,-0.0377093920712856,0.0992817078831344,0.0377093920712856,improved
vle_0079,Jou1995,60,0.3,0.438,2.01,2.114861897741896,2.105796942990458,0.0220859554220775,0.0202204334601143,0.0220859554220775,0.0202204334601143,improved
vle_0080,Jou1995,60,0.3,0.504,11.0,18.65561020998608,33.456846174208714,0.2294167738737053,0.4830923144181442,0.2294167738737053,0.4830923144181442,worsened
vle_0081,Jou1995,60,0.3,0.561,34.0,113.6129986615994,246.26849022474104,0.5239491055655895,0.8599299308628522,0.5239491055655895,0.8599299308628522,worsened
vle_0082,Jou1995,60,0.3,0.579,82.0,177.1339947513174,374.9155883396887,0.3344880646286388,0.6601196456242995,0.3344880646286388,0.6601196456242995,worsened
vle_0097,Jou1995,80,0.3,0.118,0.0992,0.0355247818289706,0.01354436506826,-0.4459802527120277,-0.8647530211322906,0.4459802527120277,0.8647530211322906,worsened
vle_0098,Jou1995,80,0.3,0.187,0.278,0.1357604156358799,0.0598145493142597,-0.3112716369966949,-0.6672379611210326,0.3112716369966949,0.6672379611210326,worsened
vle_0099,Jou1995,80,0.3,0.348,2.67,1.8468764667297548,1.440089323261354,-0.160073413900411,-0.2681218307995976,0.160073413900411,0.2681218307995976,worsened
vle_0100,Jou1995,80,0.3,0.46,16.0,18.020605569482942,29.40513271701898,0.0516493983858938,0.264303161229689,0.0516493983858938,0.264303161229689,worsened
vle_0101,Jou1995,80,0.3,0.517,56.0,78.78540007268968,199.33715936027536,0.1482577176999336,0.5514002380808192,0.1482577176999336,0.5514002380808192,worsened
vle_0102,Jou1995,80,0.3,0.5785,235.0,326.0484027636654,852.899933600698,0.1422142147679068,0.5598302183280135,0.1422142147679068,0.5598302183280135,worsened
vle_0107,Jou1995,100,0.3,0.188,1.43,0.8195548834780748,0.4422703880807166,-0.2417579950026516,-0.5096481750198529,0.2417579950026516,0.5096481750198529,worsened
vle_0108,Jou1995,100,0.3,0.381,19.0,17.04232424298104,19.931414046513733,-0.0472247771262304,0.0207845101316654,0.0472247771262304,0.0207845101316654,improved
vle_0109,Jou1995,100,0.3,0.422,39.0,34.35811150411044,53.26606399644767,-0.0550353222364355,0.1353859995053178,0.0550353222364355,0.1353859995053178,worsened
vle_0110,Jou1995,100,0.3,0.477,69.0,95.54894768639132,226.4428179032586,0.1413768176447748,0.5161094599631171,0.1413768176447748,0.5161094599631171,worsened
vle_0111,Jou1995,100,0.3,0.481,109.0,103.039016126373,251.39427388375847,-0.0244247947894741,0.3629288834084883,0.0244247947894741,0.3629288834084883,worsened
vle_0112,Jou1995,100,0.3,0.571,509.0,560.9962106262815,1592.2079834661834,0.0422421453906077,0.4952820148412579,0.0422421453906077,0.4952820148412579,worsened
vle_0113,Jou1995,100,0.3,0.589,376.0,766.5464708324336,2035.487502420948,0.309350643570403,0.7334805952948652,0.309350643570403,0.7334805952948652,worsened
vle_0126,Jou1995,120,0.3,0.119,2.29,1.182609228445089,0.6465855604573745,-0.2869942186634905,-0.5492094806163227,0.2869942186634905,0.5492094806163227,worsened
vle_0127,Jou1995,120,0.3,0.349,46.8,45.72716425142424,56.5212907511772,-0.0100715834263247,0.0819662180024858,0.0100715834263247,0.0819662180024858,worsened
vle_0128,Jou1995,120,0.3,0.4115,122.0,111.51098027358778,202.3490820226266,-0.0390421970354995,0.2197414078358266,0.0390421970354995,0.2197414078358266,worsened
vle_0129,Jou1995,120,0.3,0.444,222.0,181.0922501294446,398.7571012743703,-0.0884531094377123,0.2543554558260402,0.0884531094377123,0.2543554558260402,worsened
vle_0130,Jou1995,120,0.3,0.473,422.0,275.3223039574367,709.5446176774683,-0.1854710557932766,0.2256672590529139,0.1854710557932766,0.2256672590529139,worsened
vle_0131,Jou1995,120,0.3,0.536,822.0,702.2308375427074,1979.63636733647,-0.0683919205215548,0.3817136059727168,0.0683919205215548,0.3817136059727168,worsened
