source,temperature_C,MEA_weight_fraction,CO2_loading,species,observed_mole_fraction,model_mole_fraction,log10_model_over_data,solver_success,solver_max_abs_residual
Jakobsen,40.0,0.3,0.6,MEA + MEAH+,0.0638,0.0688893179320133,0.0333312061350748,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.663,MEA + MEAH+,0.0759,0.0743344318485235,-0.009051749510118,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.683,MEA + MEAH+,0.0739,0.0760292124446801,0.0123360534374347,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.762,MEA + MEAH+,0.0807,0.0821430706430341,0.0076973987407777,True,1.4210854715202004e-14
Jakobsen,40.0,0.3,0.78,MEA + MEAH+,0.0755,0.0833722727409786,0.0430746889635914,True,3.552713678800501e-15
Jakobsen,40.0,0.3,0.99,MEA + MEAH+,0.0857,0.0929762261468593,0.0353910925109171,True,7.105427357601002e-15
Jakobsen,40.0,0.3,0.11,MEACOO-,0.0103,0.0119252734309082,0.0636311209250724,True,8.881784197001252e-15
Bottinger,40.0,0.3,0.125,MEACOO-,0.0144,0.0135826181192933,-0.0253790015933,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.205,MEACOO-,0.0241,0.0223847536186136,-0.0320647239610736,True,7.105427357601002e-15
Jakobsen,40.0,0.3,0.21,MEACOO-,0.018,0.0229319580343022,0.1051686332370929,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.236,MEACOO-,0.0271,0.0257694626426113,-0.0218639283491842,True,3.552713678800501e-15
Jakobsen,40.0,0.3,0.25,MEACOO-,0.0261,0.0272908569043577,0.0193766649381195,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.28,MEACOO-,0.0327,0.0305310843089483,-0.029805524154919,True,7.105427357601002e-15
Jakobsen,40.0,0.3,0.29,MEACOO-,0.0284,0.0316036906540165,0.0464194620992676,True,6.990791925253827e-14
Bottinger,40.0,0.3,0.343,MEACOO-,0.0396,0.0371935056978982,-0.0272280709304063,True,7.105427357601002e-15
Bottinger,40.0,0.3,0.354,MEACOO-,0.041,0.0383249239275907,-0.0293025552379505,True,7.105427357601002e-15
Jakobsen,40.0,0.3,0.4,MEACOO-,0.0495,0.0428589777999775,-0.0625633901634356,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.46,MEACOO-,0.0492,0.0476484761367702,-0.0139160869005588,True,7.105427357601002e-15
Bottinger,40.0,0.3,0.466,MEACOO-,0.0502,0.0479792715328959,-0.0196500673365759,True,2.8421709430404014e-14
Bottinger,40.0,0.3,0.487,MEACOO-,0.0511,0.0487732538159876,-0.0202391704363001,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.508,MEACOO-,0.0483,0.0488856525921794,0.0052342863614325,True,6.253146260657673e-16
Jakobsen,40.0,0.3,0.6,MEACOO-,0.0494,0.0433056909577277,-0.0571819766087796,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.663,MEACOO-,0.0347,0.0377749208583754,0.0368740883378111,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.683,MEACOO-,0.0323,0.0360388716157211,0.0475686623416962,True,3.552713678800501e-15
Bottinger,40.0,0.3,0.762,MEACOO-,0.0188,0.0296809662209289,0.1983201854021886,True,1.4210854715202004e-14
Jakobsen,40.0,0.3,0.78,MEACOO-,0.0388,0.0283766719961144,-0.1358702653562616,True,3.552713678800501e-15
Jakobsen,40.0,0.3,0.99,MEACOO-,0.0312,0.0174049617365117,-0.2534815211605641,True,7.105427357601002e-15
Jakobsen,40.0,0.3,0.11,MEAH+,0.0065,0.0126493834829909,0.2891560023504148,True,8.881784197001252e-15
Jakobsen,40.0,0.3,0.21,MEAH+,0.016,0.0238687864154903,0.1737103556447392,True,3.552713678800501e-15
Jakobsen,40.0,0.3,0.25,MEAH+,0.0218,0.0283570148307,0.1142040167290268,True,3.552713678800501e-15
Jakobsen,40.0,0.3,0.29,MEAH+,0.0225,0.0328451068808096,0.1642881613264024,True,6.990791925253827e-14
Jakobsen,40.0,0.3,0.4,MEAH+,0.0473,0.0451834960846708,-0.0198813092057317,True,3.552713678800501e-15
Jakobsen,40.0,0.3,0.6,MEAH+,0.061,0.0671103764967814,0.0414598402533863,True,3.552713678800501e-15
Jakobsen,40.0,0.3,0.78,MEAH+,0.0743,0.0828895973181101,0.0475112160559877,True,3.552713678800501e-15
Jakobsen,40.0,0.3,0.99,MEAH+,0.0843,0.0927707326976238,0.0415834120177705,True,7.105427357601002e-15
