temperature_C,n,rmse_kPa,mae_kPa,median_abs_log10_error,median_log10_pred_over_obs,expected_legacy_median_abs_log10_error,delta_vs_expected
40,5,19.170764437262765,9.945885884125591,0.39155729249469207,0.3448966072452406,0.39155729207995144,4.147406307275503e-10
60,7,46.97620266619185,26.098034230371685,0.30604026442698273,0.09928170787703491,0.3060402645017894,-7.480666086578935e-11
80,6,38.32703735450585,19.48057443883308,0.15416556573053447,-0.054212007870616113,0.15416556579951093,-6.897646342984842e-11
100,7,149.2822274456973,68.89466034133241,0.05503532223479018,-0.024424794782515965,0.05503532221359544,2.1194740407182167e-11
120,6,79.20946872776273,53.33730910248595,0.07842251497941942,-0.07842251497941942,0.07842251498018801,-7.685935221601881e-13
