temperature_C,MEA_weight_fraction,CO2_loading,species,mole_fraction,curve_role,solver_success,solver_max_abs_residual
20.0,0.3,0.34,MEAH+,0.03889175872405963,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-14
20.0,0.3,0.34,MEACOO-,0.03672664049529428,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-14
20.0,0.3,0.34,HCO3-,0.0007070828651840926,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-14
20.0,0.3,0.34,CO3^2-,0.000727673534097611,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-14
20.0,0.3,0.34,H3O+,6.452391873317158e-13,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-14
20.0,0.3,0.34,OH-,2.6882960312783776e-06,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-14
20.0,0.3,0.34,MEA + MEAH+,0.07551299452567822,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-14
20.0,0.3,0.34500000000000003,CO2,8.637253347314011e-08,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.34500000000000003,MEA,0.03553113620228398,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.34500000000000003,MEAH+,0.03945279143434218,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.34500000000000003,MEACOO-,0.0372557065582649,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.34500000000000003,HCO3-,0.0007392479465448446,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.34500000000000003,CO3^2-,0.0007276329198942035,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.34500000000000003,H3O+,6.746042962461527e-13,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.34500000000000003,OH-,2.571090418639838e-06,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.34500000000000003,MEA + MEAH+,0.07498392763662616,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.35000000000000003,CO2,9.454231295004033e-08,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.35000000000000003,MEA,0.034442985508736756,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.35000000000000003,MEAH+,0.04001378932493728,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.35000000000000003,MEACOO-,0.03778285844424382,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.35000000000000003,HCO3-,0.0007733637529930292,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.35000000000000003,CO3^2-,0.0007275549077214608,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.35000000000000003,H3O+,7.057854917501846e-13,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.35000000000000003,OH-,2.4573129633137366e-06,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.35000000000000003,MEA + MEAH+,0.07445677483367404,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.355,CO2,1.0363221983041679e-07,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.355,MEA,0.03335696077725926,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.355,MEAH+,0.04057475021478543,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.355,MEACOO-,0.03830792126562526,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.355,HCO3-,0.0008096069911341535,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.355,CO3^2-,0.0007274375624935723,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.355,H3O+,7.389508652662973e-13,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.355,OH-,2.3468337778108915e-06,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.355,MEA + MEAH+,0.0739317109920447,explicit_ideal_equilibrium_curve,true,7.105427357601002e-15
20.0,0.3,0.36,CO2,1.1377096245411239e-07,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.36,MEA,0.03227326024579226,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.36,MEAH+,0.04113567160821228,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.36,MEACOO-,0.03883069926569642,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.36,HCO3-,0.0008481755211204031,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.36,CO3^2-,0.0007272786453130731,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.36,H3O+,7.74289123333149e-13,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.36,OH-,2.2395315435987215e-06,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.36,MEA + MEAH+,0.07340893185400454,explicit_ideal_equilibrium_curve,true,1.7763568394002505e-14
20.0,0.3,0.365,CO2,1.2510927332981911e-07,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.365,MEA,0.03119210645440001,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.365,MEAH+,0.04169655065159294,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.365,MEACOO-,0.039350972741100096,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.365,HCO3-,0.0008892914694737282,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.365,CO3^2-,0.000727075574341806,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.365,H3O+,8.120127096228947e-13,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.365,OH-,2.135293147555621e-06,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.365,MEA + MEAH+,0.07288865710599295,explicit_ideal_equilibrium_curve,true,3.552713678800501e-15
20.0,0.3,0.37,CO2,1.3782438856747672e-07,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.37,MEA,0.03011374990104025,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.37,MEAH+,0.04225738408224858,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.37,MEACOO-,0.039868494436664105,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.37,HCO3-,0.0009332048756065944,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.37,CO3^2-,0.0007268253787232575,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.37,H3O+,8.523614820068616e-13,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.37,OH-,2.0340133836787003e-06,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.37,MEA + MEAH+,0.07237113398328883,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.375,CO2,1.5212558203561171e-07,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.375,MEA,0.029038473334358942,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.375,MEAH+,0.042818168168097845,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.375,MEACOO-,0.04038298531233527,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.375,HCO3-,0.0009801979733220637,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.375,CO3^2-,0.0007265246443076337,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.375,H3O+,8.956070554394944e-13,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.375,OH-,1.935594720839907e-06,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.375,MEA + MEAH+,0.07185664150245678,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.38,CO2,1.68261034986706e-07,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.38,MEA,0.027966596805200323,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.38,MEAH+,0.043378898636284406,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.38,MEACOO-,0.040894129562269746,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.38,HCO3-,0.0010305902284257133,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.38,CO3^2-,0.0007261694496962134,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.38,H3O+,9.420579449781445e-13,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.38,OH-,1.839947138620537e-06,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.38,MEA + MEAH+,0.07134549544148473,explicit_ideal_equilibrium_curve,true,1.4210854715202004e-14
20.0,0.3,0.385,CO2,1.8652640441378536e-07,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.385,MEA,0.02689848362198254,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.385,MEAH+,0.043939570588645574,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.385,MEACOO-,0.04140156874302756,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.385,HCO3-,0.0010847442768752238,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.385,CO3^2-,0.000725755290850128,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.385,H3O+,9.920656716749542e-13,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.385,OH-,1.7469880345737922e-06,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.385,MEA + MEAH+,0.07083805421062811,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.39,CO2,2.0727556200469149e-07,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.39,MEA,0.02583454738221516,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.39,MEAH+,0.04450017840146711,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.39,MEACOO-,0.041904894841095205,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.39,HCO3-,0.0011430729348017058,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.39,CO3^2-,0.0007252769922042801,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.39,H3O+,1.0460320281005887e-12,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.39,OH-,1.6566422076694115e-06,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.39,MEA + MEAH+,0.07033472578368227,explicit_ideal_equilibrium_curve,true,2.4868995751603507e-14
20.0,0.3,0.395,CO2,2.3093411879642956e-07,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.395,MEA,0.024775260283074762,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.395,MEAH+,0.045060715606489735,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.395,MEACOO-,0.042403642079784865,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.395,HCO3-,0.001206047482093334,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.395,CO3^2-,0.0007247286018959135,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.395,H3O+,1.104417740500659e-12,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.395,OH-,1.5688419241457743e-06,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.395,MEA + MEAH+,0.0698359758895645,explicit_ideal_equilibrium_curve,true,2.1316282072803006e-14
20.0,0.3,0.4,CO2,2.5801653976611215e-07,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.4,MEA,0.023721162947326783,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.4,MEAH+,0.045621174749593346,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.4,MEACOO-,0.042897277232707705,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.4,HCO3-,0.0012742074542274426,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.4,CO3^2-,0.000724103268376255,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.4,H3O+,1.167752811317012e-12,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.4,OH-,1.4835270734731728e-06,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.4,MEA + MEAH+,0.06934233769692014,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.405,CO2,2.891479023120972e-07,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.405,MEA,0.022672876035069976,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.405,MEAH+,0.04618154722300342,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.405,MEACOO-,0.04338518817738133,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.405,HCO3-,0.0013481722107156276,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.405,CO3^2-,0.0007233930953597897,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.405,H3O+,1.2366488785610216e-12,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.405,OH-,1.4006454234998124e-06,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.405,MEA + MEAH+,0.0688544232580734,explicit_ideal_equilibrium_curve,true,6.039613253960852e-14
20.0,0.3,0.41000000000000003,CO2,3.2509168167341525e-07,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41000000000000003,MEA,0.02163111394287925,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41000000000000003,MEAH+,0.046741823066296935,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41000000000000003,MEACOO-,0.0438666703919613,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41000000000000003,HCO3-,0.0014286545789843298,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41000000000000003,CO3^2-,0.0007225889718391574,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41000000000000003,H3O+,1.311813985432845e-12,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41000000000000003,OH-,1.3201529848833006e-06,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41000000000000003,MEA + MEAH+,0.06837293700917618,explicit_ideal_equilibrium_curve,true,6.750155989720952e-14
20.0,0.3,0.41500000000000004,CO2,3.6678537818533285e-07,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.41500000000000004,MEA,0.020596700912934213,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.41500000000000004,MEAH+,0.04730199073099306,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.41500000000000004,MEACOO-,0.044340911077524386,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.41500000000000004,HCO3-,0.0015164768926313984,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.41500000000000004,CO3^2-,0.000721680373868149,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.41500000000000004,H3O+,1.394070210234062e-12,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.41500000000000004,OH-,1.242014495220658e-06,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.41500000000000004,MEA + MEAH+,0.06789869164392727,explicit_ideal_equilibrium_curve,true,2.842170943040401e-14
20.0,0.3,0.42,CO2,4.153863636149613e-07,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.42,MEA,0.01957058987334014,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.42,MEAH+,0.04786203680328008,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.42,MEACOO-,0.044806970589872805,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.42,HCO3-,0.0016125897405221319,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.42,CO3^2-,0.0007206551351686191,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.42,H3O+,1.4843746543178522e-12,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.42,OH-,1.166204032233896e-06,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.42,MEA + MEAH+,0.06743262667662021,explicit_ideal_equilibrium_curve,true,1.6342482922482304e-13
20.0,0.3,0.425,CO2,4.723310469166471e-07,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.425,MEA,0.01855388428707303,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.425,MEAH+,0.04842194567966428,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.425,MEACOO-,0.0452637609083042,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.425,HCO3-,0.0017180936979009262,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.425,CO3^2-,0.0007194991846405479,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.425,H3O+,1.5838443087720146e-12,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.425,OH-,1.092705761917616e-06,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.425,MEA + MEAH+,0.06697582996673732,explicit_ideal_equilibrium_curve,true,1.5276668818842154e-13
20.0,0.3,0.43,CO2,5.394113711776593e-07,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.43,MEA,0.017547863168578322,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.43,MEAH+,0.04898169919151296,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.43,MEACOO-,0.04571002098587874,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.43,HCO3-,0.001834264190525613,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.43,CO3^2-,0.0007181962509910658,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.43,H3O+,1.6937852918250846e-12,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.43,OH-,1.0215148201049163e-06,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.43,MEA + MEAH+,0.06652956236009128,explicit_ideal_equilibrium_curve,true,1.1723955140041653e-13
20.0,0.3,0.435,CO2,6.188737666643504e-07,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.435,MEA,0.016554009185417655,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.435,MEAH+,0.049541276177148603,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.435,MEACOO-,0.046144289064572575,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.435,HCO3-,0.0019625793988520767,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.435,CO3^2-,0.000716727538613875,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.435,H3O+,1.815726824846815e-12,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.435,OH-,9.526383121177924e-07,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.435,MEA + MEAH+,0.06609528536256626,explicit_ideal_equilibrium_curve,true,2.2737367544323206e-13
20.0,0.3,0.44,CO2,7.135469762513585e-07,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.44,MEA,0.015574039326216543,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.44,MEAH+,0.050100652005397914,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.44,MEACOO-,0.04656487246943649,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.44,HCO3-,0.002104750670577302,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.44,CO3^2-,0.0007150713854718242,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.44,H3O+,1.9514600278394633e-12,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.44,OH-,8.860963916608961e-07,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.44,MEA + MEAH+,0.06567469133161445,explicit_ideal_equilibrium_curve,true,4.618527782440651e-14
20.0,0.3,0.445,CO2,8.270065379124235e-07,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.445,MEA,0.014609936889249131,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.445,MEAH+,0.050659798063517274,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.445,MEACOO-,0.04696981611362251,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.445,HCO3-,0.0022627541801097796,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.445,CO3^2-,0.0007132029242726323,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.445,H3O+,2.1030810673346386e-12,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.445,OH-,8.219233425644299e-07,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.445,MEA + MEAH+,0.0652697349527664,explicit_ideal_equilibrium_curve,true,4.547473508864641e-13
20.0,0.3,0.45,CO2,9.637849082877158e-07,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.45,MEA,0.013663982410781372,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.45,MEAH+,0.051218681236941475,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.45,MEACOO-,0.04735687206671103,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.45,HCO3-,0.0024388614357790826,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.45,CO3^2-,0.0007110937840970619,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.45,H3O+,2.273037249489033e-12,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.45,OH-,7.601685303543537e-07,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.45,MEA + MEAH+,0.06488266364772285,explicit_ideal_equilibrium_curve,true,8.79296635503124e-14
20.0,0.3,0.455,CO2,1.1296367517306832e-06,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.455,MEA,0.01273877949278967,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.455,MEAH+,0.051777263429945104,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.455,MEACOO-,0.047723474176547084,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.455,HCO3-,0.0026356645748943576,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.455,CO3^2-,0.0007087118919785995,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.455,H3O+,2.464173166323707e-12,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.455,OH-,7.008970105736953e-07,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.455,MEA + MEAH+,0.06451604292273477,explicit_ideal_equilibrium_curve,true,1.0658141036401503e-13
20.0,0.3,0.46,CO2,1.3318679459860118e-06,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.46,MEA,0.011837269251229469,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.46,MEAH+,0.052335501206205594,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.46,MEACOO-,0.048066723943488716,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.46,HCO3-,0.0028560901500620343,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.46,CO3^2-,0.0007060214629286358,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.46,H3O+,2.6797718422247913e-12,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.46,OH-,6.441894768652461e-07,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.46,MEA + MEAH+,0.06417277045743507,explicit_ideal_equilibrium_curve,true,6.536993168992922e-13
20.0,0.3,0.465,CO2,1.579733055513883e-06,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.465,MEA,0.010962724414186846,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.465,MEAH+,0.05289334566495549,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.465,MEACOO-,0.04838339650149241,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.465,HCO3-,0.0031033924256193704,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.465,CO3^2-,0.000702983299826784,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.465,H3O+,2.9235829818678464e-12,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.465,OH-,5.901411133229987e-07,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.465,MEA + MEAH+,0.06385607007914233,explicit_ideal_equilibrium_curve,true,4.902744876744691e-13
20.0,0.3,0.47000000000000003,CO2,1.8848976842248818e-06,explicit_ideal_equilibrium_curve,true,5.684341886080802e-14
20.0,0.3,0.47000000000000003,MEA,0.010118711451975303,explicit_ideal_equilibrium_curve,true,5.684341886080802e-14
20.0,0.3,0.47000000000000003,MEAH+,0.053450742706189214,explicit_ideal_equilibrium_curve,true,5.684341886080802e-14
