attempt_id,anchor_scale,loss,seed_HCO3_d_born,seed_CO3_d_born,fitted_HCO3_d_born,fitted_CO3_d_born,delta_HCO3_from_seed,delta_CO3_from_seed,initial_data_residual_norm,final_data_residual_norm,data_residual_norm_improvement,overall_rmse_log10,overall_median_abs_log10,optimizer_success,optimizer_status,optimizer_message,nfev,at_lower_bound_HCO3,at_upper_bound_HCO3,at_lower_bound_CO3,at_upper_bound_CO3
57,0.0003,linear,6.5,7.5,6.977315610901427,2.98705082189243,0.47731561090142716,-4.51294917810757,1.0613798508881718,0.6984500819555169,0.36292976893265483,0.698450081955517,0.5070422607336061,True,3,`xtol` termination condition is satisfied.,16,False,False,False,False
58,0.0003,soft_l1,6.5,7.5,6.997263489229795,3.0015157947993623,0.4972634892297947,-4.498484205200638,1.0613798508881718,0.6985559780268994,0.3628238728612724,0.6985559780268994,0.5059882162511956,True,3,`xtol` termination condition is satisfied.,13,False,False,False,False
51,0.0003,linear,6.5,2.0,6.061767821936386,3.0241699564583966,-0.4382321780636138,1.0241699564583966,1.913497055009156,0.6985564218724669,1.214940633136689,0.698556421872467,0.5163073415914862,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,19,False,False,False,False
53,0.003,linear,6.5,2.0,4.752485495136172,3.0222912230792103,-1.7475145048638279,1.0222912230792103,1.913497055009156,0.6986136519514453,1.2148834030577107,0.6986136519514454,0.5459274344467682,True,3,`xtol` termination condition is satisfied.,16,False,False,False,False
23,0.003,linear,2.0,1.25,3.352541688351989,2.969800111069649,1.3525416883519892,1.7198001110696488,1.913497055009156,0.698710023798227,1.2147870312109288,0.698710023798227,0.5155083089410438,True,3,`xtol` termination condition is satisfied.,17,False,False,False,False
33,0.0003,linear,2.5,5.5,4.098545326716198,3.0148907892721803,1.5985453267161978,-2.4851092107278197,0.990673172589407,0.6990075227371089,0.29166564985229815,0.699007522737109,0.5394860555243761,True,3,`xtol` termination condition is satisfied.,18,False,False,False,False
29,0.003,linear,2.0,2.0,3.8488044168575297,2.999224583222588,1.8488044168575297,0.9992245832225879,1.913497055009156,0.6990144376603606,1.2144826173487953,0.6990144376603606,0.5289822773194411,True,3,`xtol` termination condition is satisfied.,19,False,False,False,False
35,0.003,linear,2.5,5.5,3.894437380830785,3.005399008922574,1.394437380830785,-2.494600991077426,0.990673172589407,0.6990860313719656,0.29158714121744145,0.6990860313719656,0.5309205946870759,True,3,`xtol` termination condition is satisfied.,20,False,False,False,False
10,0.0003,soft_l1,1.05,1.05,2.998930330457746,2.9661107902939743,1.948930330457746,1.9161107902939742,1.913497055009156,0.6996202858848982,1.2138767691242576,0.6996202858848983,0.5351788567517605,True,2,`ftol` termination condition is satisfied.,18,False,False,False,False
41,0.003,linear,4.0,2.0,4.3522956616608415,3.054856469707551,0.3522956616608415,1.054856469707551,1.913497055009156,0.6998356010466934,1.2136614539624624,0.6998356010466934,0.5460246247693411,True,2,`ftol` termination condition is satisfied.,15,False,False,False,False
43,0.0,linear,4.5,4.5,6.446592309104674,3.0822206136111086,1.9465923091046742,-1.4177793863888914,0.8375689949211945,0.6999075294452497,0.13766146547594482,0.6999075294452497,0.5146665153779324,True,3,`xtol` termination condition is satisfied.,17,False,False,False,False
34,0.0003,soft_l1,2.5,5.5,3.3795487383309255,2.9934445105575165,0.8795487383309255,-2.5065554894424835,0.990673172589407,0.7000765803226524,0.2905965922667546,0.7000765803226525,0.513037378217313,True,3,`xtol` termination condition is satisfied.,13,False,False,False,False
12,0.003,soft_l1,1.05,1.05,3.4209322978993164,3.0121898038447257,2.3709322978993166,1.9621898038447256,1.913497055009156,0.7001899387368695,1.2133071162722864,0.7001899387368696,0.513299545581233,True,3,`xtol` termination condition is satisfied.,20,False,False,False,False
42,0.003,soft_l1,4.0,2.0,3.201406412199147,2.986737994011832,-0.7985935878008532,0.9867379940118322,1.913497055009156,0.7005893329203661,1.2129077220887898,0.7005893329203662,0.5208749538500418,True,3,`xtol` termination condition is satisfied.,13,False,False,False,False
32,0.0,soft_l1,2.5,5.5,3.3468827373000396,3.013751978217709,0.8468827373000396,-2.486248021782291,0.990673172589407,0.7008303303022365,0.2898428422871705,0.7008303303022366,0.5128677361481293,True,3,`xtol` termination condition is satisfied.,20,False,False,False,False
36,0.003,soft_l1,2.5,5.5,3.3050534673455934,3.0188171167410776,0.8050534673455934,-2.4811828832589224,0.990673172589407,0.7011778767962943,0.28949529579311273,0.7011778767962943,0.5164058390094041,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,22,False,False,False,False
22,0.0003,soft_l1,2.0,1.25,2.9935896360997853,2.977307895977227,0.9935896360997853,1.7273078959772268,1.913497055009156,0.7012946450047497,1.2122024100044062,0.7012946450047498,0.5371277171970316,True,3,`xtol` termination condition is satisfied.,9,False,False,False,False
24,0.003,soft_l1,2.0,1.25,2.986519845562217,2.9773160974424435,0.9865198455622171,1.7273160974424435,1.913497055009156,0.7013306375677286,1.2121664174414273,0.7013306375677286,0.5379211847724161,True,3,`xtol` termination condition is satisfied.,15,False,False,False,False
21,0.0003,linear,2.0,1.25,2.993596179387139,2.9773079492618555,0.9935961793871391,1.7273079492618555,1.913497055009156,0.7013378099743061,1.21215924503485,0.7013378099743061,0.5371271340823592,True,3,`xtol` termination condition is satisfied.,10,False,False,False,False
2,0.0,soft_l1,3.0,3.0,3.0000085686893754,3.0000074699270427,8.568689375376692e-06,7.469927042702551e-06,0.7021078821835874,0.7021064085722222,1.4736113652658034e-06,0.7021064085722223,0.5389697839950017,True,3,`xtol` termination condition is satisfied.,10,False,False,False,False
1,0.0,linear,3.0,3.0,3.0000021954558087,3.000001969143618,2.1954558087067255e-06,1.9691436179414268e-06,0.7021078821835874,0.7021068281674419,1.0540161455852015e-06,0.702106828167442,0.5389695240377844,True,3,`xtol` termination condition is satisfied.,12,False,False,False,False
3,0.0003,linear,3.0,3.0,3.0000021954558087,3.000001969143618,2.1954558087067255e-06,1.9691436179414268e-06,0.7021078821835874,0.7021068281674419,1.0540161455852015e-06,0.702106828167442,0.5389695240377844,True,3,`xtol` termination condition is satisfied.,12,False,False,False,False
4,0.0003,soft_l1,3.0,3.0,3.000008961107828,3.000007298585926,8.96110782822035e-06,7.298585925852308e-06,0.7021078821835874,0.7021069493508328,9.328327545965465e-07,0.702106949350833,0.5389699403383253,True,3,`xtol` termination condition is satisfied.,10,False,False,False,False
6,0.003,soft_l1,3.0,3.0,3.000002236326284,3.0000019502900033,2.2363262841551546e-06,1.9502900032719594e-06,0.7021078821835874,0.7021072238320503,6.583515371749726e-07,0.7021072238320504,0.5389691144120711,True,3,`xtol` termination condition is satisfied.,10,False,False,False,False
5,0.003,linear,3.0,3.0,3.000002406163115,3.0000026698108213,2.406163114976323e-06,2.6698108213096816e-06,0.7021078821835874,0.702107299452127,5.827314604189837e-07,0.7021072994521271,0.5389689678852038,True,3,`xtol` termination condition is satisfied.,10,False,False,False,False
16,0.0003,soft_l1,1.25,2.0,2.8714031737557835,2.985837690675448,1.6214031737557835,0.985837690675448,1.913497055009156,0.7024678525297035,1.2110292024794524,0.7024678525297035,0.5493634317936992,True,3,`xtol` termination condition is satisfied.,14,False,False,False,False
31,0.0,linear,2.5,5.5,3.8786139970871405,3.1079196454866365,1.3786139970871405,-2.3920803545133635,0.990673172589407,0.7028652978966932,0.28780787469271385,0.7028652978966934,0.527404538544265,True,3,`xtol` termination condition is satisfied.,26,False,False,False,False
30,0.003,soft_l1,2.0,2.0,2.82037242153435,3.008940022453007,0.82037242153435,1.008940022453007,1.913497055009156,0.7037631589922566,1.2097338960168993,0.7037631589922567,0.5455709423202671,True,3,`xtol` termination condition is satisfied.,33,False,False,False,False
39,0.0003,linear,4.0,2.0,2.62995734261291,2.97782724694346,-1.3700426573870899,0.9778272469434599,1.913497055009156,0.7041870310020845,1.2093100240070713,0.7041870310020846,0.5298232453929894,True,3,`xtol` termination condition is satisfied.,17,False,False,False,False
15,0.0003,linear,1.25,2.0,2.641411776411656,2.994436167645845,1.391411776411656,0.9944361676458451,1.913497055009156,0.7048607576707646,1.2086362973383913,0.7048607576707647,0.529342299502117,True,3,`xtol` termination condition is satisfied.,15,False,False,False,False
40,0.0003,soft_l1,4.0,2.0,2.6734450577730646,3.042601546451132,-1.3265549422269354,1.0426015464511318,1.913497055009156,0.706759781462247,1.2067372735469089,0.706759781462247,0.5274877986611578,True,4,Both `ftol` and `xtol` termination conditions are satisfied.,17,False,False,False,False
9,0.0003,linear,1.05,1.05,2.4859173779823043,2.999671832109132,1.4359173779823042,1.949671832109132,1.913497055009156,0.7069943597121147,1.2065026952970412,0.7069943597121147,0.5302407968776022,True,3,`xtol` termination condition is satisfied.,17,False,False,False,False
28,0.0003,soft_l1,2.0,2.0,2.279290388089374,2.997076433804534,0.279290388089374,0.9970764338045339,1.913497055009156,0.7102772741810641,1.2032197808280918,0.7102772741810642,0.5067564500591848,True,3,`xtol` termination condition is satisfied.,17,False,False,False,False
18,0.003,soft_l1,1.25,2.0,2.155970886402092,2.9924527325538195,0.9059708864020921,0.9924527325538195,1.913497055009156,0.7127031353688565,1.2007939196402995,0.7127031353688565,0.5136332769173678,True,3,`xtol` termination condition is satisfied.,13,False,False,False,False
17,0.003,linear,1.25,2.0,1.9571226831635977,2.9996399655490316,0.7071226831635977,0.9996399655490316,1.913497055009156,0.7189823157482771,1.1945147392608788,0.7189823157482772,0.49770780194714953,True,3,`xtol` termination condition is satisfied.,16,False,False,False,False
11,0.003,linear,1.05,1.05,2.8688382813783435,2.9411934157925725,1.8188382813783435,1.8911934157925725,1.913497055009156,1.5389618585818245,0.37453519642733135,1.5389618585818248,1.3250145109802152,True,3,`xtol` termination condition is satisfied.,19,False,False,False,False
54,0.003,soft_l1,6.5,2.0,4.361095539557598,2.857143644425878,-2.1389044604424017,0.8571436444258782,1.913497055009156,1.544045773204583,0.369451281804573,1.5440457732045831,1.3250145109802152,True,3,`xtol` termination condition is satisfied.,14,False,False,False,False
7,0.0,linear,1.05,1.05,1.05,1.05,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
13,0.0,linear,1.25,2.0,1.25,2.0,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
19,0.0,linear,2.0,1.25,2.0,1.25,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
25,0.0,linear,2.0,2.0,2.0,2.0,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
37,0.0,linear,4.0,2.0,4.0,2.0,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
49,0.0,linear,6.5,2.0,6.5,2.0,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
8,0.0,soft_l1,1.05,1.05,1.05,1.05,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
14,0.0,soft_l1,1.25,2.0,1.25,2.0,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
20,0.0,soft_l1,2.0,1.25,2.0,1.25,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
26,0.0,soft_l1,2.0,2.0,2.0,2.0,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
38,0.0,soft_l1,4.0,2.0,4.0,2.0,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
50,0.0,soft_l1,6.5,2.0,6.5,2.0,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,1,`gtol` termination condition is satisfied.,1,False,False,False,False
27,0.0003,linear,2.0,2.0,2.1966955468112115,2.2271007162818806,0.19669554681121149,0.22710071628188055,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,2,`ftol` termination condition is satisfied.,3,False,False,False,False
