role,temperature_C,species,CO2_loading,mole_fraction
curve,40.0,CO2,0.20871875,4.1481816810529534e-09
curve,40.0,CO2,0.2136875,4.535799363244934e-09
curve,40.0,CO2,0.21865625,4.958401456180749e-09
curve,40.0,CO2,0.223625,5.419400041011696e-09
curve,40.0,CO2,0.22859375,5.9225754945808485e-09
curve,40.0,CO2,0.2335625,6.4720870211744295e-09
curve,40.0,CO2,0.23853125,7.072659601143024e-09
curve,40.0,CO2,0.2435,7.729520825510948e-09
curve,40.0,CO2,0.24846875,8.448434161656063e-09
curve,40.0,CO2,0.2534375,9.236024516875211e-09
curve,40.0,CO2,0.25840625,1.0099576244042631e-08
curve,40.0,CO2,0.263375,1.1047317591851497e-08
curve,40.0,CO2,0.26834375,1.2088406729832162e-08
curve,40.0,CO2,0.2733125,1.323344424571556e-08
curve,40.0,CO2,0.27828125,1.4494174315845533e-08
curve,40.0,CO2,0.28325,1.5884027735984652e-08
curve,40.0,CO2,0.28821875,1.7417978987770523e-08
curve,40.0,CO2,0.2931875,1.9113345342920416e-08
curve,40.0,CO2,0.29815625,2.0990008139826773e-08
curve,40.0,CO2,0.303125,2.3070264180169667e-08
curve,40.0,CO2,0.30809375,2.5379858517233093e-08
curve,40.0,CO2,0.3130625,2.7948455820217118e-08
curve,40.0,CO2,0.31803125,3.0809953348795e-08
curve,40.0,CO2,0.323,3.400422427895615e-08
curve,40.0,CO2,0.32796875,3.757702932237656e-08
curve,40.0,CO2,0.3329375,4.1581632094144016e-08
curve,40.0,CO2,0.33790625,4.607999992538304e-08
curve,40.0,CO2,0.342875,5.1145314443094614e-08
curve,40.0,CO2,0.34784375,5.686349847718844e-08
curve,40.0,CO2,0.3528125,6.333632015085871e-08
curve,40.0,CO2,0.35778125,7.06837003192538e-08
curve,40.0,CO2,0.36275,7.90501865448247e-08
curve,40.0,CO2,0.36771875,8.860753563812699e-08
curve,40.0,CO2,0.3726875,9.956311564028597e-08
curve,40.0,CO2,0.37765625,1.1216959303137845e-07
curve,40.0,CO2,0.382625,1.267330629157204e-07
curve,40.0,CO2,0.38759375,1.436294057943114e-07
curve,40.0,CO2,0.3925625,1.633233851435454e-07
curve,40.0,CO2,0.39753125,1.863929173793323e-07
curve,40.0,CO2,0.4025,2.1356166000379826e-07
curve,40.0,CO2,0.40746875,2.457446711133418e-07
curve,40.0,CO2,0.4124375,2.841066238579728e-07
curve,40.0,CO2,0.41740625,3.301465464014631e-07
curve,40.0,CO2,0.422375,3.858165910360936e-07
curve,40.0,CO2,0.42734375,4.5366644144925364e-07
curve,40.0,CO2,0.4323125,5.370922937978175e-07
curve,40.0,CO2,0.43728125,6.406495333297146e-07
curve,40.0,CO2,0.44225,7.705305775660708e-07
curve,40.0,CO2,0.44721875,9.352536262993424e-07
curve,40.0,CO2,0.4521875,1.1466810525226344e-06
curve,40.0,CO2,0.45715625,1.421525626579209e-06
curve,40.0,CO2,0.462125,1.7836231714319896e-06
curve,40.0,CO2,0.46709375,2.267138494877457e-06
curve,40.0,CO2,0.4720625,2.9213649974221312e-06
curve,40.0,CO2,0.47703125,3.8171452870295385e-06
curve,40.0,CO2,0.482,5.0552303740997e-06
curve,40.0,CO2,0.48696875,6.775386395008536e-06
curve,40.0,CO2,0.4919375,9.164025971953038e-06
curve,40.0,CO2,0.49690625,1.2456460313508014e-05
curve,40.0,CO2,0.501875,1.692943411065595e-05
curve,40.0,CO2,0.50684375,2.2884478734444715e-05
curve,40.0,CO2,0.5118125,3.06256686312873e-05
curve,40.0,CO2,0.51678125,4.043992422788378e-05
curve,40.0,CO2,0.52175,5.258617169297799e-05
curve,40.0,CO2,0.52671875,6.72926765231845e-05
curve,40.0,CO2,0.5316875,8.47592410544709e-05
curve,40.0,CO2,0.5366562500000001,0.0001051611767955
curve,40.0,CO2,0.541625,0.0001286572738077
curve,40.0,CO2,0.54659375,0.0001553916325378
curve,40.0,CO2,0.5515625000000001,0.0001854998579589
curve,40.0,CO2,0.55653125,0.0002191038909829
curve,40.0,CO2,0.5615,0.0002563246109901
curve,40.0,CO2,0.56646875,0.0002972741485395
curve,40.0,CO2,0.5714375,0.0003420649989797
curve,40.0,CO2,0.57640625,0.0003907916546016
curve,40.0,CO2,0.581375,0.000443559642074
curve,40.0,CO2,0.58634375,0.0005004609662377
curve,40.0,CO2,0.5913125,0.000561583403167
curve,40.0,CO2,0.59628125,0.0006270165026816
curve,40.0,CO2,0.6012500000000001,0.0006968369871084
curve,40.0,CO2,0.60621875,0.0007711193343496
curve,40.0,CO2,0.6111875,0.0008499370330748
curve,40.0,CO2,0.61615625,0.0009333539779749
curve,40.0,CO2,0.621125,0.0010214346642101
curve,40.0,CO2,0.62609375,0.0011142352687214
curve,40.0,CO2,0.6310625,0.0012118006594726
curve,40.0,CO2,0.63603125,0.0013141758722278
curve,40.0,CO2,0.641,0.0014214183163058
curve,40.0,CO2,0.64596875,0.0015335326916867
curve,40.0,CO2,0.6509375000000001,0.0016505786163169
curve,40.0,CO2,0.65590625,0.0017725697562555
curve,40.0,CO2,0.660875,0.0018995111904162
curve,40.0,CO2,0.6658437500000001,0.0020314337510883
curve,40.0,CO2,0.6708125,0.0021683510844638
curve,40.0,CO2,0.67578125,0.0023102533448503
curve,40.0,CO2,0.68075,0.0024571435072471
curve,40.0,CO2,0.68571875,0.0026090227581631
curve,40.0,CO2,0.6906875,0.0027658853868488
curve,40.0,CO2,0.69565625,0.0029277094183706
curve,40.0,CO2,0.700625,0.0030944631540003
curve,40.0,CO2,0.70559375,0.0032661599801132
curve,40.0,CO2,0.7105625,0.0034427593775529
curve,40.0,CO2,0.7155312500000001,0.0036242170134018
curve,40.0,CO2,0.7205,0.0038105299144062
curve,40.0,CO2,0.72546875,0.0040016151634387
curve,40.0,CO2,0.7304375,0.0041974732798864
curve,40.0,CO2,0.73540625,0.0043980569703976
curve,40.0,CO2,0.740375,0.0046033101296635
curve,40.0,CO2,0.74534375,0.0048131957078737
curve,40.0,CO2,0.7503125,0.0050276429009265
curve,40.0,CO2,0.75528125,0.0052466498343061
curve,40.0,CO2,0.76025,0.0054701214375516
curve,40.0,CO2,0.7652187500000001,0.0056979930681985
curve,40.0,CO2,0.7701875,0.0059302351437694
curve,40.0,CO2,0.77515625,0.0061667726484393
curve,40.0,CO2,0.7801250000000001,0.0064075712365864
curve,40.0,CO2,0.78509375,0.0066525505502185
curve,40.0,CO2,0.7900625,0.0069016573589321
curve,40.0,CO2,0.79503125,0.0071547985992436
curve,40.0,CO2,0.8,0.0074119299835717
reference_point,40.0,CO2,0.78,0.0065355867096273
reference_point,40.0,CO2,0.99,0.0156290208414564
curve,40.0,MEA,0.005,0.110715440612026
curve,40.0,MEA,0.00996875,0.1097152418461244
curve,40.0,MEA,0.0149375,0.1086672246782843
curve,40.0,MEA,0.01990625,0.1075952946460743
curve,40.0,MEA,0.024875,0.106510244365917
curve,40.0,MEA,0.02984375,0.1054173379170278
curve,40.0,MEA,0.0348124999999999,0.1043193836852383
curve,40.0,MEA,0.03978125,0.1032179963652246
curve,40.0,MEA,0.04475,0.1021141748535311
curve,40.0,MEA,0.04971875,0.1010085608009274
curve,40.0,MEA,0.0546875,0.099901590875147
curve,40.0,MEA,0.05965625,0.0987935716704454
curve,40.0,MEA,0.064625,0.0976847240122634
curve,40.0,MEA,0.06959375,0.0965752115964367
curve,40.0,MEA,0.0745625,0.0954651593890139
curve,40.0,MEA,0.07953125,0.0943546656714509
curve,40.0,MEA,0.0845,0.0932438043865391
curve,40.0,MEA,0.08946875,0.0921326373396123
curve,40.0,MEA,0.0944375,0.091021214916405
curve,40.0,MEA,0.09940625,0.0899095776120172
curve,40.0,MEA,0.104375,0.0887977598218698
curve,40.0,MEA,0.10934375,0.0876857898739809
curve,40.0,MEA,0.1143125,0.0865736928836968
curve,40.0,MEA,0.11928125,0.0854614900100009
curve,40.0,MEA,0.12425,0.0843491995136036
curve,40.0,MEA,0.12921875,0.083236838437602
curve,40.0,MEA,0.1341875,0.0821244206980752
curve,40.0,MEA,0.13915625,0.0810119595418878
curve,40.0,MEA,0.144125,0.0798994674878808
curve,40.0,MEA,0.14909375,0.0787869548246541
curve,40.0,MEA,0.1540625,0.0776744321570449
curve,40.0,MEA,0.15903125,0.0765619087365306
curve,40.0,MEA,0.164,0.0754493936806146
curve,40.0,MEA,0.16896875,0.0743368953429603
curve,40.0,MEA,0.1739375,0.07322442272668
curve,40.0,MEA,0.17890625,0.0721119835674682
curve,40.0,MEA,0.183875,0.0709995859653314
curve,40.0,MEA,0.18884375,0.0698872376513339
curve,40.0,MEA,0.1938125,0.068774946874592
curve,40.0,MEA,0.19878125,0.0676627211705515
curve,40.0,MEA,0.20375,0.0665505693964766
curve,40.0,MEA,0.20871875,0.065438499517118
curve,40.0,MEA,0.2136875,0.0643265200920297
curve,40.0,MEA,0.21865625,0.0632146399755351
curve,40.0,MEA,0.223625,0.0621028683198374
curve,40.0,MEA,0.22859375,0.060991215120685
curve,40.0,MEA,0.2335625,0.0598796903705054
curve,40.0,MEA,0.23853125,0.0587683046476196
curve,40.0,MEA,0.2435,0.0576570693853012
curve,40.0,MEA,0.24846875,0.0565459970366223
curve,40.0,MEA,0.2534375,0.0554351001166726
curve,40.0,MEA,0.25840625,0.0543243922519795
curve,40.0,MEA,0.263375,0.0532138890135193
curve,40.0,MEA,0.26834375,0.0521036054488465
curve,40.0,MEA,0.2733125,0.050993559567309
curve,40.0,MEA,0.27828125,0.0498837691228171
curve,40.0,MEA,0.28325,0.0487742555594825
curve,40.0,MEA,0.28821875,0.0476650396911135
curve,40.0,MEA,0.2931875,0.0465561463121522
curve,40.0,MEA,0.29815625,0.0454476014180697
curve,40.0,MEA,0.303125,0.0443394341240089
curve,40.0,MEA,0.30809375,0.0432316750271255
curve,40.0,MEA,0.3130625,0.042124360657146
curve,40.0,MEA,0.31803125,0.041017527629529
curve,40.0,MEA,0.323,0.0399112202166645
curve,40.0,MEA,0.32796875,0.0388054852890617
curve,40.0,MEA,0.3329375,0.0377003744690538
curve,40.0,MEA,0.33790625,0.0365959488105223
curve,40.0,MEA,0.342875,0.0354922725680013
curve,40.0,MEA,0.34784375,0.0343894202879257
curve,40.0,MEA,0.3528125,0.033287475913999
curve,40.0,MEA,0.35778125,0.0321865348436753
curve,40.0,MEA,0.36275,0.0310867034569882
curve,40.0,MEA,0.36771875,0.029988104069931
curve,40.0,MEA,0.3726875,0.0288908790496916
curve,40.0,MEA,0.37765625,0.0277951885824322
curve,40.0,MEA,0.382625,0.0267012188716548
curve,40.0,MEA,0.38759375,0.0256091858115567
curve,40.0,MEA,0.3925625,0.0245193427929551
curve,40.0,MEA,0.39753125,0.0234319844226236
curve,40.0,MEA,0.4025,0.0223474613418149
curve,40.0,MEA,0.40746875,0.0212661825012228
curve,40.0,MEA,0.4124375,0.0201886415873906
curve,40.0,MEA,0.41740625,0.0191154323677276
curve,40.0,MEA,0.422375,0.0180472674395301
curve,40.0,MEA,0.42734375,0.0169850155241507
curve,40.0,MEA,0.4323125,0.0159297410218168
curve,40.0,MEA,0.43728125,0.0148827544160739
curve,40.0,MEA,0.44225,0.0138456873319276
curve,40.0,MEA,0.44721875,0.0128205692122742
curve,40.0,MEA,0.4521875,0.011809953976968
curve,40.0,MEA,0.45715625,0.0108170467558169
curve,40.0,MEA,0.462125,0.0098458765978581
curve,40.0,MEA,0.46709375,0.0089014738824247
curve,40.0,MEA,0.4720625,0.0079900474306103
curve,40.0,MEA,0.47703125,0.0071190284761224
curve,40.0,MEA,0.482,0.0062969720481516
curve,40.0,MEA,0.48696875,0.0055330340806278
curve,40.0,MEA,0.4919375,0.0048359530853864
curve,40.0,MEA,0.49690625,0.0042126130489245
curve,40.0,MEA,0.501875,0.003666516934017
curve,40.0,MEA,0.50684375,0.0031969292658551
curve,40.0,MEA,0.5118125,0.0027990338120977
curve,40.0,MEA,0.51678125,0.0024651460117004
curve,40.0,MEA,0.52175,0.0021862510588868
curve,40.0,MEA,0.52671875,0.0019533166478873
curve,40.0,MEA,0.5316875,0.00175814195997
curve,40.0,MEA,0.5366562500000001,0.0015937167034098
curve,40.0,MEA,0.541625,0.0014542631597199
curve,40.0,MEA,0.54659375,0.0013351153358504
curve,40.0,MEA,0.5515625000000001,0.0012325389748366
curve,40.0,MEA,0.55653125,0.0011435817340611
curve,40.0,MEA,0.5615,0.0010658827264222
curve,40.0,MEA,0.56646875,0.0009975589614882
curve,40.0,MEA,0.5714375,0.0009370918967845
curve,40.0,MEA,0.57640625,0.0008832710565024
curve,40.0,MEA,0.581375,0.0008350951970258
curve,40.0,MEA,0.58634375,0.0007917565929915
curve,40.0,MEA,0.5913125,0.0007525857532074
curve,40.0,MEA,0.59628125,0.0007170224805518
curve,40.0,MEA,0.6012500000000001,0.0006846045110424
curve,40.0,MEA,0.60621875,0.0006549419512817
curve,40.0,MEA,0.6111875,0.0006277064406354
curve,40.0,MEA,0.61615625,0.0006026160954044
curve,40.0,MEA,0.621125,0.000579429639115
curve,40.0,MEA,0.62609375,0.0005579415241367
curve,40.0,MEA,0.6310625,0.0005379739063506
curve,40.0,MEA,0.63603125,0.0005193708017694
curve,40.0,MEA,0.641,0.0005019990705566
curve,40.0,MEA,0.64596875,0.0004857408550295
curve,40.0,MEA,0.6509375000000001,0.0004704910829224
curve,40.0,MEA,0.65590625,0.0004561587054232
curve,40.0,MEA,0.660875,0.0004426646933822
curve,40.0,MEA,0.6658437500000001,0.0004299347006803
curve,40.0,MEA,0.6708125,0.0004179061172944
curve,40.0,MEA,0.67578125,0.0004065218712634
curve,40.0,MEA,0.68075,0.0003957307792135
curve,40.0,MEA,0.68571875,0.0003854868659844
curve,40.0,MEA,0.6906875,0.0003757474749466
curve,40.0,MEA,0.69565625,0.0003664764869943
curve,40.0,MEA,0.700625,0.0003576394968981
curve,40.0,MEA,0.70559375,0.0003492063287144
curve,40.0,MEA,0.7105625,0.0003411471244225
curve,40.0,MEA,0.7155312500000001,0.0003334398802736
curve,40.0,MEA,0.7205,0.0003260577425261
curve,40.0,MEA,0.72546875,0.0003189825971115
curve,40.0,MEA,0.7304375,0.000312192737358
curve,40.0,MEA,0.73540625,0.0003056717324356
curve,40.0,MEA,0.740375,0.0002994021941673
curve,40.0,MEA,0.74534375,0.0002933691531709
curve,40.0,MEA,0.7503125,0.0002875597466899
curve,40.0,MEA,0.75528125,0.0002819594575435
curve,40.0,MEA,0.76025,0.000276557299649
curve,40.0,MEA,0.7652187500000001,0.0002713426637164
curve,40.0,MEA,0.7701875,0.0002663047521903
curve,40.0,MEA,0.77515625,0.0002614338234484
curve,40.0,MEA,0.7801250000000001,0.0002567211209369
curve,40.0,MEA,0.78509375,0.0002521586085068
curve,40.0,MEA,0.7900625,0.000247739872745
curve,40.0,MEA,0.79503125,0.0002434559992401
curve,40.0,MEA,0.8,0.0002393016102923
reference_point,40.0,MEA,0.11,0.098714491233705
reference_point,40.0,MEA,0.21,0.073680934463374
reference_point,40.0,MEA,0.25,0.0573102772793931
reference_point,40.0,MEA,0.29,0.0571397063129224
reference_point,40.0,MEA,0.4,0.0380144774067549
reference_point,40.0,MEA,0.6,0.0028026163797143
reference_point,40.0,MEA,0.78,0.0012010544019588
reference_point,40.0,MEA,0.99,0.0014005880740057
curve,40.0,MEAH+,0.005,0.0010281559855249
curve,40.0,MEAH+,0.00996875,0.0015065002084115
curve,40.0,MEAH+,0.0149375,0.0020223685109836
curve,40.0,MEAH+,0.01990625,0.0025567449608975
curve,40.0,MEAH+,0.024875,0.0031009191392337
curve,40.0,MEAH+,0.02984375,0.0036506523639386
curve,40.0,MEAH+,0.0348124999999999,0.0042037130700704
curve,40.0,MEAH+,0.03978125,0.0047588411821247
curve,40.0,MEAH+,0.04475,0.0053152895853408
curve,40.0,MEAH+,0.04971875,0.005872586351182
curve,40.0,MEAH+,0.0546875,0.0064304311883169
curve,40.0,MEAH+,0.05965625,0.0069886282682905
curve,40.0,MEAH+,0.064625,0.0075470399038304
curve,40.0,MEAH+,0.06959375,0.0081055722073022
curve,40.0,MEAH+,0.0745625,0.0086641620048716
curve,40.0,MEAH+,0.07953125,0.0092227691429166
curve,40.0,MEAH+,0.0845,0.0097813575767743
curve,40.0,MEAH+,0.08946875,0.0103399068082197
curve,40.0,MEAH+,0.0944375,0.0108984042845661
curve,40.0,MEAH+,0.09940625,0.0114568418647845
curve,40.0,MEAH+,0.104375,0.0120152129887304
curve,40.0,MEAH+,0.10934375,0.0125735119148715
curve,40.0,MEAH+,0.1143125,0.0131317387861576
curve,40.0,MEAH+,0.11928125,0.013689898927222
curve,40.0,MEAH+,0.12425,0.0142479880305859
curve,40.0,MEAH+,0.12921875,0.0148060094507484
curve,40.0,MEAH+,0.1341875,0.0153639622169554
curve,40.0,MEAH+,0.13915625,0.0159218555315291
curve,40.0,MEAH+,0.144125,0.0164796933152901
curve,40.0,MEAH+,0.14909375,0.0170374732856741
curve,40.0,MEAH+,0.1540625,0.0175951996764709
curve,40.0,MEAH+,0.15903125,0.0181528812345334
curve,40.0,MEAH+,0.164,0.0187105138987658
curve,40.0,MEAH+,0.16896875,0.0192680975533946
curve,40.0,MEAH+,0.1739375,0.0198256515557325
curve,40.0,MEAH+,0.17890625,0.0203831633888983
curve,40.0,MEAH+,0.183875,0.020940637288083
curve,40.0,MEAH+,0.18884375,0.0214980853990301
curve,40.0,MEAH+,0.1938125,0.02205550329185
curve,40.0,MEAH+,0.19878125,0.022612890654771
curve,40.0,MEAH+,0.20375,0.0231702595789199
curve,40.0,MEAH+,0.20871875,0.0237276062706398
curve,40.0,MEAH+,0.2136875,0.0242849306017188
curve,40.0,MEAH+,0.21865625,0.0248422366913123
curve,40.0,MEAH+,0.223625,0.0253995228287909
curve,40.0,MEAH+,0.22859375,0.025956802134626
curve,40.0,MEAH+,0.2335625,0.0265140616279232
curve,40.0,MEAH+,0.23853125,0.0270713119306212
curve,40.0,MEAH+,0.2435,0.0276285549758603
curve,40.0,MEAH+,0.24846875,0.0281857850074516
curve,40.0,MEAH+,0.2534375,0.0287430123418257
curve,40.0,MEAH+,0.25840625,0.0293002299507704
curve,40.0,MEAH+,0.263375,0.0298574424683969
curve,40.0,MEAH+,0.26834375,0.0304146493884543
curve,40.0,MEAH+,0.2733125,0.0309718534914604
curve,40.0,MEAH+,0.27828125,0.0315290583498318
curve,40.0,MEAH+,0.28325,0.0320862577846017
curve,40.0,MEAH+,0.28821875,0.0326434587741734
curve,40.0,MEAH+,0.2931875,0.0332006565472298
curve,40.0,MEAH+,0.29815625,0.0337578567418513
curve,40.0,MEAH+,0.303125,0.0343150581355152
curve,40.0,MEAH+,0.30809375,0.0348722574049404
curve,40.0,MEAH+,0.3130625,0.0354294592846054
curve,40.0,MEAH+,0.31803125,0.0359866610352071
curve,40.0,MEAH+,0.323,0.0365438639041598
curve,40.0,MEAH+,0.32796875,0.0371010725019183
curve,40.0,MEAH+,0.3329375,0.0376582813782844
curve,40.0,MEAH+,0.33790625,0.0382154921754568
curve,40.0,MEAH+,0.342875,0.0387727003412644
curve,40.0,MEAH+,0.34784375,0.0393299122179017
curve,40.0,MEAH+,0.3528125,0.0398871281129766
curve,40.0,MEAH+,0.35778125,0.0404443394859145
curve,40.0,MEAH+,0.36275,0.0410015550236843
curve,40.0,MEAH+,0.36771875,0.0415587670500177
curve,40.0,MEAH+,0.3726875,0.042115974466547
curve,40.0,MEAH+,0.37765625,0.042673180088056
curve,40.0,MEAH+,0.382625,0.043230385640868
curve,40.0,MEAH+,0.38759375,0.0437875801865059
curve,40.0,MEAH+,0.3925625,0.0443447691041459
curve,40.0,MEAH+,0.39753125,0.0449019469858418
curve,40.0,MEAH+,0.4025,0.045459110512249
curve,40.0,MEAH+,0.40746875,0.0460162587347925
curve,40.0,MEAH+,0.4124375,0.0465733844652579
curve,40.0,MEAH+,0.41740625,0.0471304790033022
curve,40.0,MEAH+,0.422375,0.0476875455696661
curve,40.0,MEAH+,0.42734375,0.0482445658003026
curve,40.0,MEAH+,0.4323125,0.048801531536981
curve,40.0,MEAH+,0.43728125,0.0493584320757833
curve,40.0,MEAH+,0.44225,0.0499152494074897
curve,40.0,MEAH+,0.44721875,0.0504719601760314
curve,40.0,MEAH+,0.4521875,0.0510285351316617
curve,40.0,MEAH+,0.45715625,0.0515849365502765
curve,40.0,MEAH+,0.462125,0.0521411145759768
curve,40.0,MEAH+,0.46709375,0.0526969999794206
curve,40.0,MEAH+,0.4720625,0.0532525006142343
curve,40.0,MEAH+,0.47703125,0.0538074979797542
curve,40.0,MEAH+,0.482,0.0543618370722429
curve,40.0,MEAH+,0.48696875,0.054915316019919
curve,40.0,MEAH+,0.4919375,0.0554676942596534
curve,40.0,MEAH+,0.49690625,0.0560186923629887
curve,40.0,MEAH+,0.501875,0.0565680084906122
curve,40.0,MEAH+,0.50684375,0.0571153594281902
curve,40.0,MEAH+,0.5118125,0.0576604676065943
curve,40.0,MEAH+,0.51678125,0.0582030957159812
curve,40.0,MEAH+,0.52175,0.0587430350443501
curve,40.0,MEAH+,0.52671875,0.0592801196647491
curve,40.0,MEAH+,0.5316875,0.059814189756076
curve,40.0,MEAH+,0.5366562500000001,0.0603450991047311
curve,40.0,MEAH+,0.541625,0.0608727194736507
curve,40.0,MEAH+,0.54659375,0.0613969170560633
curve,40.0,MEAH+,0.5515625000000001,0.0619175745171913
curve,40.0,MEAH+,0.55653125,0.0624345581535817
curve,40.0,MEAH+,0.5615,0.0629477590002743
curve,40.0,MEAH+,0.56646875,0.0634570547448248
curve,40.0,MEAH+,0.5714375,0.0639623260557944
curve,40.0,MEAH+,0.57640625,0.0644634696928532
curve,40.0,MEAH+,0.581375,0.0649603686343838
curve,40.0,MEAH+,0.58634375,0.0654529181904646
curve,40.0,MEAH+,0.5913125,0.0659410187130618
curve,40.0,MEAH+,0.59628125,0.0664245681812605
curve,40.0,MEAH+,0.6012500000000001,0.0669034730472832
curve,40.0,MEAH+,0.60621875,0.0673776480421419
curve,40.0,MEAH+,0.6111875,0.0678470039292236
curve,40.0,MEAH+,0.61615625,0.0683114628565583
curve,40.0,MEAH+,0.621125,0.0687709472695909
curve,40.0,MEAH+,0.62609375,0.0692253856813429
curve,40.0,MEAH+,0.6310625,0.0696747177633298
curve,40.0,MEAH+,0.63603125,0.0701188865848592
curve,40.0,MEAH+,0.641,0.0705578219954059
curve,40.0,MEAH+,0.64596875,0.0709915032906635
curve,40.0,MEAH+,0.6509375000000001,0.0714198600953515
curve,40.0,MEAH+,0.65590625,0.0718428633934668
curve,40.0,MEAH+,0.660875,0.0722604998878796
curve,40.0,MEAH+,0.6658437500000001,0.0726727226268828
curve,40.0,MEAH+,0.6708125,0.0730795095252259
curve,40.0,MEAH+,0.67578125,0.0734808577053053
curve,40.0,MEAH+,0.68075,0.0738767531240266
curve,40.0,MEAH+,0.68571875,0.0742671861458941
curve,40.0,MEAH+,0.6906875,0.0746521498599201
curve,40.0,MEAH+,0.69565625,0.075031658922693
curve,40.0,MEAH+,0.700625,0.0754057341328054
curve,40.0,MEAH+,0.70559375,0.0757743551281948
curve,40.0,MEAH+,0.7105625,0.0761375514988889
curve,40.0,MEAH+,0.7155312500000001,0.0764953636443033
curve,40.0,MEAH+,0.7205,0.0768477833234022
curve,40.0,MEAH+,0.72546875,0.077194889421242
curve,40.0,MEAH+,0.7304375,0.077536672226692
curve,40.0,MEAH+,0.73540625,0.0778731743972255
curve,40.0,MEAH+,0.740375,0.0782044451701026
curve,40.0,MEAH+,0.74534375,0.0785305157243304
curve,40.0,MEAH+,0.7503125,0.0788514527700735
curve,40.0,MEAH+,0.75528125,0.0791672513870637
curve,40.0,MEAH+,0.76025,0.0794780040905274
curve,40.0,MEAH+,0.7652187500000001,0.0797837713618103
curve,40.0,MEAH+,0.7701875,0.0800845773807437
curve,40.0,MEAH+,0.77515625,0.0803804944037324
curve,40.0,MEAH+,0.7801250000000001,0.0806715521466659
curve,40.0,MEAH+,0.78509375,0.0809578292066839
curve,40.0,MEAH+,0.7900625,0.0812393764120285
curve,40.0,MEAH+,0.79503125,0.0815162846847396
curve,40.0,MEAH+,0.8,0.0817885952826513
reference_point,40.0,MEAH+,0.11,0.0065009262819361
reference_point,40.0,MEAH+,0.21,0.0161092109349359
reference_point,40.0,MEAH+,0.25,0.0220144775233184
reference_point,40.0,MEAH+,0.29,0.0226340825698249
reference_point,40.0,MEAH+,0.4,0.0479560217512427
reference_point,40.0,MEAH+,0.6,0.0622453056746947
reference_point,40.0,MEAH+,0.78,0.0757657861662475
reference_point,40.0,MEAH+,0.99,0.0853578547879311
curve,40.0,MEACOO-,0.005,0.0005025725812823
curve,40.0,MEACOO-,0.00996875,0.0010244271239957
curve,40.0,MEACOO-,0.0149375,0.0015565759887278
curve,40.0,MEACOO-,0.01990625,0.0020941295702788
curve,40.0,MEACOO-,0.024875,0.002635005672725
curve,40.0,MEACOO-,0.02984375,0.0031781788956109
curve,40.0,MEACOO-,0.0348124999999999,0.0037230724198016
curve,40.0,MEACOO-,0.03978125,0.0042693316260293
curve,40.0,MEACOO-,0.04475,0.0048167047325674
curve,40.0,MEACOO-,0.04971875,0.005365022017155
curve,40.0,MEACOO-,0.0546875,0.0059141471033646
curve,40.0,MEACOO-,0.05965625,0.0064639692253708
curve,40.0,MEACOO-,0.064625,0.00701440524498
curve,40.0,MEACOO-,0.06959375,0.0075653853539643
