role,temperature_C,species,CO2_loading,mole_fraction
curve,20.0,CO2,0.02484375,2.3523300219900933e-12
curve,20.0,CO2,0.0296875,3.2877748368823217e-12
curve,20.0,CO2,0.03453125,4.39833215536321e-12
curve,20.0,CO2,0.039375,5.69457492446046e-12
curve,20.0,CO2,0.04421875,7.188426162181918e-12
curve,20.0,CO2,0.0490624999999999,8.893026203330607e-12
curve,20.0,CO2,0.05390625,1.0822915470128468e-11
curve,20.0,CO2,0.05875,1.299387953228891e-11
curve,20.0,CO2,0.06359375,1.5423183015307106e-11
curve,20.0,CO2,0.0684375,1.812959665478044e-11
curve,20.0,CO2,0.07328125,2.113361804929358e-11
curve,20.0,CO2,0.078125,2.4457058783544338e-11
curve,20.0,CO2,0.08296875,2.8124158937392198e-11
curve,20.0,CO2,0.0878125,3.216076399784703e-11
curve,20.0,CO2,0.09265625,3.6594775203137616e-11
curve,20.0,CO2,0.0975,4.1456849062315647e-11
curve,20.0,CO2,0.10234375,4.6779920195473336e-11
curve,20.0,CO2,0.1071875,5.2599803279105816e-11
curve,20.0,CO2,0.11203125,5.895553917602901e-11
curve,20.0,CO2,0.116875,6.588916320038195e-11
curve,20.0,CO2,0.12171875,7.344610485983002e-11
curve,20.0,CO2,0.1265625,8.167637032409122e-11
curve,20.0,CO2,0.13140625,9.063404200153288e-11
curve,20.0,CO2,0.1362499999999999,1.0037787621812516e-10
curve,20.0,CO2,0.14109375,1.1097242948652386e-10
curve,20.0,CO2,0.1459375,1.2248701174455516e-10
curve,20.0,CO2,0.1507812499999999,1.3499737597271388e-10
curve,20.0,CO2,0.1556249999999999,1.4858598305029066e-10
curve,20.0,CO2,0.16046875,1.6334611310438418e-10
curve,20.0,CO2,0.1653125,1.7937477145248648e-10
curve,20.0,CO2,0.1701562499999999,1.967815410600029e-10
curve,20.0,CO2,0.175,2.1568384148361966e-10
curve,20.0,CO2,0.17984375,2.362136050691589e-10
curve,20.0,CO2,0.1846874999999999,2.5851169836381193e-10
curve,20.0,CO2,0.1895312499999999,2.8273849501608966e-10
curve,20.0,CO2,0.194375,3.0906230933480417e-10
curve,20.0,CO2,0.19921875,3.376761507426381e-10
curve,20.0,CO2,0.2040624999999999,3.6879065090890877e-10
curve,20.0,CO2,0.20890625,4.0263388466496654e-10
curve,20.0,CO2,0.21375,4.3946331065626686e-10
curve,20.0,CO2,0.2185937499999999,4.795570188807788e-10
curve,20.0,CO2,0.2234374999999999,5.232324158625862e-10
curve,20.0,CO2,0.22828125,5.708331013352752e-10
curve,20.0,CO2,0.233125,6.2275018637656e-10
curve,20.0,CO2,0.2379687499999999,6.794065419042937e-10
curve,20.0,CO2,0.2428125,7.412785248665972e-10
curve,20.0,CO2,0.24765625,8.08899627577217e-10
curve,20.0,CO2,0.2525,8.828698624670634e-10
curve,20.0,CO2,0.25734375,9.63844062400004e-10
curve,20.0,CO2,0.2621875,1.0525791912612935e-09
curve,20.0,CO2,0.26703125,1.149905358186885e-09
curve,20.0,CO2,0.271875,1.256777730369925e-09
curve,20.0,CO2,0.27671875,1.3742454422338582e-09
curve,20.0,CO2,0.2815625,1.5035194630587126e-09
curve,20.0,CO2,0.28640625,1.6459486773510974e-09
curve,20.0,CO2,0.29125,1.803095152767493e-09
curve,20.0,CO2,0.29609375,1.976716734713941e-09
curve,20.0,CO2,0.3009375,2.168793949958918e-09
curve,20.0,CO2,0.30578125,2.3816286091325133e-09
curve,20.0,CO2,0.310625,2.6178634976584913e-09
curve,20.0,CO2,0.31546875,2.880507430384914e-09
curve,20.0,CO2,0.3203125,3.173030051322893e-09
curve,20.0,CO2,0.32515625,3.499455543718288e-09
curve,20.0,CO2,0.33,3.864490762554448e-09
curve,20.0,CO2,0.33484375,4.273537427409379e-09
curve,20.0,CO2,0.3396875,4.732972069058176e-09
curve,20.0,CO2,0.34453125,5.250247741564964e-09
curve,20.0,CO2,0.349375,5.8341739866597915e-09
curve,20.0,CO2,0.35421875,6.495128772779068e-09
curve,20.0,CO2,0.3590625,7.245450085869321e-09
curve,20.0,CO2,0.36390625,8.099991952598649e-09
curve,20.0,CO2,0.36875,9.076368787027624e-09
curve,20.0,CO2,0.37359375,1.0196040785841396e-08
curve,20.0,CO2,0.3784375,1.1485088139927015e-08
curve,20.0,CO2,0.38328125,1.2975105985195488e-08
