source,temperature_C,MEA_weight_fraction,CO2_loading,species,observed_mole_fraction,model_mole_fraction,log10_model_over_data,solver_success,solver_max_abs_residual
Bottinger,40.0,0.3,0.762,MEA + MEAH+,0.0807,0.08214307064303414,0.00769739874077772,true,1.4210854715202004e-14
Jakobsen,40.0,0.3,0.78,MEA + MEAH+,0.0755,0.08337227274097866,0.04307468896359145,true,3.552713678800501e-15
Jakobsen,40.0,0.3,0.99,MEA + MEAH+,0.0857,0.09297622614685934,0.03539109251091719,true,7.105427357601002e-15
Jakobsen,40.0,0.3,0.11,MEACOO-,0.0103,0.011925273430908299,0.06363112092507242,true,8.881784197001252e-15
Bottinger,40.0,0.3,0.125,MEACOO-,0.0144,0.013582618119293382,-0.02537900159330007,true,3.552713678800501e-15
Bottinger,40.0,0.3,0.205,MEACOO-,0.0241,0.022384753618613643,-0.032064723961073675,true,7.105427357601002e-15
Jakobsen,40.0,0.3,0.21,MEACOO-,0.018,0.022931958034302202,0.1051686332370929,true,3.552713678800501e-15
Bottinger,40.0,0.3,0.236,MEACOO-,0.0271,0.025769462642611377,-0.021863928349184256,true,3.552713678800501e-15
Jakobsen,40.0,0.3,0.25,MEACOO-,0.0261,0.027290856904357768,0.019376664938119573,true,3.552713678800501e-15
Bottinger,40.0,0.3,0.28,MEACOO-,0.0327,0.030531084308948384,-0.029805524154919088,true,7.105427357601002e-15
Jakobsen,40.0,0.3,0.29,MEACOO-,0.0284,0.031603690654016504,0.04641946209926768,true,6.990791925253827e-14
Bottinger,40.0,0.3,0.343,MEACOO-,0.0396,0.03719350569789821,-0.027228070930406346,true,7.105427357601002e-15
Bottinger,40.0,0.3,0.354,MEACOO-,0.041,0.03832492392759073,-0.029302555237950504,true,7.105427357601002e-15
Jakobsen,40.0,0.3,0.4,MEACOO-,0.0495,0.04285897779997756,-0.06256339016343566,true,3.552713678800501e-15
Bottinger,40.0,0.3,0.46,MEACOO-,0.0492,0.04764847613677026,-0.013916086900558858,true,7.105427357601002e-15
Bottinger,40.0,0.3,0.466,MEACOO-,0.0502,0.04797927153289599,-0.01965006733657598,true,2.842170943040401e-14
Bottinger,40.0,0.3,0.487,MEACOO-,0.0511,0.04877325381598767,-0.020239170436300143,true,3.552713678800501e-15
Bottinger,40.0,0.3,0.508,MEACOO-,0.0483,0.04888565259217947,0.005234286361432527,true,6.253146260657673e-16
Jakobsen,40.0,0.3,0.6,MEACOO-,0.0494,0.04330569095772777,-0.0571819766087796,true,3.552713678800501e-15
Bottinger,40.0,0.3,0.663,MEACOO-,0.0347,0.03777492085837546,0.036874088337811105,true,3.552713678800501e-15
Bottinger,40.0,0.3,0.683,MEACOO-,0.0323,0.0360388716157211,0.047568662341696266,true,3.552713678800501e-15
Bottinger,40.0,0.3,0.762,MEACOO-,0.0188,0.02968096622092894,0.19832018540218865,true,1.4210854715202004e-14
Jakobsen,40.0,0.3,0.78,MEACOO-,0.0388,0.028376671996114426,-0.13587026535626165,true,3.552713678800501e-15
Jakobsen,40.0,0.3,0.99,MEACOO-,0.0312,0.017404961736511758,-0.2534815211605641,true,7.105427357601002e-15
Jakobsen,40.0,0.3,0.11,MEAH+,0.0065,0.0126493834829909,0.28915600235041483,true,8.881784197001252e-15
Jakobsen,40.0,0.3,0.21,MEAH+,0.016,0.023868786415490346,0.17371035564473922,true,3.552713678800501e-15
Jakobsen,40.0,0.3,0.25,MEAH+,0.0218,0.02835701483070003,0.11420401672902687,true,3.552713678800501e-15
Jakobsen,40.0,0.3,0.29,MEAH+,0.0225,0.03284510688080965,0.16428816132640242,true,6.990791925253827e-14
Jakobsen,40.0,0.3,0.4,MEAH+,0.0473,0.04518349608467083,-0.019881309205731786,true,3.552713678800501e-15
Jakobsen,40.0,0.3,0.6,MEAH+,0.061,0.06711037649678142,0.04145984025338633,true,3.552713678800501e-15
Jakobsen,40.0,0.3,0.78,MEAH+,0.0743,0.08288959731811012,0.047511216055987716,true,3.552713678800501e-15
Jakobsen,40.0,0.3,0.99,MEAH+,0.0843,0.09277073269762388,0.04158341201777057,true,7.105427357601002e-15
