temperature_C,CO2_loading,effective_CO2_loading,solver_success,message,charge_residual,max_abs_reaction_residual,state_failure_count
20.0,0.21859374999999998,0.21859374999999998,True,converged,-2.2641351820163553e-10,6.267898946532569e-07,0
20.0,0.22343749999999998,0.22343749999999998,True,converged,-1.1091055896062646e-10,9.465295924826478e-07,0
20.0,0.22828125,0.22828125,True,converged,-2.268424050911531e-10,5.547174914966035e-07,0
20.0,0.233125,0.233125,True,converged,-2.269918181302638e-10,5.585443645372834e-07,0
20.0,0.23796874999999998,0.23796874999999998,True,converged,-2.270865561768815e-10,5.476621680600147e-07,0
20.0,0.2428125,0.2428125,True,converged,-2.2714410927382684e-10,5.636579167855871e-07,0
20.0,0.24765625,0.24765625,True,converged,-2.2714999733188012e-10,5.527567203955641e-07,0
20.0,0.2525,0.2525,True,converged,-2.2713845905246075e-10,5.491785692868234e-07,0
20.0,0.25734375,0.25734375,True,converged,-2.27080428276367e-10,5.45077661229243e-07,0
20.0,0.2621875,0.2621875,True,converged,-2.2699704889752627e-10,5.427088218823428e-07,0
20.0,0.26703125,0.26703125,True,converged,-2.269042970279734e-10,5.757765642044887e-07,0
20.0,0.27187500000000003,0.27187500000000003,True,converged,-4.894040746866355e-11,8.813682157438052e-07,0
20.0,0.27671875,0.27671875,True,converged,-2.2661837864936007e-10,5.447237860778387e-07,0
20.0,0.2815625,0.2815625,True,converged,-2.264546122676518e-10,5.568379251030819e-07,0
20.0,0.28640625000000003,0.28640625000000003,True,converged,-2.2625992845661446e-10,5.457141583065095e-07,0
20.0,0.29125,0.29125,True,converged,-2.2606205919691394e-10,5.514900607295203e-07,0
20.0,0.29609375,0.29609375,True,converged,-2.258595210670442e-10,5.557120879018385e-07,0
20.0,0.3009375,0.3009375,True,converged,-2.0855943335289565e-10,9.524242017278084e-07,0
20.0,0.30578125,0.30578125,True,converged,-2.2539957176241502e-10,5.524008379609313e-07,0
20.0,0.31062500000000004,0.31062500000000004,True,converged,-2.2516304273315568e-10,5.476987006147738e-07,0
20.0,0.31546875,0.31546875,True,converged,-2.2492192322662638e-10,5.468563166743934e-07,0
20.0,0.3203125,0.3203125,True,converged,-2.2467705436094332e-10,5.47737698752826e-07,0
20.0,0.32515625000000004,0.32515625000000004,True,converged,-2.2443065035392248e-10,5.620714311760366e-07,0
20.0,0.33,0.33,True,converged,-2.2419566875475492e-10,5.494539792039177e-07,0
20.0,0.33484375,0.33484375,True,converged,-2.2394834529685796e-10,5.46674581158868e-07,0
20.0,0.33968750000000003,0.33968750000000003,True,converged,-2.237297349827824e-10,5.488960006516663e-07,0
20.0,0.34453125,0.34453125,True,converged,-2.2350455535306553e-10,5.622307774899582e-07,0
20.0,0.349375,0.349375,True,converged,-2.2328598873784324e-10,5.554028952303725e-07,0
20.0,0.35421875,0.35421875,True,converged,-2.2307976377001563e-10,5.399099443081923e-07,0
20.0,0.3590625,0.3590625,True,converged,-4.457934851665157e-10,4.134076547757104e-07,0
20.0,0.36390625000000004,0.36390625000000004,True,converged,-2.2272638005656315e-10,5.477904707618109e-07,0
20.0,0.36875,0.36875,True,converged,-1.8045303026887566e-10,8.386453771436209e-07,0
20.0,0.37359375,0.37359375,True,converged,-2.2244019714109006e-10,5.434254610747757e-07,0
20.0,0.37843750000000004,0.37843750000000004,True,converged,-2.2234989579756942e-10,5.523281814134862e-07,0
20.0,0.38328125,0.38328125,True,converged,-2.2228519257449082e-10,5.574965449284264e-07,0
20.0,0.388125,0.388125,True,converged,-2.2225202758431733e-10,5.491218253439456e-07,0
20.0,0.39296875000000003,0.39296875000000003,True,converged,-3.632896279277096e-11,8.179214781023347e-07,0
20.0,0.3978125,0.3978125,True,converged,-2.2232118849107557e-10,5.564620515485785e-07,0
20.0,0.40265625,0.40265625,True,converged,-2.2245083810239247e-10,5.498280586380133e-07,0
20.0,0.40750000000000003,0.40750000000000003,True,converged,-2.2262579685347566e-10,5.467804058412185e-07,0
20.0,0.41234375,0.41234375,True,converged,-2.2288258357182945e-10,5.367546656032118e-07,0
20.0,0.4171875,0.4171875,True,converged,-2.2322771899152046e-10,5.32441084999391e-07,0
20.0,0.42203125,0.42203125,True,converged,-2.236913501529185e-10,5.383194938701763e-07,0
20.0,0.426875,0.426875,True,converged,-2.2429584921823994e-10,5.384443930722682e-07,0
20.0,0.43171875000000004,0.43171875000000004,True,converged,-2.250347790983452e-10,5.396900277787609e-07,0
20.0,0.4365625,0.4365625,True,converged,-2.2597982631549555e-10,5.524967718884e-07,0
20.0,0.44140625,0.44140625,True,converged,-2.2713460673327587e-10,5.312461404116675e-07,0
20.0,0.44625000000000004,0.44625000000000004,True,converged,-2.2859885095914928e-10,5.483392016003563e-07,0
20.0,0.45109375,0.45109375,True,converged,-2.304103949079369e-10,5.332708852279211e-07,0
20.0,0.4559375,0.4559375,True,converged,-2.326760102386849e-10,5.250071275497703e-07,0
20.0,0.46078125000000003,0.46078125000000003,True,converged,-2.355136144927404e-10,5.383679635428962e-07,0
20.0,0.465625,0.465625,True,converged,-2.390709967401664e-10,5.290303874971869e-07,0
20.0,0.47046875,0.47046875,True,converged,-2.435549504158948e-10,5.313750435220754e-07,0
20.0,0.4753125,0.4753125,True,converged,-2.491550427149956e-10,5.433195759962928e-07,0
20.0,0.48015625,0.48015625,True,converged,-2.560365814984918e-10,5.385346604214192e-07,0
20.0,0.485,0.485,True,converged,-2.6414296300803054e-10,5.33780234235337e-07,0
20.0,0.48984375,0.48984375,True,converged,-2.728783347965745e-10,5.39652607045582e-07,0
20.0,0.4946875,0.4946875,True,converged,-2.805210870969673e-10,5.981965109924658e-07,0
20.0,0.49953125000000004,0.49953125000000004,True,converged,-2.840442615899844e-10,5.34190711221072e-07,0
20.0,0.504375,0.504375,True,converged,-2.8034331366152816e-10,5.350073770671315e-07,0
20.0,0.5092187499999999,0.5092187499999999,True,converged,-2.6918137444685783e-10,5.345887501562174e-07,0
20.0,0.5140625,0.5140625,True,converged,-2.540397025787765e-10,5.320212217441167e-07,0
20.0,0.51890625,0.51890625,True,converged,-2.3869878764590167e-10,5.334351769192835e-07,0
20.0,0.52375,0.52375,True,converged,-2.2498188045561096e-10,5.460614467267533e-07,0
20.0,0.52859375,0.52859375,True,converged,-2.1321590832166625e-10,5.320294569344242e-07,0
20.0,0.5334375,0.5334375,True,converged,-2.0318773044936589e-10,5.284891635426447e-07,0
20.0,0.53828125,0.53828125,True,converged,-1.945734568038318e-10,6.677227979423606e-07,0
20.0,0.543125,0.543125,True,converged,-1.8709265814243264e-10,5.412123940118363e-07,0
20.0,0.54796875,0.54796875,True,converged,-1.8051552030443474e-10,5.242549470096947e-07,0
20.0,0.5528125,0.5528125,True,converged,-1.746986670816641e-10,5.214876779291444e-07,0
20.0,0.55765625,0.55765625,True,converged,-1.695245064355378e-10,5.214157141608666e-07,0
20.0,0.5625,0.5625,True,converged,-1.6491762103957912e-10,5.274684085065928e-07,0
20.0,0.56734375,0.56734375,True,converged,-1.6080431472355954e-10,5.152738644653709e-07,0
20.0,0.5721875,0.5721875,True,converged,-1.5715956039258117e-10,5.072488384882945e-07,0
20.0,0.57703125,0.57703125,True,converged,-1.539500271898104e-10,5.094011186201897e-07,0
20.0,0.581875,0.581875,True,converged,-2.267417296973785e-10,7.621950892655605e-07,0
20.0,0.5867187500000001,0.5867187500000001,True,converged,-5.0667451198529086e-11,5.51018654704194e-07,0
20.0,0.5915625,0.5915625,True,converged,-2.935182845460968e-10,9.974947943192092e-07,0
20.0,0.59640625,0.59640625,True,converged,-2.9025918447172335e-10,9.89430930076196e-07,0
20.0,0.6012500000000001,0.6012500000000001,True,converged,-2.877600592927797e-10,9.813895225363467e-07,0
20.0,0.60609375,0.60609375,True,converged,-1.4300175644365566e-10,5.139214991345398e-07,0
20.0,0.6109375,0.6109375,True,converged,-2.6716729629701885e-10,9.682574457769988e-07,0
20.0,0.6157812500000001,0.6157812500000001,True,converged,-1.423453081184797e-10,5.349750580307955e-07,0
20.0,0.620625,0.620625,True,converged,-1.4256337921440686e-10,5.276880230553616e-07,0
20.0,0.62546875,0.62546875,True,converged,-1.4314574867769984e-10,5.419232778081096e-07,0
20.0,0.6303125,0.6303125,True,converged,-2.521524121748522e-10,9.745420364026813e-07,0
20.0,0.63515625,0.63515625,True,converged,-1.4538696008763126e-10,5.68435893910646e-07,0
20.0,0.64,0.64,True,converged,-1.4704476018648833e-10,5.940869840515006e-07,0
20.0,0.64484375,0.64484375,True,converged,-1.490582023598997e-10,5.776647959976344e-07,0
20.0,0.6496875,0.6496875,True,converged,-1.5142308045010077e-10,5.923785622030664e-07,0
20.0,0.65453125,0.65453125,True,converged,-1.5413995062514095e-10,6.142763702143839e-07,0
20.0,0.659375,0.659375,True,converged,-1.5720586982802266e-10,6.136447900928488e-07,0
20.0,0.66421875,0.66421875,True,converged,-1.6061291897072356e-10,6.127333591621209e-07,0
20.0,0.6690625,0.6690625,True,converged,-1.6436147323269025e-10,8.013342558399472e-07,0
20.0,0.67390625,0.67390625,True,converged,-1.684479145933031e-10,6.173829341094006e-07,0
20.0,0.67875,0.67875,True,converged,-1.7286527262572755e-10,6.550670299532158e-07,0
20.0,0.68359375,0.68359375,True,converged,-1.7761173151224645e-10,6.328521031662149e-07,0
20.0,0.6884375,0.6884375,True,converged,-1.8268035754833715e-10,6.935602243629546e-07,0
20.0,0.69328125,0.69328125,True,converged,-1.880645121631748e-10,8.986012538514387e-07,0
20.0,0.698125,0.698125,True,converged,-1.937640948086327e-10,6.885828440772457e-07,0
20.0,0.70296875,0.70296875,True,converged,-1.997655105033275e-10,8.591412345992921e-07,0
20.0,0.7078125000000001,0.7078125000000001,True,converged,-2.0606723270133506e-10,7.386080547178153e-07,0
20.0,0.71265625,0.71265625,True,converged,-2.1266335260694304e-10,7.302253344221299e-07,0
20.0,0.7175,0.7175,True,converged,-1.0977293471550619e-10,5.393282478394212e-07,0
20.0,0.7223437500000001,0.7223437500000001,True,converged,-2.2670586151932575e-10,7.96313642581481e-07,0
20.0,0.7271875,0.7271875,True,converged,-2.341400927065399e-10,7.872961518273769e-07,0
20.0,0.73203125,0.73203125,True,converged,-1.2091825891449226e-10,6.026488357235849e-07,0
20.0,0.7368750000000001,0.7368750000000001,True,converged,-2.4978999983121775e-10,8.239921136521389e-07,0
20.0,0.74171875,0.74171875,True,converged,-2.579931391045234e-10,8.037800469651302e-07,0
20.0,0.7465625,0.7465625,True,converged,-2.6643674216743046e-10,8.661662178610641e-07,0
20.0,0.75140625,0.75140625,True,converged,-2.7511414861941154e-10,8.722964999208216e-07,0
20.0,0.75625,0.75625,True,converged,-2.8401543114303884e-10,7.97183041356675e-07,0
20.0,0.76109375,0.76109375,True,converged,-2.931329532074006e-10,8.993477571550557e-07,0
20.0,0.7659375,0.7659375,True,converged,-3.024570613329014e-10,8.882712592139796e-07,0
20.0,0.77078125,0.77078125,True,converged,-3.1198258779608495e-10,9.181471760655313e-07,0
20.0,0.775625,0.775625,True,converged,-3.2169738648067343e-10,9.684284272282184e-07,0
20.0,0.78046875,0.78046875,True,converged,-3.315957231986501e-10,9.35844521876561e-07,0
20.0,0.7853125,0.7853125,True,converged,-3.4166777194969894e-10,9.924800039584625e-07,0
20.0,0.79015625,0.79015625,True,converged,-3.5190309357058706e-10,9.241305640728115e-07,0
20.0,0.795,0.795,True,converged,-3.6229716420029643e-10,9.553488133917654e-07,0
40.0,0.005,0.005,True,converged,-3.726456209579565e-12,5.485872129895597e-07,0
40.0,0.00996875,0.00996875,True,converged,-6.08628430856864e-12,5.71264873627797e-07,0
40.0,0.0149375,0.0149375,True,converged,-7.414637724330667e-12,8.716057600111071e-07,0
40.0,0.01990625,0.01990625,True,converged,-9.614138315756221e-12,8.249101526303093e-07,0
40.0,0.024875,0.024875,True,converged,-1.2789980012584135e-11,7.403957908991288e-07,0
40.0,0.029843750000000002,0.029843750000000002,True,converged,-1.5950854433946157e-11,6.737526483391321e-07,0
40.0,0.034812499999999996,0.034812499999999996,True,converged,-1.8895359601522714e-11,6.25391834319089e-07,0
40.0,0.03978125,0.03978125,True,converged,-2.1591241855935077e-11,5.776053022543692e-07,0
40.0,0.04475,0.04475,True,converged,-2.405374261316845e-11,6.471583198219832e-07,0
40.0,0.04971875,0.04971875,True,converged,-5.259916924216755e-11,9.856872189573096e-07,0
40.0,0.0546875,0.0546875,True,converged,-5.670049091431161e-11,9.194940560064424e-07,0
40.0,0.05965625,0.05965625,True,converged,-6.045473431755266e-11,8.734695065015785e-07,0
40.0,0.064625,0.064625,True,converged,-6.389115487213416e-11,8.44233110086634e-07,0
40.0,0.06959375000000001,0.06959375000000001,True,converged,-6.70370509659444e-11,7.98540462199071e-07,0
40.0,0.0745625,0.0745625,True,converged,-6.991857608293003e-11,7.611324726042312e-07,0
40.0,0.07953125000000001,0.07953125000000001,True,converged,-7.256470261913367e-11,7.316585701744316e-07,0
40.0,0.0845,0.0845,True,converged,-7.498818819855983e-11,7.090026166167718e-07,0
40.0,0.08946875,0.08946875,True,converged,-7.720780249533725e-11,6.647578807417176e-07,0
40.0,0.09443750000000001,0.09443750000000001,True,converged,-7.924225561346159e-11,6.503277347746916e-07,0
40.0,0.09940625,0.09940625,True,converged,-8.110703932475219e-11,6.273428461156527e-07,0
40.0,0.10437500000000001,0.10437500000000001,True,converged,-8.281453959548511e-11,6.074143712453406e-07,0
40.0,0.10934375,0.10934375,True,converged,-8.437378275433574e-11,5.835740246595833e-07,0
40.0,0.11431250000000001,0.11431250000000001,True,converged,-8.5797637291757e-11,5.601637127483627e-07,0
40.0,0.11928125,0.11928125,True,converged,-8.710104625807248e-11,5.445882074184283e-07,0
40.0,0.12425,0.12425,True,converged,-8.828754283099309e-11,5.292017100089197e-07,0
40.0,0.12921875,0.12921875,True,converged,-1.787345940806981e-10,9.907712232859467e-07,0
40.0,0.13418750000000002,0.13418750000000002,True,converged,-1.8068714793551812e-10,9.285272746240025e-07,0
40.0,0.13915625,0.13915625,True,converged,-1.8246505854166363e-10,9.153503732761692e-07,0
40.0,0.144125,0.144125,True,converged,-1.8408070569223456e-10,8.903853689901098e-07,0
40.0,0.14909375,0.14909375,True,converged,-1.8553644729317497e-10,8.657519252608381e-07,0
40.0,0.15406250000000002,0.15406250000000002,True,converged,-1.868437470036897e-10,8.220047966744914e-07,0
40.0,0.15903125,0.15903125,True,converged,-1.8802844564753582e-10,8.277187184546619e-07,0
40.0,0.164,0.164,True,converged,-1.8908360476110214e-10,9.249756161011646e-07,0
40.0,0.16896875,0.16896875,True,converged,-1.9000928166480226e-10,6.462266775031367e-07,0
40.0,0.1739375,0.1739375,True,converged,-1.908536606342161e-10,8.726537288339387e-07,0
40.0,0.17890625000000002,0.17890625000000002,True,converged,-1.9158890460915855e-10,7.214901138752339e-07,0
40.0,0.183875,0.183875,True,converged,-1.922268717188542e-10,6.760693374019411e-07,0
40.0,0.18884375,0.18884375,True,converged,-1.9279360951222717e-10,6.89555978539147e-07,0
40.0,0.1938125,0.1938125,True,converged,-1.9328200164366515e-10,6.931806524335116e-07,0
40.0,0.19878125000000002,0.19878125000000002,True,converged,-1.9369305866074368e-10,6.911960284128327e-07,0
40.0,0.20375000000000001,0.20375000000000001,True,converged,-1.940504455035739e-10,7.001480071266997e-07,0
40.0,0.20871875,0.20871875,True,converged,-1.9435122707424455e-10,7.002988162696511e-07,0
40.0,0.2136875,0.2136875,True,converged,-1.945947357379985e-10,8.245819067553839e-07,0
40.0,0.21865625,0.21865625,True,converged,-1.9478735326298297e-10,7.290410906080069e-07,0
40.0,0.22362500000000002,0.22362500000000002,True,converged,-1.9492805798516206e-10,7.139997002525433e-07,0
40.0,0.22859375,0.22859375,True,converged,-1.9504699909531043e-10,7.186295789551878e-07,0
40.0,0.2335625,0.2335625,True,converged,-1.951146989405384e-10,7.267840693714334e-07,0
40.0,0.23853125,0.23853125,True,converged,-1.9515781645984543e-10,7.284067073953793e-07,0
40.0,0.2435,0.2435,True,converged,-1.95178307741992e-10,7.313130687691682e-07,0
40.0,0.24846875000000002,0.24846875000000002,True,converged,-1.9516635953081341e-10,7.376352506582862e-07,0
40.0,0.2534375,0.2534375,True,converged,-1.9514274755059026e-10,7.420661169987852e-07,0
40.0,0.25840625,0.25840625,True,converged,-1.9509706454720995e-10,7.414728138144255e-07,0
40.0,0.263375,0.263375,True,converged,-1.950372225376952e-10,7.444646037413349e-07,0
40.0,0.26834375,0.26834375,True,converged,-1.9496335292057307e-10,7.39631556001541e-07,0
40.0,0.2733125,0.2733125,True,converged,-1.9488590546508085e-10,7.531971206731214e-07,0
40.0,0.27828125000000004,0.27828125000000004,True,converged,-1.9480855346003739e-10,7.603774712094946e-07,0
40.0,0.28325,0.28325,True,converged,-1.9472520283457707e-10,7.549508289628193e-07,0
40.0,0.28821875,0.28821875,True,converged,-1.9464894622694056e-10,7.60859617088272e-07,0
40.0,0.2931875,0.2931875,True,converged,-1.9457447435414633e-10,7.644516983873473e-07,0
40.0,0.29815625,0.29815625,True,converged,-1.9451356248357393e-10,7.62980608470798e-07,0
40.0,0.30312500000000003,0.30312500000000003,True,converged,-1.9446533783162748e-10,7.639106165413523e-07,0
40.0,0.30809375,0.30809375,True,converged,-1.9442759633980414e-10,7.693841759248699e-07,0
40.0,0.3130625,0.3130625,True,converged,-1.9441301996665528e-10,7.549925982175409e-07,0
40.0,0.31803125,0.31803125,True,converged,-1.94419434422651e-10,8.471969792367418e-07,0
40.0,0.323,0.323,True,converged,-1.9445297932912418e-10,7.783389541771157e-07,0
40.0,0.32796875000000003,0.32796875000000003,True,converged,-1.9452700357761656e-10,7.800074648400823e-07,0
40.0,0.3329375,0.3329375,True,converged,-1.9463512609878305e-10,7.812935436390944e-07,0
40.0,0.33790625,0.33790625,True,converged,-1.9478784400126184e-10,7.936196091407055e-07,0
40.0,0.342875,0.342875,True,converged,-1.9498236218771183e-10,7.863949953446081e-07,0
40.0,0.34784375,0.34784375,True,converged,-1.9523660472444744e-10,7.895260800694359e-07,0
40.0,0.35281250000000003,0.35281250000000003,True,converged,-1.955595252935163e-10,7.832176294186866e-07,0
40.0,0.35778125,0.35778125,True,converged,-1.9594398211036563e-10,7.874070035995828e-07,0
40.0,0.36275,0.36275,True,converged,-1.9641898986889878e-10,7.946191189489582e-07,0
40.0,0.36771875,0.36771875,True,converged,-1.969810149429009e-10,7.958348504644164e-07,0
40.0,0.3726875,0.3726875,True,converged,-1.976419011708803e-10,7.949808846774431e-07,0
40.0,0.37765625,0.37765625,True,converged,-1.9842196089969692e-10,7.869059608367479e-07,0
40.0,0.382625,0.382625,True,converged,-1.9934259353669592e-10,8.027298541435357e-07,0
40.0,0.38759375,0.38759375,True,converged,-2.0040846439874332e-10,7.992204302809114e-07,0
40.0,0.39256250000000004,0.39256250000000004,True,converged,-2.0165294680905993e-10,7.993594941524407e-07,0
40.0,0.39753125,0.39753125,True,converged,-2.0309698681500545e-10,8.033195371126567e-07,0
40.0,0.4025,0.4025,True,converged,-2.0476973960974403e-10,8.033148830577375e-07,0
40.0,0.40746875,0.40746875,True,converged,-2.0671018323122925e-10,8.02145830647305e-07,0
40.0,0.4124375,0.4124375,True,converged,-2.0895519024550012e-10,8.081797950865166e-07,0
40.0,0.41740625000000003,0.41740625000000003,True,converged,-2.1155242330830698e-10,7.93200388926607e-07,0
40.0,0.422375,0.422375,True,converged,-2.1457478682705847e-10,8.091493945983075e-07,0
40.0,0.42734375,0.42734375,True,converged,-2.1807867049185297e-10,8.12940932348738e-07,0
40.0,0.4323125,0.4323125,True,converged,-2.221512116442104e-10,8.128427317899423e-07,0
40.0,0.43728125,0.43728125,True,converged,-2.2690010195044778e-10,8.128752000402528e-07,0
40.0,0.44225000000000003,0.44225000000000003,True,converged,-2.3244501292527074e-10,8.20955200708795e-07,0
40.0,0.44721875,0.44721875,True,converged,-2.389200733826537e-10,8.187858675512416e-07,0
40.0,0.4521875,0.4521875,True,converged,-2.464855105936577e-10,8.207374762037034e-07,0
40.0,0.45715625,0.45715625,True,converged,-2.553104010605822e-10,8.246174409975993e-07,0
40.0,0.462125,0.462125,True,converged,-2.65559655325488e-10,8.268216298290554e-07,0
40.0,0.46709375000000003,0.46709375000000003,True,converged,-2.773504150939706e-10,8.314918495955226e-07,0
40.0,0.4720625,0.4720625,True,converged,-2.9068162759772657e-10,8.341942248080159e-07,0
40.0,0.47703125,0.47703125,True,converged,-3.053095496371493e-10,8.403757867370132e-07,0
40.0,0.482,0.482,True,converged,-3.2056343416290653e-10,8.469540624389538e-07,0
40.0,0.48696875,0.48696875,True,converged,-3.351140349207325e-10,8.51926639455769e-07,0
40.0,0.4919375,0.4919375,True,converged,-3.4685702934493415e-10,8.577057108993813e-07,0
40.0,0.49690625,0.49690625,True,converged,-3.5316358781504306e-10,8.605897185987033e-07,0
40.0,0.501875,0.501875,True,converged,-3.5177426689664345e-10,8.651073954979438e-07,0
40.0,0.50684375,0.50684375,True,converged,-3.421953187412211e-10,8.705222782623423e-07,0
40.0,0.5118125,0.5118125,True,converged,-3.2627560231701983e-10,7.442404879043352e-07,0
40.0,0.51678125,0.51678125,True,converged,-3.0726601766208233e-10,8.829142004174173e-07,0
40.0,0.52175,0.52175,True,converged,-2.881199629487879e-10,8.801660058566085e-07,0
40.0,0.52671875,0.52671875,True,converged,-2.7064982184220083e-10,8.89038386020502e-07,0
40.0,0.5316875,0.5316875,True,converged,-2.5558952711536986e-10,8.915686464661121e-07,0
40.0,0.5366562500000001,0.5366562500000001,True,converged,-2.43041580013706e-10,8.883111526358789e-07,0
40.0,0.541625,0.541625,True,converged,-2.3283979970339757e-10,9.228694040075425e-07,0
40.0,0.54659375,0.54659375,True,converged,-2.2471408980932697e-10,8.859268874061854e-07,0
40.0,0.5515625000000001,0.5515625000000001,True,converged,-2.1841755992019077e-10,9.186861511523148e-07,0
40.0,0.55653125,0.55653125,True,converged,-2.1370421074600207e-10,9.09490324829676e-07,0
40.0,0.5615,0.5615,True,converged,-2.1040990734920513e-10,9.086228551780096e-07,0
40.0,0.56646875,0.56646875,True,converged,-2.0837901676812163e-10,9.301295698094236e-07,0
40.0,0.5714375,0.5714375,True,converged,-2.0749934203138468e-10,9.440710897479221e-07,0
40.0,0.57640625,0.57640625,True,converged,-2.076816527018295e-10,9.67970638754423e-07,0
40.0,0.581375,0.581375,True,converged,-2.088525850716909e-10,9.956488682405507e-07,0
40.0,0.58634375,0.58634375,True,converged,-1.054773441990377e-10,5.211297029461548e-07,0
40.0,0.5913125,0.5913125,True,converged,-1.0697102226516389e-10,5.166861640759635e-07,0
40.0,0.59628125,0.59628125,True,converged,-1.0888845571184048e-10,5.246996366281564e-07,0
40.0,0.6012500000000001,0.6012500000000001,True,converged,-1.1121016401779321e-10,5.599133885425545e-07,0
40.0,0.60621875,0.60621875,True,converged,-1.1392413848660378e-10,5.241932043986708e-07,0
40.0,0.6111875,0.6111875,True,converged,-1.170155381610878e-10,5.515545034029401e-07,0
40.0,0.61615625,0.61615625,True,converged,-1.204719617173123e-10,5.765951129887981e-07,0
40.0,0.621125,0.621125,True,converged,-1.242825009169999e-10,5.435225780558994e-07,0
40.0,0.62609375,0.62609375,True,converged,-1.2843525612464725e-10,5.496751427358504e-07,0
40.0,0.6310625,0.6310625,True,converged,-1.3291830972138294e-10,6.110871488829162e-07,0
40.0,0.63603125,0.63603125,True,converged,-1.3772249022452695e-10,6.162969690137743e-07,0
40.0,0.641,0.641,True,converged,-1.4283679716630185e-10,6.049475516078928e-07,0
40.0,0.64596875,0.64596875,True,converged,-1.4825015889392393e-10,6.9782517542194e-07,0
40.0,0.6509375000000001,0.6509375000000001,True,converged,-1.5395257252001684e-10,6.509843260005255e-07,0
40.0,0.65590625,0.65590625,True,converged,-1.5993313753682551e-10,6.41222726471824e-07,0
