row_id,source,temperature_C,MEA_weight_fraction,CO2_loading,pressure_Pa,model_family,target_x_CO2,target_role_CO2,target_x_MEA,target_role_MEA,target_x_MEAH+,target_role_MEAH+,target_x_MEACOO-,target_role_MEACOO-,target_x_HCO3-,target_role_HCO3-,target_x_CO3^2-,target_role_CO3^2-,target_x_H3O+,target_role_H3O+,target_x_OH-,target_role_OH-,target_x_MEA + MEAH+,target_role_MEA + MEAH+,model_x_CO2,log10_model_over_target_CO2,model_x_MEA,log10_model_over_target_MEA,model_x_MEAH+,log10_model_over_target_MEAH+,model_x_MEACOO-,log10_model_over_target_MEACOO-,model_x_HCO3-,log10_model_over_target_HCO3-,model_x_CO3^2-,log10_model_over_target_CO3^2-,model_x_H3O+,log10_model_over_target_H3O+,model_x_OH-,log10_model_over_target_OH-,model_x_MEA + MEAH+,log10_model_over_target_MEA + MEAH+,reaction_residual_R1_water_autoionization,reaction_residual_R2_CO2_to_HCO3,reaction_residual_R3_HCO3_to_CO3,reaction_residual_R4_MEACOO_hydrolysis,reaction_residual_R5_MEAH_dissociation,mass_balance_residual_carbon_total,mass_balance_residual_mea_total,mass_balance_residual_water_total,charge_residual,max_abs_reaction_residual,state_failure_count,solver_success,message
cheq_0010,Bottinger,20.0,0.3,0.235,101325.0,phase2_epcsaft_activity_speciation,0.004396920142680131,balance_inferred,0.11240285045692668,balance_inferred,0.02408727708744736,balance_inferred,0.02657217130439928,direct_positive,0.007186363506780801,balance_inferred,0.0001676561347774752,balance_inferred,0.010006569993287672,balance_inferred,9.999999999999998e-13,balance_inferred,0.13649012754437403,aggregate_direct_positive,6.440956090250818e-10,,0.05951255108844195,,0.026968366732776767,,0.025765251508803832,-0.013392657365334444,3.4814561257686264e-05,,0.0005777830344125401,,1.0877713260371153e-13,,1.2735014555820046e-05,,0.08648091782121872,-0.1981809494629027,2.7730224516631097e-07,2.3322911957279757e-07,7.605970218094171e-07,-1.578721509076786e-08,1.8031558468578623e-07,1.5179281442900816e-11,2.469552756734217e-10,1.4924950164640904e-11,-4.097485854372249e-10,7.605970218094171e-07,0,True,converged
cheq_0011,Matin,20.0,0.3,0.241,101325.0,phase2_epcsaft_activity_speciation,0.0007228113155869866,balance_inferred,0.06333014982578733,direct_positive,0.025964612628284492,direct_positive,0.02439872482204795,direct_positive,0.0022911960019198346,direct_positive,1.0004319089040856e-12,balance_inferred,0.000725308197684158,balance_inferred,9.999999999999998e-13,balance_inferred,0.08929476245407182,aggregate_direct_positive,7.17483845403577e-10,,0.05816834478437942,-0.03692380961711412,0.02764135430673611,0.02717747012818485,0.02643647076037858,0.03483634793832856,3.683999038230808e-05,-1.7937427346502972,0.0005780157159089363,,1.120107452865124e-13,,1.201260761417283e-05,,0.08580969909111552,-0.017289607245479725,-5.320188325441677e-07,-5.907291651396918e-07,-5.821271820138918e-07,1.9425046460241902e-07,7.379216278025069e-07,7.614241598341565e-10,2.149642283622022e-09,1.046965258932886e-08,-4.706140839525662e-10,7.379216278025069e-07,0,True,converged
cheq_0012,Jakobsen,20.0,0.3,0.25,101325.0,phase2_epcsaft_activity_speciation,0.0006796052952851542,balance_inferred,0.06052140385685472,direct_positive,0.024744194424440175,direct_positive,0.026483565368523695,direct_positive,0.0001934878687495861,direct_positive,0.000593481331887194,direct_positive,0.003119821476607495,balance_inferred,1e-12,balance_inferred,0.0852655982812949,aggregate_direct_positive,8.438599987091463e-10,,0.05615218963566487,-0.03254229728552433,0.02865072244080976,0.06366225794794074,0.027443256776639446,0.015459197267876697,4.0104663138070085e-05,-0.6834588681252826,0.0005781801753252167,-0.011343866181272191,1.1708938425664457e-13,,1.100112545412518e-05,,0.08480291207647464,-0.002363077808461696,-2.596021673184623e-07,-3.28955010786558e-07,-6.811572248466291e-07,1.5186184221249732e-07,9.668493241576925e-07,5.504726986738095e-10,1.245978334396547e-09,1.1857850923391311e-08,-4.6199104968453223e-10,9.668493241576925e-07,0,True,converged
cheq_0013,Matin,20.0,0.3,0.264,101325.0,phase2_epcsaft_activity_speciation,0.0006150268060841229,balance_inferred,0.0581407948733756,direct_positive,0.02842834148454238,direct_positive,0.026717507988663045,direct_positive,0.0025893494741634185,direct_positive,1.0001888651337679e-12,balance_inferred,0.0008785159802844611,balance_inferred,1e-12,balance_inferred,0.08656913635791798,aggregate_direct_positive,1.08794637571775e-09,,0.05301640757022466,-0.040070668654499764,0.03022062806476277,0.026551962289878106,0.02900913350680518,0.03573880884565553,4.5795673760879436e-05,-1.7523662165002054,0.0005780584240102775,,1.2562233664292414e-13,,9.58211167258871e-06,,0.08323703563498744,-0.0170464798211606,-1.3400393505946795e-07,-1.349360765345864e-07,-9.494087542805119e-07,6.908813432460192e-08,1.9518110150329449e-07,1.2400826893133043e-10,3.2592348264692816e-10,1.8432105841625912e-09,-7.320162972314196e-11,9.494087542805119e-07,0,True,converged
cheq_0014,Matin,20.0,0.3,0.287,101325.0,phase2_epcsaft_activity_speciation,0.00043753779004829555,balance_inferred,0.052963336378899106,direct_positive,0.03080066831655787,direct_positive,0.028937297108747345,direct_positive,0.0029863926919184484,direct_positive,9.999999999999998e-13,balance_inferred,0.0011230214861079229,balance_inferred,9.999999999999998e-13,balance_inferred,0.08376400469545697,aggregate_direct_positive,1.6643916941528005e-09,,0.0478664167831768,-0.043944417306490124,0.032799290893645715,0.02730431458010764,0.03158046155125474,0.03796050961508855,5.714472818589381e-05,-1.718170742850827,0.0005770428734244,,1.4175929972613995e-13,,7.599345488813616e-06,,0.08066570767682252,-0.01636848426158551,-2.034932222727548e-07,-2.8107539407074e-07,-3.785161339919796e-07,1.368012174651767e-07,8.652070384584931e-07,7.943848912006501e-10,1.92805278687036e-09,1.3213099614439727e-08,-4.630730457029554e-10,8.652070384584931e-07,0,True,converged
cheq_0015,Jakobsen,20.0,0.3,0.29,101325.0,phase2_epcsaft_activity_speciation,0.001372165430267972,balance_inferred,0.05672158122362345,direct_positive,0.023802043448146945,direct_positive,0.02986290002877931,direct_positive,0.000194986865200032,direct_positive,0.0005949823526603378,direct_positive,0.007445808151153071,balance_inferred,1e-12,balance_inferred,0.0805236246717704,aggregate_direct_positive,1.7610452545605867e-09,,0.04719487102671277,-0.0798535255458802,0.03313561145775914,0.14368074550219753,0.03191568605658801,0.028872204026507777,5.8845378606003634e-05,-0.5202929957850839,0.0005768558015723468,-0.01343681983790362,1.4410138953966586e-13,,7.368653311662228e-06,,0.08033048248447192,-0.0010429404379041448,2.157697132076919e-08,-2.0714967519097627e-08,-1.062980636845623e-07,4.934507913390007e-08,5.723577309879602e-07,2.350238406667593e-10,4.0665906753112324e-10,7.015145686573021e-09,-2.2637820909282222e-10,5.723577309879602e-07,0,True,converged
cheq_0016,Bottinger,20.0,0.3,0.309,101325.0,phase2_epcsaft_activity_speciation,0.005738205435734894,balance_inferred,0.09439199296049358,balance_inferred,0.03288436617765929,balance_inferred,0.03474306825319925,direct_positive,0.00931832095688693,balance_inferred,0.00026912393982675496,balance_inferred,0.011715270912080402,balance_inferred,9.999999999999998e-13,balance_inferred,0.12727635913815288,aggregate_direct_positive,2.5358347919333804e-09,,0.042943102158874945,,0.03526553906168494,,0.03403752795361328,-0.008910158494719683,7.109581210392672e-05,,0.000575439972323323,,1.6054549179900305e-13,,6.036988130832111e-06,,0.07820864122055989,-0.21149300278931019,8.482849711555218e-07,6.901752556132124e-07,5.94118226615592e-07,-3.485921062917896e-08,7.996770392537655e-07,9.694675617843984e-11,3.1669673827838807e-10,9.566125669380199e-11,-1.5817864155390232e-09,8.482849711555218e-07,0,True,converged
cheq_0017,Matin,20.0,0.3,0.31,101325.0,phase2_epcsaft_activity_speciation,0.00031586050793626293,balance_inferred,0.04787879458247096,direct_positive,0.03317576359709025,direct_positive,0.03107993035034132,direct_positive,0.003383398123958038,direct_positive,1.0002072550372073e-12,balance_inferred,0.0012875648792095226,balance_inferred,1e-12,balance_inferred,0.08105455817956121,aggregate_direct_positive,2.5859668912891183e-09,,0.04271939715566444,-0.04951809246373387,0.03537762814324162,0.027907785038285806,0.03414914353002817,0.04089977904579092,7.182055458789063e-05,-1.673104349800576,0.0005753459138705401,,1.6149797166736914e-13,,5.9727047548306756e-06,,0.07809702529890605,-0.016142950834558325,-1.0187481791490427e-07,-1.890794365522197e-07,-7.501425294265118e-07,1.1813985167918872e-07,9.811921124480705e-07,7.915289257365288e-10,1.7818290037885376e-09,1.4607497766938593e-08,-4.577798145480514e-10,9.811921124480705e-07,0,True,converged
cheq_0018,Matin,20.0,0.3,0.334,101325.0,phase2_epcsaft_activity_speciation,9.074964192748986e-05,balance_inferred,0.04271049900150678,direct_positive,0.035462306220916805,direct_positive,0.033123684538299204,direct_positive,0.003977877015087133,direct_positive,1.000403149785308e-12,balance_inferred,0.001639255334470339,balance_inferred,9.999999999999998e-13,balance_inferred,0.07817280522242359,aggregate_direct_positive,4.198858723832827e-09,,0.03735341714859822,-0.058204307566522714,0.03806789373453766,0.030791872654572207,0.03682485757387619,0.04600243593575886,9.22622795429654e-05,-1.634627171209219,0.0005730963351486796,,1.877147916871838e-13,,4.581444884948447e-06,,0.07542131088313588,-0.015561620322820416,4.9428358295244834e-08,-3.083233224288051e-09,-1.3738634052629095e-07,2.9013913049880102e-08,5.490318351064616e-07,3.7018201698435504e-10,7.539950885870894e-10,8.116140759462098e-09,-2.2542486328022357e-10,5.490318351064616e-07,0,True,converged
cheq_0019,Matin,20.0,0.3,0.358,101325.0,phase2_epcsaft_activity_speciation,1.0000010602862445e-12,balance_inferred,0.037757076576137326,direct_positive,0.037860620641154225,direct_positive,0.03507866377614895,direct_positive,0.004571776847680628,direct_positive,1e-12,balance_inferred,0.0017898199846753463,balance_inferred,1e-12,balance_inferred,0.07561769721729156,aggregate_direct_positive,7.072496417674257e-09,,0.031995137370880215,-0.07191438158271597,0.04075810155284134,0.032026218079569124,0.03949292905350722,0.0514763032736022,0.00012065679693208275,-1.5785332320103984,0.0005705353352089634,,2.2267912666865646e-13,,3.4452637407775064e-06,,0.07275323892372156,-0.016771115098044184,1.2263723903060963e-07,6.158450105431257e-08,-1.7624015669071014e-07,4.109491413828437e-09,5.925576864740378e-07,3.594035971610232e-10,6.755065534713722e-10,8.836433806891364e-09,-2.225894303817876e-10,5.925576864740378e-07,0,True,converged
cheq_0020,Matin,20.0,0.3,0.382,101325.0,phase2_epcsaft_activity_speciation,1e-12,balance_inferred,0.03280550367729208,direct_positive,0.04030653134013372,direct_positive,0.036729626168459525,direct_positive,0.005257060554810563,direct_positive,1.0000520151670586e-12,balance_inferred,0.001680155385136474,balance_inferred,1e-12,balance_inferred,0.0731120350174258,aggregate_direct_positive,1.2559367037403997e-08,,0.02664953251712179,-0.09025711497014012,0.043448302668921024,0.032597389497528995,0.042148331955028796,0.05976388369264313,0.00016193127968851926,-1.5114122316053995,0.0005677601766937068,,2.717929483220442e-13,,2.5193100035059816e-06,,0.07009783518604282,-0.018284266360857653,2.545676753840098e-07,1.7957859554940114e-07,7.40995105275033e-08,-4.496753547300614e-08,6.435235064827793e-07,3.221841959888394e-10,5.349425902245741e-10,9.597448613618553e-09,-2.1950354705594613e-10,6.435235064827793e-07,0,True,converged
cheq_0021,Bottinger,20.0,0.3,0.388,101325.0,phase2_epcsaft_activity_speciation,0.007208532136674709,balance_inferred,0.07472786584945713,balance_inferred,0.04259985288271074,balance_inferred,0.04283425315884062,direct_positive,0.011733140006720606,balance_inferred,0.00037262825098879394,balance_inferred,0.012712796784828076,balance_inferred,1e-12,balance_inferred,0.11732771873216788,aggregate_direct_positive,1.4657304508902931e-08,,0.02531608380800611,,0.04412084165135562,,0.042809242072409874,-0.00025366029498781234,0.00017522913161528066,,0.0005670272522460894,,2.8733766915972055e-13,,2.3164044190777695e-06,,0.06943692545936173,-0.22781014370048772,2.0844517223395087e-07,1.278067500720681e-07,9.236359233000258e-09,-1.0332428246329073e-08,5.395755273696068e-07,1.1114909687082175e-10,1.1710202252324109e-11,1.0988576715220688e-10,-4.4204186776361683e-10,5.395755273696068e-07,0,True,converged
cheq_0022,Jakobsen,20.0,0.3,0.4,101325.0,phase2_epcsaft_activity_speciation,0.004369108442650259,balance_inferred,0.033347870207754086,direct_positive,0.045152051187378514,direct_positive,0.04208115361873606,direct_positive,0.0005977284510696112,direct_positive,0.0011977289436015865,direct_positive,1e-12,balance_inferred,7.771123036966893e-05,balance_inferred,0.0784999213951326,aggregate_direct_positive,2.0296200760461488e-08,,0.02265420344287818,-0.1679193062113446,0.04546590880181589,0.0030083920476432985,0.04412605700291025,0.020607484563115883,0.00020687053247590636,-0.4608052958519218,0.0005655200028601168,-0.32591057373328536,3.2394306366142487e-13,,1.941517940352045e-06,,0.06812011224469407,-0.0615938669719057,-6.676260912996668e-07,-6.652961666020474e-07,9.388379673680447e-07,2.5542033554870613e-07,-9.827130043049692e-08,1.4585904498098934e-09,3.3225085321886283e-09,6.268841890033627e-09,-2.458678258216094e-10,9.388379673680447e-07,0,True,converged
cheq_0023,Matin,20.0,0.3,0.406,101325.0,phase2_epcsaft_activity_speciation,9.999999999999998e-13,balance_inferred,0.027959116892318305,direct_positive,0.04278263153470561,direct_positive,0.03825864412592235,direct_positive,0.006031773553989748,direct_positive,1.0002947202813313e-12,balance_inferred,0.0015077861472070765,balance_inferred,9.999999999999998e-13,balance_inferred,0.07074174842702391,aggregate_direct_positive,2.4112988360619696e-08,,0.0213263949265807,-0.11760600250386777,0.04613842215781999,0.03279524417507992,0.04478134854219281,0.06836759304475074,0.0002258362836910849,-1.4266513102507283,0.0005647344304044918,,3.456813805718359e-13,,1.7686984002229884e-06,,0.06746481708440069,-0.02059844226674563,3.8288670012320836e-07,2.9226002951077135e-07,2.474362013060727e-07,-9.924714206022145e-08,7.018957148829941e-07,2.8106304089670076e-10,3.9809414098535e-10,1.0355631907543739e-08,-2.1703665293088007e-10,7.018957148829941e-07,0,True,converged
cheq_0024,Matin,20.0,0.3,0.431,101325.0,phase2_epcsaft_activity_speciation,1.001213457658557e-12,balance_inferred,0.023141758807636303,direct_positive,0.04522971751516235,direct_positive,0.03973478417280442,direct_positive,0.006902592144745313,direct_positive,1e-12,balance_inferred,0.0014076588043873753,balance_inferred,1e-12,balance_inferred,0.06837147632279866,aggregate_direct_positive,5.4201293995159615e-08,,0.01582951737871796,-0.16492868889470932,0.04894026626140624,0.03424245247519488,0.04747637837717586,0.07730672401794951,0.0003405825595888023,-1.3067898078522457,0.0005610808190469088,,4.751804653513796e-13,,1.1439130871781534e-06,,0.0647697836401242,-0.023502511259529922,5.155484608110328e-07,4.0826967762086497e-07,3.634504608385214e-07,-1.5844207545967492e-07,7.480996160325049e-07,2.3030804346957368e-10,2.5185442620312415e-10,1.1151209844406651e-08,-2.1563237004134664e-10,7.480996160325049e-07,0,True,converged
cheq_0025,Matin,20.0,0.3,0.455,101325.0,phase2_epcsaft_activity_speciation,1.0032629587612553e-12,balance_inferred,0.01843479675364144,direct_positive,0.04783436268380197,direct_positive,0.04100934128236371,direct_positive,0.007856372679638434,direct_positive,1.0000000000000002e-12,balance_inferred,0.0010313512802001686,balance_inferred,1.0000000000000002e-12,balance_inferred,0.06626915943744341,aggregate_direct_positive,1.463764062769689e-07,,0.010663764993068472,-0.23772778823254523,0.051628767648281754,0.033151766729042215,0.04995361881436175,0.08568416207407274,0.0005619928653740818,-1.1454912745849686,0.0005562409897804005,,7.203717727354819e-13,,6.742174845612695e-07,,0.06229253264135023,-0.02687547356467034,6.384747592846907e-07,5.204977071571193e-07,4.0143024548910944e-07,-2.1876137168419518e-07,8.064353735903751e-07,1.817187580965829e-10,1.2007819738535375e-10,1.1910294639427832e-08,-2.1671122130881627e-10,8.064353735903751e-07,0,True,converged
cheq_0026,Bottinger,20.0,0.3,0.474,101325.0,phase2_epcsaft_activity_speciation,0.008974521343195844,balance_inferred,0.053746336116384054,balance_inferred,0.05226646805965589,balance_inferred,0.0491697728648801,direct_positive,0.014932370410907232,balance_inferred,0.00048541866937053274,balance_inferred,0.01280651255487251,balance_inferred,1.0000000000000002e-12,balance_inferred,0.10601280417603995,aggregate_direct_positive,4.221352837298607e-07,,0.006792287632489521,,0.05375416673218485,,0.051699669072665835,0.02178956109027045,0.0009550312092624794,,0.0005495401255842971,,1.1505750353544715e-12,,3.862546510769819e-07,,0.06054645436467437,-0.24326960662545605,-7.024639643304909e-07,-6.421167988435172e-07,-6.654777173764614e-07,3.0491430091927896e-07,-3.6910851974880643e-07,8.525150030358475e-10,1.7314558675707303e-09,-1.903319724050334e-10,-5.166383181086639e-11,7.024639643304909e-07,0,True,converged
cheq_0027,Matin,20.0,0.3,0.48,101325.0,phase2_epcsaft_activity_speciation,1.000194618877209e-12,balance_inferred,0.013717136426970962,direct_positive,0.05041091859121875,direct_positive,0.042215466719605146,direct_positive,0.008894667044779925,direct_positive,1.0015263164904582e-12,balance_inferred,0.0006992151751693751,balance_inferred,1e-12,balance_inferred,0.0641280550181897,aggregate_direct_positive,6.369209773809045e-07,,0.00566295190913223,-0.3842205845044238,0.05442398904265746,0.03326575926061556,0.05215915520329136,0.09185895367690251,0.0011721458188452152,-0.8801480529992972,0.0005461883527325848,,1.3871863398601405e-12,,3.11549139499101e-07,,0.06008694095178969,-0.028267973630391536,7.856361996516625e-07,6.616180918683767e-07,5.448414128750301e-07,-2.937591672136364e-07,8.620179663409999e-07,1.2048242264972586e-10,-2.853338398889349e-11,1.272514482675291e-08,-2.208004332847503e-10,8.620179663409999e-07,0,True,converged
