row_id,source,species,temperature_C,CO2_loading,abs_log10_residual
cheq_0045,Bottinger,MEA,40.0,0.28,0.1956600400643762
cheq_0045,Bottinger,H2O,40.0,0.28,0.0179575045492213
cheq_0045,Bottinger,MEAH+,40.0,0.28,0.0996040504849703
cheq_0045,Bottinger,MEACOO-,40.0,0.28,0.0592665349336322
cheq_0045,Bottinger,HCO3-,40.0,0.28,9.002365018395178
cheq_0045,Bottinger,CO3^2-,40.0,0.28,0.8193683576568459
cheq_0045,Bottinger,H3O+,40.0,0.28,9.806522054087116
cheq_0045,Bottinger,OH-,40.0,0.28,6.719695546636162
cheq_0046,Jakobsen,CO2,40.0,0.29,4.042798509565412
cheq_0046,Jakobsen,MEA,40.0,0.29,0.0734238422414955
cheq_0046,Jakobsen,H2O,40.0,0.29,0.0010015882645274
cheq_0046,Jakobsen,MEAH+,40.0,0.29,0.1828919256633611
cheq_0046,Jakobsen,MEACOO-,40.0,0.29,0.0246894145985148
cheq_0046,Jakobsen,HCO3-,40.0,0.29,0.5746241434349375
cheq_0046,Jakobsen,CO3^2-,40.0,0.29,0.6877293331746888
cheq_0046,Jakobsen,H3O+,40.0,0.29,9.754424871804348
cheq_0046,Jakobsen,OH-,40.0,0.29,6.678039139713529
cheq_0047,Bottinger,CO2,40.0,0.343,4.01720446838926
cheq_0047,Bottinger,MEA,40.0,0.343,0.2474144442061361
cheq_0047,Bottinger,H2O,40.0,0.343,0.0185822079995749
cheq_0047,Bottinger,MEAH+,40.0,0.343,0.1011268513667466
cheq_0047,Bottinger,MEACOO-,40.0,0.343,0.0578436807346313
cheq_0047,Bottinger,HCO3-,40.0,0.343,9.284194115505834
cheq_0047,Bottinger,CO3^2-,40.0,0.343,0.7137971836630529
cheq_0047,Bottinger,H3O+,40.0,0.343,9.72307802437956
cheq_0047,Bottinger,OH-,40.0,0.343,6.449786346341796
cheq_0048,Bottinger,CO2,40.0,0.354,3.933577900921319
cheq_0048,Bottinger,MEA,40.0,0.354,0.2610705577662
cheq_0048,Bottinger,H2O,40.0,0.354,0.0190373924228524
cheq_0048,Bottinger,MEAH+,40.0,0.354,0.1011883376178096
cheq_0048,Bottinger,MEACOO-,40.0,0.354,0.0606162260417176
cheq_0048,Bottinger,HCO3-,40.0,0.354,9.335060372941156
cheq_0048,Bottinger,CO3^2-,40.0,0.354,0.6980062785079848
cheq_0048,Bottinger,H3O+,40.0,0.354,9.712846088179626
cheq_0048,Bottinger,OH-,40.0,0.354,6.400153147615903
cheq_0049,Jakobsen,CO2,40.0,0.4,3.136772910188613
cheq_0049,Jakobsen,MEA,40.0,0.4,0.1641653438081171
cheq_0049,Jakobsen,H2O,40.0,0.4,0.0128204690555034
cheq_0049,Jakobsen,MEAH+,40.0,0.4,0.0106442794500752
cheq_0049,Jakobsen,MEACOO-,40.0,0.4,0.0895267765685896
cheq_0049,Jakobsen,HCO3-,40.0,0.4,0.4777370464179688
cheq_0049,Jakobsen,CO3^2-,40.0,0.4,0.2794293612363508
cheq_0049,Jakobsen,H3O+,40.0,0.4,9.18031076090218
cheq_0049,Jakobsen,OH-,40.0,0.4,6.180700485884505
cheq_0050,Bottinger,CO2,40.0,0.46,3.0344867655234027
cheq_0050,Bottinger,MEA,40.0,0.46,0.4148288436691753
cheq_0050,Bottinger,H2O,40.0,0.46,0.015666152350719
cheq_0050,Bottinger,MEAH+,40.0,0.46,0.1403246531377709
cheq_0050,Bottinger,MEACOO-,40.0,0.46,0.0631221623313518
cheq_0050,Bottinger,HCO3-,40.0,0.46,4.682419220702182
cheq_0050,Bottinger,CO3^2-,40.0,0.46,0.5279462268273287
cheq_0050,Bottinger,H3O+,40.0,0.46,9.448288197831836
cheq_0050,Bottinger,OH-,40.0,0.46,5.863057939489555
cheq_0051,Bottinger,CO2,40.0,0.466,2.960061503658
cheq_0051,Bottinger,MEA,40.0,0.466,0.4703095698644618
cheq_0051,Bottinger,H2O,40.0,0.466,0.0220888341251549
cheq_0051,Bottinger,MEAH+,40.0,0.466,0.1027035687890878
cheq_0051,Bottinger,MEACOO-,40.0,0.466,0.0697312630271578
cheq_0051,Bottinger,HCO3-,40.0,0.466,0.2892414522827499
cheq_0051,Bottinger,CO3^2-,40.0,0.466,0.5320926805938556
cheq_0051,Bottinger,H3O+,40.0,0.466,9.455952861469337
cheq_0051,Bottinger,OH-,40.0,0.466,5.82989898455898
cheq_0052,Bottinger,CO2,40.0,0.487,2.7637571988587606
cheq_0052,Bottinger,MEA,40.0,0.487,0.517465903210392
cheq_0052,Bottinger,H2O,40.0,0.487,0.0218578001272624
cheq_0052,Bottinger,MEAH+,40.0,0.487,0.1038504480310815
cheq_0052,Bottinger,MEACOO-,40.0,0.487,0.0744934823448541
cheq_0052,Bottinger,HCO3-,40.0,0.487,0.2803630017457922
cheq_0052,Bottinger,CO3^2-,40.0,0.487,0.4930833118273662
cheq_0052,Bottinger,H3O+,40.0,0.487,9.384398255725342
cheq_0052,Bottinger,OH-,40.0,0.487,5.71362873436594
cheq_0053,Bottinger,CO2,40.0,0.508,2.5689191890282896
cheq_0053,Bottinger,MEA,40.0,0.508,0.5694064863823617
cheq_0053,Bottinger,H2O,40.0,0.508,0.0206804131243044
cheq_0053,Bottinger,MEAH+,40.0,0.508,0.0967320709311083
cheq_0053,Bottinger,MEACOO-,40.0,0.508,0.0512564680337442
cheq_0053,Bottinger,HCO3-,40.0,0.508,0.1372478861272632
cheq_0053,Bottinger,CO3^2-,40.0,0.508,0.45266030993599
cheq_0053,Bottinger,H3O+,40.0,0.508,9.249087465386012
cheq_0053,Bottinger,OH-,40.0,0.508,5.599043246734404
cheq_0054,Jakobsen,CO2,40.0,0.6,1.3307739077937624
cheq_0054,Jakobsen,MEA,40.0,0.6,0.2872826108061034
cheq_0054,Jakobsen,H2O,40.0,0.6,0.0021468546552395
cheq_0054,Jakobsen,MEAH+,40.0,0.6,0.0402187403075506
cheq_0054,Jakobsen,MEACOO-,40.0,0.6,0.1033264728296625
cheq_0054,Jakobsen,HCO3-,40.0,0.6,0.2645982995323145
cheq_0054,Jakobsen,CO3^2-,40.0,0.6,0.0955391354990608
cheq_0054,Jakobsen,H3O+,40.0,0.6,8.398972502578955
cheq_0054,Jakobsen,OH-,40.0,0.6,5.156977247481556
cheq_0055,Bottinger,CO2,40.0,0.663,1.459328050165663
cheq_0055,Bottinger,MEA,40.0,0.663,0.7077951619954528
cheq_0055,Bottinger,H2O,40.0,0.663,0.0219886330506868
cheq_0055,Bottinger,MEAH+,40.0,0.663,0.0399361598185261
cheq_0055,Bottinger,MEACOO-,40.0,0.663,0.0132474623700587
cheq_0055,Bottinger,HCO3-,40.0,0.663,0.0329547162697032
cheq_0055,Bottinger,CO3^2-,40.0,0.663,0.0725434779057034
cheq_0055,Bottinger,H3O+,40.0,0.663,1.2852439219003573
cheq_0055,Bottinger,OH-,40.0,0.663,4.607463619999509
cheq_0056,Bottinger,CO2,40.0,0.683,1.3869838669634793
cheq_0056,Bottinger,MEA,40.0,0.683,0.6552518885324763
cheq_0056,Bottinger,H2O,40.0,0.683,0.0118980034225917
cheq_0056,Bottinger,MEAH+,40.0,0.683,0.0055915993689935
cheq_0056,Bottinger,MEACOO-,40.0,0.683,0.0045222780301282
cheq_0056,Bottinger,HCO3-,40.0,0.683,0.056179625912298
cheq_0056,Bottinger,CO3^2-,40.0,0.683,0.004910180098152
cheq_0056,Bottinger,H3O+,40.0,0.683,1.3278761103551373
cheq_0056,Bottinger,OH-,40.0,0.683,4.758667632760844
cheq_0057,Bottinger,CO2,40.0,0.762,1.0467585696345594
cheq_0057,Bottinger,MEA,40.0,0.762,0.3910990040747037
cheq_0057,Bottinger,H2O,40.0,0.762,0.0234804785260396
cheq_0057,Bottinger,MEAH+,40.0,0.762,0.0646924664469139
cheq_0057,Bottinger,MEACOO-,40.0,0.762,0.1272425941487983
cheq_0057,Bottinger,HCO3-,40.0,0.762,0.0062981596528862
cheq_0057,Bottinger,CO3^2-,40.0,0.762,0.2176148479853199
cheq_0057,Bottinger,H3O+,40.0,0.762,1.4780562395978991
cheq_0057,Bottinger,OH-,40.0,0.762,5.692479495776151
cheq_0058,Jakobsen,CO2,40.0,0.78,0.618461364076476
cheq_0058,Jakobsen,MEA,40.0,0.78,0.2489249441052216
cheq_0058,Jakobsen,H2O,40.0,0.78,0.0001182737083827
cheq_0058,Jakobsen,MEAH+,40.0,0.78,0.0563936434695095
cheq_0058,Jakobsen,MEACOO-,40.0,0.78,0.2134141643921124
cheq_0058,Jakobsen,HCO3-,40.0,0.78,0.1459838470030371
cheq_0058,Jakobsen,CO3^2-,40.0,0.78,0.3196756785679233
cheq_0058,Jakobsen,H3O+,40.0,0.78,8.436384404323704
cheq_0058,Jakobsen,OH-,40.0,0.78,4.517149033911098
cheq_0059,Jakobsen,CO2,40.0,0.99,0.2268240500615788
cheq_0059,Jakobsen,MEA,40.0,0.99,0.2922243554635451
cheq_0059,Jakobsen,H2O,40.0,0.99,0.0048317026198134
cheq_0059,Jakobsen,MEAH+,40.0,0.99,0.0728112794981624
cheq_0059,Jakobsen,MEACOO-,40.0,0.99,0.5139979788683382
cheq_0059,Jakobsen,HCO3-,40.0,0.99,0.1217425860930676
cheq_0059,Jakobsen,CO3^2-,40.0,0.99,0.9801403823061378
cheq_0059,Jakobsen,H3O+,40.0,0.99,8.366153872678634
cheq_0059,Jakobsen,OH-,40.0,0.99,3.884285975349973
cheq_0060,Bottinger,CO2,60.0,0.131,4.704274850296737
cheq_0060,Bottinger,MEA,60.0,0.131,0.1075022663501624
cheq_0060,Bottinger,H2O,60.0,0.131,0.0127478635758348
cheq_0060,Bottinger,MEAH+,60.0,0.131,0.0973033489853987
cheq_0060,Bottinger,MEACOO-,60.0,0.131,0.0259366705686821
cheq_0060,Bottinger,HCO3-,60.0,0.131,8.455878077661483
cheq_0060,Bottinger,CO3^2-,60.0,0.131,0.7748195399093445
cheq_0060,Bottinger,H3O+,60.0,0.131,9.186855605921934
cheq_0060,Bottinger,OH-,60.0,0.131,7.250096877729421
cheq_0061,Bottinger,CO2,60.0,0.203,4.225641465000293
cheq_0061,Bottinger,MEA,60.0,0.203,0.140438054034609
cheq_0061,Bottinger,H2O,60.0,0.203,0.0151464751636967
cheq_0061,Bottinger,MEAH+,60.0,0.203,0.0884180135419626
cheq_0061,Bottinger,MEACOO-,60.0,0.203,0.0301054210736189
cheq_0061,Bottinger,HCO3-,60.0,0.203,8.802990317723031
cheq_0061,Bottinger,CO3^2-,60.0,0.203,0.5011416362411107
cheq_0061,Bottinger,H3O+,60.0,0.203,9.19195258687846
cheq_0061,Bottinger,OH-,60.0,0.203,6.925441386959754
cheq_0062,Bottinger,CO2,60.0,0.277,3.753227434907775
cheq_0062,Bottinger,MEA,60.0,0.277,0.1650537967911185
cheq_0062,Bottinger,H2O,60.0,0.277,0.0139548118469246
cheq_0062,Bottinger,MEAH+,60.0,0.277,0.0917402621330746
cheq_0062,Bottinger,MEACOO-,60.0,0.277,0.0153538942098831
cheq_0062,Bottinger,HCO3-,60.0,0.277,9.120615093907864
cheq_0062,Bottinger,CO3^2-,60.0,0.277,0.3226773096555972
cheq_0062,Bottinger,H3O+,60.0,0.277,9.06620793652091
cheq_0062,Bottinger,OH-,60.0,0.277,6.619701760729013
cheq_0063,Bottinger,CO2,60.0,0.415,2.74246737039314
cheq_0063,Bottinger,MEA,60.0,0.415,0.3362020869295062
cheq_0063,Bottinger,H2O,60.0,0.415,0.0184795094298664
cheq_0063,Bottinger,MEAH+,60.0,0.415,0.0931297894816278
cheq_0063,Bottinger,MEACOO-,60.0,0.415,0.011157829513173
cheq_0063,Bottinger,HCO3-,60.0,0.415,0.1035101800310068
cheq_0063,Bottinger,CO3^2-,60.0,0.415,0.112893198367392
cheq_0063,Bottinger,H3O+,60.0,0.415,8.881742096671564
cheq_0063,Bottinger,OH-,60.0,0.415,6.009741371037241
cheq_0064,Bottinger,CO2,60.0,0.489,2.136426918295845
cheq_0064,Bottinger,MEA,60.0,0.489,0.4489895769141966
cheq_0064,Bottinger,H2O,60.0,0.489,0.0135795168464416
cheq_0064,Bottinger,MEAH+,60.0,0.489,0.1195756025093811
cheq_0064,Bottinger,MEACOO-,60.0,0.489,0.0031972538268072
cheq_0064,Bottinger,HCO3-,60.0,0.489,0.2049647908020019
cheq_0064,Bottinger,CO3^2-,60.0,0.489,0.0226534371895937
cheq_0064,Bottinger,H3O+,60.0,0.489,8.606291715641227
cheq_0064,Bottinger,OH-,60.0,0.489,5.6396794041134894
cheq_0065,Bottinger,CO2,60.0,0.559,1.5898016042546637
cheq_0065,Bottinger,MEA,60.0,0.559,0.5870132069345347
cheq_0065,Bottinger,H2O,60.0,0.559,0.0184268967029329
cheq_0065,Bottinger,MEAH+,60.0,0.559,0.0699781832665778
cheq_0065,Bottinger,MEACOO-,60.0,0.559,0.0476265806292132
cheq_0065,Bottinger,HCO3-,60.0,0.559,0.1153149761328653
cheq_0065,Bottinger,CO3^2-,60.0,0.559,0.1626970763631011
cheq_0065,Bottinger,H3O+,60.0,0.559,8.406302089448083
cheq_0065,Bottinger,OH-,60.0,0.559,5.310283736552904
cheq_0066,Bottinger,CO2,60.0,0.613,1.2408120782479863
cheq_0066,Bottinger,MEA,60.0,0.613,0.6323873663563909
cheq_0066,Bottinger,H2O,60.0,0.613,0.016968047753981
cheq_0066,Bottinger,MEAH+,60.0,0.613,0.0094986036375796
cheq_0066,Bottinger,MEACOO-,60.0,0.613,0.0006640348762125
cheq_0066,Bottinger,HCO3-,60.0,0.613,0.0019261950879191
cheq_0066,Bottinger,CO3^2-,60.0,0.613,0.2864033264515876
cheq_0066,Bottinger,H3O+,60.0,0.613,7.622446463582624
cheq_0066,Bottinger,OH-,60.0,0.613,5.092754845281968
cheq_0067,Bottinger,CO2,60.0,0.766,0.7042946137871848
cheq_0067,Bottinger,MEA,60.0,0.766,0.2479498462375722
cheq_0067,Bottinger,H2O,60.0,0.766,0.0141313886222591
cheq_0067,Bottinger,MEAH+,60.0,0.766,0.1345394839167551
cheq_0067,Bottinger,MEACOO-,60.0,0.766,0.1290441436529432
cheq_0067,Bottinger,HCO3-,60.0,0.766,0.3831486062331545
cheq_0067,Bottinger,CO3^2-,60.0,0.766,0.6907048699456975
cheq_0067,Bottinger,H3O+,60.0,0.766,1.9996531428606932
cheq_0067,Bottinger,OH-,60.0,0.766,2.9723433615735666
cheq_0068,Bottinger,CO2,80.0,0.064,4.513007148634862
cheq_0068,Bottinger,MEA,80.0,0.064,0.0646385264882657
cheq_0068,Bottinger,H2O,80.0,0.064,0.0079066043511523
cheq_0068,Bottinger,MEAH+,80.0,0.064,0.0965078816274706
cheq_0068,Bottinger,MEACOO-,80.0,0.064,0.0052142774782219
cheq_0068,Bottinger,HCO3-,80.0,0.064,8.13637490625621
cheq_0068,Bottinger,CO3^2-,80.0,0.064,1.6893875305036314
cheq_0068,Bottinger,H3O+,80.0,0.064,8.48578515937556
cheq_0068,Bottinger,OH-,80.0,0.064,7.516865085895063
cheq_0069,Bottinger,CO2,80.0,0.141,3.935413492762422
cheq_0069,Bottinger,MEA,80.0,0.141,0.0666023983788276
cheq_0069,Bottinger,H2O,80.0,0.141,0.006390153443062
cheq_0069,Bottinger,MEAH+,80.0,0.141,0.0917057480019221
cheq_0069,Bottinger,MEACOO-,80.0,0.141,0.0358767989946033
cheq_0069,Bottinger,HCO3-,80.0,0.141,8.625401108306509
cheq_0069,Bottinger,CO3^2-,80.0,0.141,0.1375249496503039
cheq_0069,Bottinger,H3O+,80.0,0.141,8.306342570809324
cheq_0069,Bottinger,OH-,80.0,0.141,7.067455574858023
cheq_0070,Bottinger,CO2,80.0,0.245,3.279947515868028
cheq_0070,Bottinger,MEA,80.0,0.245,0.0789498743264371
cheq_0070,Bottinger,H2O,80.0,0.245,0.0036769129486327
cheq_0070,Bottinger,MEAH+,80.0,0.245,0.103152117646077
cheq_0070,Bottinger,MEACOO-,80.0,0.245,0.0653649080723351
cheq_0070,Bottinger,HCO3-,80.0,0.245,3.8525661999462937
cheq_0070,Bottinger,CO3^2-,80.0,0.245,0.1442903255033387
cheq_0070,Bottinger,H3O+,80.0,0.245,7.952399903392874
cheq_0070,Bottinger,OH-,80.0,0.245,6.618078647482712
cheq_0071,Bottinger,CO2,80.0,0.336,2.6806974486145654
cheq_0071,Bottinger,MEA,80.0,0.336,0.1764558319586952
cheq_0071,Bottinger,H2O,80.0,0.336,0.0100204907311906
cheq_0071,Bottinger,MEAH+,80.0,0.336,0.1054831592826106
cheq_0071,Bottinger,MEACOO-,80.0,0.336,0.010938516581969
cheq_0071,Bottinger,HCO3-,80.0,0.336,4.416954120611174
cheq_0071,Bottinger,CO3^2-,80.0,0.336,0.2768314307956862
cheq_0071,Bottinger,H3O+,80.0,0.336,8.32175737910137
cheq_0071,Bottinger,OH-,80.0,0.336,6.245258260781966
cheq_0072,Bottinger,CO2,80.0,0.398,2.2381013175699027
cheq_0072,Bottinger,MEA,80.0,0.398,0.2542356168187552
cheq_0072,Bottinger,H2O,80.0,0.398,0.0097120623666729
cheq_0072,Bottinger,MEAH+,80.0,0.398,0.1137895666202066
cheq_0072,Bottinger,MEACOO-,80.0,0.398,0.0657020447135319
cheq_0072,Bottinger,HCO3-,80.0,0.398,0.0623882258863723
cheq_0072,Bottinger,CO3^2-,80.0,0.398,0.3685029328395758
cheq_0072,Bottinger,H3O+,80.0,0.398,8.1210752550111
cheq_0072,Bottinger,OH-,80.0,0.398,5.9756837417511495
cheq_0073,Bottinger,CO2,80.0,0.51,1.3526373836246257
cheq_0073,Bottinger,MEA,80.0,0.51,0.5233696148654674
cheq_0073,Bottinger,H2O,80.0,0.51,0.0323854834242803
cheq_0073,Bottinger,MEAH+,80.0,0.51,0.0114210475394505
cheq_0073,Bottinger,MEACOO-,80.0,0.51,0.0814954963621835
cheq_0073,Bottinger,HCO3-,80.0,0.51,0.0429582354797779
cheq_0073,Bottinger,CO3^2-,80.0,0.51,0.5252297859212653
cheq_0073,Bottinger,H3O+,80.0,0.51,8.174059012180244
cheq_0073,Bottinger,OH-,80.0,0.51,5.466386060300777
