row_id,temperature_C,CO2_loading,source,target_x_CO2,target_x_MEA,target_x_H2O,target_x_MEAH+,target_x_MEACOO-,target_x_HCO3-,target_x_CO3^2-,target_x_H3O+,target_x_OH-,model_x_CO2,log10_model_over_target_CO2,model_x_MEA,log10_model_over_target_MEA,model_x_H2O,log10_model_over_target_H2O,model_x_MEAH+,log10_model_over_target_MEAH+,model_x_MEACOO-,log10_model_over_target_MEACOO-,model_x_HCO3-,log10_model_over_target_HCO3-,model_x_CO3^2-,log10_model_over_target_CO3^2-,model_x_H3O+,log10_model_over_target_H3O+,model_x_OH-,log10_model_over_target_OH-,reaction_R1_water_autoionization,reaction_R2_CO2_to_HCO3,reaction_R3_HCO3_to_CO3,reaction_R4_MEACOO_hydrolysis,reaction_R5_MEAH_dissociation,mass_balance_carbon_total,mass_balance_mea_total,mass_balance_water_total,charge_residual,state_failure_count,solver_returned,accepted,rejection_reason,model_role,message
cheq_0031,20.0,0.6,Jakobsen,0.003587895287179273,0.0009013395768027088,0.8611427968906071,0.06454486947430331,0.051295797373311774,0.01379156513200516,0.001397747744592255,0.0033379885201981338,9.999999999999998e-13,0.0002935744447463416,-1.0871215115117963,0.0003998048336519271,-0.3530404004186868,0.8648602792650721,0.0018707783324204688,0.06741197371996684,0.018875315918004863,0.04440143819017574,-0.062684747733459,0.02225531139394458,0.20782012049973833,0.0003776060469292176,-0.5683898597416596,1.9865353992080826e-11,-8.22538853034573,1.2085647735867494e-08,4.08226993158061,-4.9671200486045564e-08,-5.6626703326401184e-08,-6.443687539103848e-08,3.0079308821484574e-08,9.961667046809453e-09,2.485332356583214e-10,3.681142335398846e-10,1.4789615088162122e-09,-2.229946698118133e-11,0,True,True,,activity_equilibrium,converged
cheq_0032,20.0,0.609,Bottinger,0.012225518751629002,0.026477440951564256,0.8286072607144962,0.062014679310611984,0.039977650446248146,0.025376923034404267,0.0006602108733352429,0.004660315916710914,1e-12,0.00035679081180262507,-1.5348536343638162,0.0003681651956244175,-1.8568332779498993,0.8629618275098098,0.01764285093176308,0.06833646883672677,0.04215803143733578,0.043501486902425945,0.03668683529439387,0.024115528704883586,-0.022142174747808174,0.00035972124078926604,-0.26371658990174385,2.1465051367317433e-11,-8.336683425829175,1.0776472611538051e-08,4.0324766294931615,-8.516113325640617e-08,-8.413191210365767e-08,-9.009320933728304e-08,5.116118462211716e-08,-3.4034293605600396e-08,1.2795015047473157e-10,1.9376698856543584e-10,2.1798418625706972e-10,-6.712559580058291e-12,0,True,True,,activity_equilibrium,converged
cheq_0033,20.0,0.704,Bottinger,0.01356586698480684,0.012248748113829214,0.8153200815119476,0.07981063751224429,0.03238281613212901,0.040906938976947936,0.000755971636072122,1e-12,0.005008939131023099,0.0016089930248849923,-0.9258933930313271,0.0001978151764454553,-1.791832096044449,0.8434053380823733,0.014708206201001769,0.07750268402618966,-0.01274403689312128,0.034365066687772394,0.0258025770743035,0.04270258426494552,0.018657175434921056,0.0002175144122221875,-0.5410174631195909,3.743462688483147e-11,1.5732735088233112,4.287731863940447e-09,-6.067518135494644,-9.873076578514883e-09,7.146228142573818e-08,6.762859072750871e-08,6.516851058790962e-09,-4.056580849010061e-09,1.671822402737888e-11,1.982056185845238e-11,3.54765106180821e-11,-1.1787578953580948e-12,0,True,True,,activity_equilibrium,converged
cheq_0034,20.0,0.78,Jakobsen,0.006476144360208013,0.0003010596195983753,0.8251863047924807,0.07639656024397982,0.038388592253268475,0.04353171692523085,0.0013986242899047658,0.008320997514329034,1e-12,0.0036121891238687794,-0.2535460404283379,0.00014068813182215587,-0.3303950458061034,0.8288511302294251,0.0019245224264681242,0.08377242057295323,0.04002725949956876,0.027927606657099206,-0.13816846732895732,0.05554711373065134,0.10585570118690307,0.0001488489593117071,-0.9729552637689703,4.9133897307489255e-11,-8.228794178477289,2.5457344791703136e-09,3.4058131046418283,7.762098164221243e-08,-1.8404129775717593e-08,-1.0249721071886597e-08,-4.8656861650897554e-08,2.7625546294984815e-09,1.687023701291146e-09,1.5846994411150561e-09,7.811297497717362e-09,-2.1227050887978086e-10,0,True,True,,activity_equilibrium,converged
cheq_0035,20.0,0.832,Bottinger,0.019741155162906063,0.005675434215140747,0.7799221531035396,0.09772361736477557,0.01979466990512122,0.062183951003424984,0.0007859772121375359,1e-12,0.014173042031954297,0.00559573502705944,-0.5475154207138804,0.00011516932569985606,-1.6926622699518739,0.8196312368089189,0.021567245032917758,0.0873873580908257,-0.04855092468241847,0.024115542031277217,0.08574876388028205,0.06303809927844913,0.005924797349775267,0.00011685747422150977,-0.8277534595515678,5.670482554748292e-11,1.753620018671913,1.9068431895542096e-09,-6.871148095046338,-5.287990134661413e-08,-8.094730219454505e-08,-8.64021956203942e-08,4.138276787912787e-08,-2.8336881285895288e-08,1.3064790915784386e-10,1.2338392807453857e-10,2.4404256393495416e-10,-1.607881661755707e-11,0,True,True,,activity_equilibrium,converged
cheq_0036,20.0,0.929,Bottinger,0.02353244999427876,0.005668496609126448,0.7609889435393459,0.10530459371129086,0.011799087738710265,0.07793674176906909,0.0007990775663327345,1e-12,0.013970609070846046,0.010621864732851226,-0.34546637802674673,8.207997051322818e-05,-1.8392306994295349,0.8041237519984321,0.023944543461059446,0.09262508846093859,-0.055718681106553286,0.018346737121770765,0.19171040770709455,0.07412260264063694,-0.021791585536673173,7.78737636856375e-05,-1.011197773340945,7.000556201589171e-11,1.8451325465406623,1.2411658001495566e-09,-7.051385540025102,-9.514842247426714e-10,6.789445805566174e-08,5.249066248325107e-08,7.682912084305826e-10,2.0738966099997924e-10,3.4139358007223564e-15,2.914335439641036e-15,5.995204332975845e-15,-5.912590929093185e-16,0,True,True,,activity_equilibrium,converged
cheq_0037,20.0,0.974,Bottinger,0.024250319553539647,0.00566707670501379,0.7518082657936839,0.10954790001850848,0.011399685327839564,0.08686599116990862,0.000821462090254469,9.999999999999998e-13,0.009639299340251357,0.013473221650452711,-0.2552460113014346,7.078520656133182e-05,-1.9034165872099933,0.7976270435840779,0.025692774052455625,0.09444739855624154,-0.0644140564703299,0.01621566790017511,0.15304197792799573,0.07810003426392785,-0.0461985550517461,6.584770539755278e-05,-1.0960468802766103,7.581225590873276e-11,1.8797394199232802,1.0573535623905574e-09,-6.959825234294268,-1.0133589967153966e-08,2.583274039125172e-09,-6.126699148012449e-08,9.985642979160048e-09,-5.26569010617095e-10,1.1020073742429304e-12,9.319212068703564e-13,1.506461622113875e-12,-1.8076105958917317e-13,0,True,True,,activity_equilibrium,converged
cheq_0038,20.0,0.99,Jakobsen,0.01503562816143535,0.000600602251787201,0.7912553462013668,0.08364003657625428,0.027598839009286558,0.06640630818869302,0.001699376329483809,0.013763863280692915,1e-12,0.014554588566967163,-0.014121643661112604,6.722344297849426e-05,-0.9510662041956136,0.7954124449330022,0.0022757242329445827,0.09501398276260589,0.05537330901091958,0.01553126622238738,-0.2496839491016237,0.07935827029212995,0.07738285666639355,6.222269836706223e-05,-1.4363407237781602,7.781874829603998e-11,-8.24765610907685,1.0037431343603266e-09,3.0016225877067897,5.9010030639683464e-08,4.702586053895175e-08,7.777679300602358e-08,-4.4126472253935844e-08,5.163059313417762e-09,2.797445469715498e-10,2.1231252866904526e-10,1.1944928379747921e-09,-6.810341790118516e-11,0,True,True,,activity_equilibrium,converged
cheq_0039,40.0,0.11,Jakobsen,0.002225966348465273,0.09871449123370506,0.878002529592188,0.006500926281936122,0.01028058732351995,9.916780474400801e-05,9.91675227045985e-05,0.004077163891737032,1.0000000000000002e-12,6.108438025997367e-10,-6.561588422465484,0.08754017309353435,-0.05217351053356988,0.8874263962827926,0.004636575413229721,0.01265242157323752,0.28919841265886326,0.012053574551283605,0.06909793199728391,2.2090311590858977e-05,-0.652168857681712,0.0002714131463145359,0.4372614152609202,2.89542912059961e-13,-10.148645231372976,3.393043011306133e-05,7.530589364936753,-4.169999812120295e-08,-4.3900069357505345e-08,-6.920811657096237e-08,6.514040862271031e-09,1.4992590280371587e-08,2.144869178100084e-11,1.4068851639237323e-10,1.6579226880253373e-10,-1.1942084108163172e-11,0,True,True,,activity_equilibrium,converged
cheq_0040,40.0,0.125,Bottinger,0.0025550822124158603,0.10999943250210673,0.858453159725085,0.011707182428181143,0.014373846939867556,1e-12,8.154389255245427e-05,0.0028297522977913225,1e-12,8.63635898761561e-10,-6.471074192209971,0.08418277439601392,-0.1161672099858478,0.887419369532818,0.014412300263486522,0.014338626010051606,0.08805515148772737,0.013724768794784778,-0.020067978824027378,2.660453559937169e-05,7.424955682415391,0.0002793969426838394,0.534830210563684,3.234824504941319e-13,-9.941897696859384,2.845892408917465e-05,7.454218477232209,5.829733140672033e-08,4.212496307332003e-08,1.4374379020409833e-08,2.779465546609572e-10,7.81750379985624e-08,3.3288961864830213e-12,1.3236681195571975e-10,3.414046823024819e-12,-1.2767454374138692e-10,0,True,True,,activity_equilibrium,converged
cheq_0041,40.0,0.205,Bottinger,0.004180290488561392,0.09520010069049785,0.8519238906969572,0.01942917713817493,0.02405843132691904,1.0000000000521259e-12,0.0001929518223818289,0.005015157834507768,1e-12,4.23972603203921e-09,-5.993868668254246,0.06627479993853876,-0.15728898230862745,0.8873783376557765,0.017708025242562882,0.023323999193196145,0.07934860991687782,0.02264736960311877,-0.026249538985544912,6.195036344781526e-05,7.792043858597719,0.000301140382389181,0.1933201128049751,5.148677028271564e-13,-9.988588955675393,1.2398623291842766e-05,7.093373465005055,9.060516781289607e-08,7.344960195609929e-08,6.462310508936753e-08,-8.027853937164764e-09,8.750113877908916e-08,5.380414863642713e-12,3.5607114479141444e-11,5.328293362083514e-12,-1.5730609522634663e-10,0,True,True,,activity_equilibrium,converged
cheq_0042,40.0,0.21,Jakobsen,0.00037991201834627187,0.07368093446337402,0.8789393867919769,0.016109210934935912,0.017480233931047275,0.001991873311595627,0.00268518408000567,0.008733264467718327,1e-12,4.650309510948595e-09,-4.912201173265513,0.0651560298906588,-0.053400511328714144,0.8873751599987952,0.004148341093888715,0.023885310692664783,0.1710566265948624,0.02320482792205957,0.1230311118804267,6.504688135493229e-05,-1.4860352333573064,0.00030181593935307334,-0.9492318918741571,5.283614765567561e-13,-10.218245466825023,1.180402427576436e-05,7.07203009398445,2.05090771032701e-08,7.2853687527185684e-09,-3.364459999488645e-08,-4.21927559557389e-09,6.31629255565258e-08,-7.98277763336408e-12,-7.033060245298373e-11,7.637628307577415e-10,-1.2899211609469123e-11,0,True,True,,activity_equilibrium,converged
cheq_0043,40.0,0.236,Bottinger,0.004852979561224787,0.08691896274111698,0.8533790772291753,0.022275026223133137,0.02706600000727445,1e-12,0.00023899348364468735,0.005268960752430687,1e-12,7.496349012478567e-09,-5.81115866416166,0.059340490789053624,-0.16576340104187332,0.8873563592929055,0.01695607523418848,0.026803905676695196,0.08037985699880597,0.02610177188366038,-0.01575408776260202,8.364730207657788e-05,7.922451937980418,0.0003046690513135865,0.10544228054284559,6.040137216866103e-13,-9.94067815877941,9.148507342275348e-06,6.961350240963242,6.437219646215908e-08,5.0402384488279495e-08,3.470292142537801e-08,-6.894978810123575e-09,7.129651891091271e-08,6.1062682688017844e-12,1.3742076920841839e-11,6.0572658000523916e-12,-1.1535152330256716e-10,0,True,True,,activity_equilibrium,converged
cheq_0044,40.0,0.25,Jakobsen,0.00017481889247458057,0.05731027727939311,0.8901956648425051,0.022014477523318483,0.02517769579020301,0.0003927694874002198,0.00039276947647358027,0.004341526707231907,1e-12,9.693742418757091e-09,-4.256096889028098,0.0562108805357741,-0.008412121162502945,0.8873442567877733,-0.0013933322463789979,0.028375349698035034,0.1102328398156871,0.027659937620564595,0.04083521446947008,9.574822847567813e-05,-0.6130069944832902,0.000305846427785686,-0.10863431743649907,6.495627481028249e-13,-9.825021366451764,7.971007199656602e-06,6.901513201398127,5.251833989916577e-08,4.211237225604236e-08,5.308088191213756e-09,-1.352140976962346e-08,8.707629106652348e-08,-2.729134626622276e-11,-1.3630362116767714e-10,9.71975167018968e-10,-1.2768407011765678e-11,0,True,True,,activity_equilibrium,converged
cheq_0045,40.0,0.28,Bottinger,0.005757634068454888,0.07906695324679774,0.8489751510824555,0.02652448673761285,0.032661783731932195,9.999999999999998e-13,0.00029223137847576874,0.00672175975227088,9.999999999999998e-13,1.694388041496157e-08,-5.53123118179919,0.04951076716383251,-0.20329534835819413,0.8873117635024721,0.019181260270120418,0.03174263900413754,0.07799604124966246,0.030992761113726282,-0.022779630007520625,0.00012832307962520314,8.108304773697126,0.0003078257068086658,0.02257803867517257,7.632507380996869e-13,-9.94481575299417,5.9034847540201245e-06,6.771108445994751,5.2071877476578265e-08,3.9553576414164127e-08,1.1112028630577697e-08,-7.901268972432263e-09,6.359936932653909e-08,6.6360354711303415e-12,5.8137383796008635e-12,6.583289469119791e-12,-8.417647062716814e-11,0,True,True,,activity_equilibrium,converged
cheq_0046,40.0,0.29,Jakobsen,0.0026583119892473863,0.05713970631292249,0.882667036793884,0.02263408256982492,0.027876633094357003,0.00029633512666193225,0.0003963361536360672,0.006331557958466152,1e-12,2.049460047749781e-08,-5.1129664934093455,0.047279857672378696,-0.08226184335383009,0.8872983561629348,0.0022727687719806375,0.032865069491546765,0.16197165903731173,0.032101239580054085,0.061281483846988005,0.0001417549599094197,-0.3202448709758043,0.00030837332851401034,-0.10898688183813986,8.075030612542877e-13,-9.894366409295642,5.328309254274663e-06,6.726589423280736,4.096813199794269e-08,3.09071772619518e-08,-1.17747589456485e-10,-1.3204225268736991e-08,7.418071845677332e-08,-1.9659690542184194e-12,-3.123795666581941e-11,9.142933077299631e-10,-1.3453602157830185e-11,0,True,True,,activity_equilibrium,converged
cheq_0047,40.0,0.343,Bottinger,0.0071480411026698856,0.06570237813697248,0.8468720105051863,0.03203574530001341,0.039578391473694734,1.0000000000000002e-12,0.00037359576826064786,0.00828983771120262,1.0000000000000002e-12,5.991136331450773e-08,-5.076677838819537,0.03549033906362657,-0.26747094091206225,0.8871920454527326,0.020199859803460167,0.03881419434392798,0.0833557439068478,0.037941629271126744,-0.018342163620648003,0.0002479114961334368,8.394296666306152,0.0003108331228906591,-0.07987465657725885,1.1296538524326775e-12,-9.865600640797354,2.987337069030417e-06,6.475284227947615,-7.488829645296846e-08,-7.069795415759472e-08,-8.281113039743104e-08,2.575848334629427e-08,-4.378644291591627e-08,8.64478419404513e-11,2.4438033541240856e-10,7.040701355265355e-12,-4.865569421464626e-12,0,True,True,,activity_equilibrium,converged
cheq_0048,40.0,0.354,Bottinger,0.0073865616571188895,0.06373376991344547,0.8457591970629447,0.03300642662786423,0.04098003321017219,1.0000000000126058e-12,0.00038680164771554015,0.008747209878739039,1e-12,7.635696910280785e-08,-4.985593646050135,0.03305455432543855,-0.28513830222973585,0.887158704842033,0.020754589075196506,0.04004897873565863,0.08399293699895422,0.03914262777611167,-0.019922328068700555,0.0002811438027406463,8.448928514782136,0.00031129300337507575,-0.09431895585789644,1.2245967021488696e-12,-9.853876461480164,2.6211564487103324e-06,6.418492943412778,-7.908003674117481e-08,-7.441903804306094e-08,-9.017432489599742e-08,2.7798316537541723e-08,-4.993330549041275e-08,9.097093911503151e-11,2.4930600639461176e-10,9.864775663004366e-12,-4.970444025288056e-12,0,True,True,,activity_equilibrium,converged
cheq_0049,40.0,0.4,Jakobsen,0.0031618027207650353,0.03801447740675499,0.8565928771919842,0.047956021751242764,0.04842277094501432,0.0011970601874781272,0.0009970601381702185,0.0036579296575901246,9.999999999999998e-13,2.390357546170674e-07,-4.121471901898212,0.02295469281317418,-0.2190775392462732,0.8869328751654484,0.015116294013746982,0.04521255555467412,-0.025584093099465324,0.044078894176452,-0.04081894721372332,0.0005064056760088457,-0.37361742223234884,0.00031291813295367403,-0.5032906234503528,1.836447902738424e-12,-9.299256737112046,1.4194436979691975e-06,6.152118170975137,-7.491301090567504e-08,-6.909903760288216e-08,-8.323965516865428e-08,2.97192483955655e-08,-4.1108695114644433e-08,9.285969215788725e-11,2.238972063306477e-10,9.858480698454741e-11,-5.316872617379425e-12,0,True,True,,activity_equilibrium,converged
cheq_0050,40.0,0.46,Bottinger,0.010090557716736708,0.042245520312077164,0.8475782079603768,0.03865748479360549,0.04925192217841119,1.5076062151110101e-07,0.0005271893772479862,0.011648966899923188,1e-12,1.9372498432823643e-06,-3.7167295364241646,0.010448121217295906,-0.6067424608487298,0.8859756547773537,0.019242006259937647,0.05194261942910429,0.1282902532825619,0.04985521124917924,0.005287376228021199,0.0014650372593069693,3.9875607507884325,0.00031095211869790207,-0.22927313047327982,4.2689667949653384e-12,-9.435964634465181,4.666949496866966e-07,5.669033101217131,-6.798572371735645e-08,-6.455457324250347e-08,-7.951576819209549e-08,3.255428637771729e-08,-3.448527507998733e-08,9.3342292228904e-11,1.924563008959268e-10,1.2066037058389156e-10,-7.092268586945354e-12,0,True,True,,activity_equilibrium,converged
cheq_0051,40.0,0.466,Bottinger,0.009811409935381642,0.04559667209241443,0.8346491653901871,0.04267118468916493,0.050196397456096484,0.003999945815496923,0.0005166886792767255,0.012558535940981936,1.0000000000000002e-12,2.556763771925533e-06,-3.584040817625083,0.009320988379588559,-0.6894711799669374,0.8857577592542093,0.025811002005558123,0.05261426805480568,0.0909688326372097,0.050310625879575833,0.0009871707211446853,0.0016835579968227487,-0.37582602630522943,0.00030984052134581106,-0.222090731461383,4.811859007957223e-12,-9.41662611921056,4.031450681083257e-07,5.605461351208568,-5.39121369769191e-08,-5.078690179516343e-08,-6.184904322026341e-08,2.6612925196900505e-08,-2.84139680672979e-08,6.575067573733051e-11,1.345574623945467e-10,3.228683986833403e-11,-4.315080744245256e-12,0,True,True,,activity_equilibrium,converged
cheq_0052,40.0,0.487,Bottinger,0.0102761901594432,0.04236830832681315,0.833133418491292,0.04434876349521119,0.05109979369307248,0.005199989777537232,0.0005408386934107652,0.013032697362220048,1e-12,7.663632681077075e-06,-3.12739745144888,0.005837038433286222,-0.8608485710455271,0.884540834672904,0.02600333167928127,0.05495843522916847,0.0931528434338975,0.0514498354234057,0.002964843142667943,0.0029035592541450544,-0.25307179658412443,0.00030240721806777747,-0.25247560192781004,7.819187667266445e-12,-9.221872673741458,2.2612852254046648e-07,5.35435534518781,-5.417233595039761e-08,-5.225606614089884e-08,-6.31597423250696e-08,2.7492776055737522e-08,-2.8365658266693572e-08,6.833537902206643e-11,1.3353268490945425e-10,4.0321079808336435e-11,-4.950612179546154e-12,0,True,True,,activity_equilibrium,converged
cheq_0053,40.0,0.508,Bottinger,0.010644991432994055,0.03985807219106833,0.8330271432308084,0.046885912396256224,0.048293131371159426,0.009099491199282193,0.0005615160010819093,0.011629742176349217,9.999999999999998e-13,2.5229939879171136e-05,-2.6252291006261625,0.0034428419798280593,-1.0635991995845275,0.8822559294454283,0.024935433214971676,0.05728149277725332,0.08697195556131851,0.05151900256697053,0.028082079912125385,0.005188395904858186,-0.24398400141915771,0.00028698695035018487,-0.291499987245282,1.3406480179854778e-11,-8.938255316355036,1.2042202575660983e-07,5.080705928696719,-4.880757487057963e-08,-4.7797367841440064e-08,-5.8688012671836987e-08,2.5801335290509542e-08,-2.521003850119996e-08,6.400870805611802e-11,1.2332015963956167e-10,5.55144819003317e-11,-3.685013650134544e-12,0,True,True,,activity_equilibrium,converged
cheq_0054,40.0,0.6,Jakobsen,0.0036421429637546582,0.0028026163797143532,0.8632045851615956,0.06224530567469472,0.04885588278363302,0.014972803014391974,0.0008977612992950913,0.00337890272192047,9.999999999999998e-13,0.0006087728010852247,-0.7769017483313734,0.0008429637411028698,-0.5217547614239956,0.8649634507182004,0.0008840180509441318,0.06688686271099634,0.0312342220852372,0.044448010336573994,-0.04106453996332511,0.022061006148639387,0.16832220472085527,0.00018891279539559437,-0.6768995054509143,5.404767653312223e-11,-7.795998659970595,2.0693958655393993e-08,4.315843577071892,3.8873132268690824e-08,-1.2728108345072542e-08,2.1487576162826372e-08,-3.6502356692835747e-09,5.29477617305929e-08,6.12112582842883e-11,8.875308821210126e-11,4.97537344656962e-10,-4.611624500680435e-12,0,True,True,,activity_equilibrium,converged
cheq_0055,40.0,0.663,Bottinger,0.012168462869515666,0.019326355753999026,0.8052170222072254,0.08199267273224524,0.03466340755505127,0.042634699183870695,0.0006971862962304952,1e-12,0.0033001934008622946,0.0017441018002178228,-0.8436638908926446,0.0005407984878376686,-1.553114501069024,0.8524842090481525,0.024773395849754465,0.0726855657791375,-0.052326868126989036,0.03882403628232297,0.04922943076545254,0.03358103643064262,-0.10366910720732583,0.00014024106324212032,-0.6964736463911958,8.150089203002769e-11,1.911162362133825,1.1026945871758248e-08,-5.476084148786795,-6.701667842889947e-08,-6.844582145504319e-08,-8.227181069742073e-08,4.209211335037821e-08,-3.285425265175945e-08,1.0037463915590905e-10,1.3418059718883768e-10,9.760725561136496e-11,-5.3678964101607414e-12,0,True,True,,activity_equilibrium,converged
cheq_0056,40.0,0.683,Bottinger,0.013258511341291447,0.015443633872354267,0.820355249136373,0.07583838350451516,0.032282566057896506,0.038123156016983815,0.0007341613600489686,1.0000000000000002e-12,0.003964338709536914,0.0022550597551143896,-0.769336710043288,0.0004854513224289492,-1.5026038086058122,0.8486589273380128,0.014731222754063448,0.07436436038654873,-0.008524220547916688,0.0371432357678554,0.06091168665323979,0.03696479654760677,-0.013400526221565573,0.00012815937807589094,-0.7580411320092819,8.959163241346688e-11,1.9522674497697698,9.414765449432846e-09,-5.624361248243488,-5.452931972627084e-08,-5.823638815627419e-08,-7.285420622338279e-08,3.47781994314289e-08,-2.6002233255439933e-08,1.2966298867933546e-10,1.598919330270121e-10,2.9763480569044987e-10,-9.531455857368606e-12,0,True,True,,activity_equilibrium,converged
cheq_0057,40.0,0.762,Bottinger,0.014617067517411982,0.00571720265709565,0.7841114365985161,0.09817210582014556,0.018792701727678888,0.05929165340758001,0.0007899184143148667,1e-12,0.018507913856256927,0.005010738607570934,-0.46495850527497806,0.00034400878761387855,-1.2206140502276464,0.8343685958411193,0.026980161377561082,0.08018438490967891,-0.08789830473544319,0.0311553393821628,0.21954326566692878,0.04884481333902948,-0.08417510697223721,9.211331070620739e-05,-0.9332598462186235,1.184568027838517e-10,2.073560006609254,5.703661604350537e-09,-6.511203718326383,-5.12823881138047e-08,-5.911430633886994e-08,-7.542303848140364e-08,3.663246905816209e-08,-2.9249729749381004e-08,1.546675704178213e-10,1.6297214966431994e-10,3.4952229999163364e-10,-1.678614538919426e-11,0,True,True,,activity_equilibrium,converged
cheq_0058,40.0,0.78,Jakobsen,0.00653558670962732,0.0012010544019588464,0.8239593641596975,0.07576578616624759,0.03868738089045483,0.04411667039278272,0.0008986307204138038,0.008835526557817568,1.0000000000000002e-12,0.00579894665225831,-0.051935467497702156,0.0003219699796065969,-0.5717472992051598,0.8313024186559277,0.003853250284998358,0.08133130303466883,0.030784596377707023,0.029941986951208206,-0.11128871251448204,0.05121742766690774,0.06481503516886684,8.594173832789352e-05,-1.0193771273847458,1.2436400365949051e-10,-7.851537741750085,5.196730826257547e-09,3.715730222364806,6.316094314229304e-08,3.175594542881299e-08,-1.5592149793519638e-10,-2.1648566939092007e-08,2.204455284982032e-08,8.713213206501536e-10,8.376940946464018e-10,3.877812626562616e-09,-1.2251588722173876e-10,0,True,True,,activity_equilibrium,converged
cheq_0059,40.0,0.99,Jakobsen,0.015629020841456457,0.0014005880740057346,0.7795327708039256,0.08535785478793112,0.031198543902480537,0.06887118012809647,0.0010993907394860338,0.016910650721617956,9.999999999999998e-13,0.018482312789156196,0.07282454552945007,0.00017240035864537172,-0.909772259059566,0.8001259562547816,0.011323982013940288,0.0906317559892495,0.02603690265267545,0.01936744428151921,-0.2070620098997255,0.07117594581615257,0.014295722132765714,4.418186069172042e-05,-1.395908072482209,1.779434291043863e-10,-7.977878364069412,2.471860396258558e-09,3.393023939375269,-5.0119822958549776e-08,-8.44094607543866e-08,-8.174180265996256e-08,4.211657822494885e-08,-6.28089367182838e-08,5.812605258226355e-10,4.719129254038279e-10,1.620309553196364e-09,-1.134458960050789e-10,0,True,True,,activity_equilibrium,converged
cheq_0060,60.0,0.131,Bottinger,0.00269370226901012,0.10644687294189824,0.8612052957356606,0.01223958503041976,0.014678085117245825,1.0000000000013284e-12,9.931960531311703e-05,0.0026371392984522995,1e-12,8.549184284168794e-09,-5.498424913372815,0.08287562619396338,-0.10870608494244727,0.8875388974057413,0.01308070386648718,0.014861719959184467,0.08430237980844466,0.014508822133567157,-0.005037245178031284,5.744514381936576e-05,7.759253321072574,0.0001379722105435061,0.1427566374268591,1.4334604824765678e-12,-9.264747345764722,1.9508402563155235e-05,7.290221708840437,6.968444132837703e-08,4.9108479061032995e-08,5.700748317849502e-08,-1.2583619479755725e-08,7.043311001098118e-08,1.48992797266434e-12,7.490759401651559e-11,1.492250767398673e-12,-1.3838393237512714e-10,0,True,True,,activity_equilibrium,converged
cheq_0061,60.0,0.203,Bottinger,0.0041735514302666,0.09299582198792017,0.8560996246601935,0.01910616963212731,0.02306928860855935,1.0000000000000002e-12,0.00019747490050036644,0.00435806877843277,1.0000000000000002e-12,3.5219551762232515e-08,-5.073721945220056,0.06678606215118973,-0.14377760020663335,0.8874783266423565,0.01563344918620362,0.022940356650563532,0.07942653626924256,0.022519746444325167,-0.01047070594487991,0.00012105242816453852,8.082973505284434,0.00014513745063381812,-0.13373241332479124,2.2060441049698103e-12,-9.295679888991154,9.283011009013595e-06,6.967688865497051,7.489568076834985e-08,6.084885129098438e-08,5.489784271617282e-08,-9.238318554594116e-09,6.818680375886288e-08,2.3752284861178197e-12,2.26753754661857e-11,2.3647750424515834e-12,-1.290561131438606e-10,0,True,True,,activity_equilibrium,converged
cheq_0062,60.0,0.277,Bottinger,0.005801835832779823,0.07513560156870003,0.8577858716452926,0.025686317872765874,0.030186922923996346,1e-12,0.0003009483674116272,0.005102501787053727,1e-12,1.3619264735341568e-07,-4.629411774049725,0.0503030242658422,-0.17425167187220064,0.8873565691810951,0.014719279955266262,0.031243721148219706,0.08506090032796804,0.030699408641090154,0.007311163923073226,0.0002454678960135906,8.389994700141845,0.0001471719446452224,-0.3106669632692687,3.2935836946284324e-12,-9.190114461535574,4.500727153184839e-06,6.65328268557613,-4.187474367256527e-08,-3.943524262695064e-08,-5.256833190969701e-08,1.1457835569217423e-08,-2.8513738925539656e-08,5.108613532200934e-11,1.8050790029366937e-10,1.7235657345793243e-11,-1.972747031344106e-12,0,True,True,,activity_equilibrium,converged
cheq_0063,60.0,0.415,Bottinger,0.008741498150691942,0.05300868070630042,0.8450772139574011,0.03806049424281818,0.04169624203823402,0.004199925734444995,0.0004600905464161587,0.008755854622693154,1e-12,2.880175295965621e-06,-3.482166949021036,0.020270547820618764,-0.41748150967382086,0.8864192687793223,0.02074279621587183,0.04672728468230047,0.08909612133694991,0.04524801357412822,0.035502603035250956,0.0011838662128377032,-0.5499389849033779,0.00014726616271408833,-0.49474033917049787,9.43729058974913e-12,-8.967451214275258,8.725833451922196e-07,5.9408069194459605,-6.586753720227989e-08,-6.193630497364211e-08,-7.770430343612134e-08,2.8188847700505448e-08,-3.766522382875337e-08,9.037284115498423e-11,2.1085573564949556e-10,7.862865913921269e-11,-3.823443292573107e-12,0,True,True,,activity_equilibrium,converged
