temperature_C,MEA_weight_fraction,CO2_loading,observed_CO2_pressure_kPa,chemistry_success,chemistry_message,pressure_success,pressure_message,pred_CO2_pressure_kPa,log10_pred_over_obs
40,0.3,0.0888,0.00147,True,solved (default),True,solved,0.00020459765572520321,-0.8564166814787845
40,0.3,0.11391000000000001,0.0025574705882352956,True,solved (warm-start),True,solved,0.000417368025612394,-0.7872914729939715
40,0.3,0.13902,0.004576117647058825,True,solved (warm-start),True,solved,0.0007792496306314305,-0.7688205760811584
40,0.3,0.16413,0.006732014285714285,True,solved (warm-start),True,solved,0.0013780172209011208,-0.688890383975264
40,0.3,0.18924000000000002,0.009720361904761908,True,solved (warm-start),True,solved,0.0023554328800567577,-0.6156117015297157
40,0.3,0.21434999999999998,0.013038653846153846,True,solved (warm-start),True,solved,0.003937248896799293,-0.5200398857264148
40,0.3,0.23946,0.019374400000000007,True,solved (warm-start),True,solved,0.006524378643255691,-0.472689104408121
40,0.3,0.26457,0.023449736842105263,True,solved (warm-start),True,solved,0.010784291604309139,-0.3373463507795616
40,0.3,0.28968,0.028028734693877542,True,solved (warm-start),True,solved,0.017911015466610565,-0.1944832838590556
40,0.3,0.31479,0.0360229387755102,True,solved (warm-start),True,solved,0.030182992775216657,-0.07681684019959703
40,0.3,0.3399,0.05656625000000003,True,solved (warm-start),True,solved,0.051810206652583055,-0.038142064061577996
40,0.3,0.36501,0.06773930000000003,True,solved (warm-start),True,solved,0.09169199801412205,0.13149073187733917
40,0.3,0.39012,0.11452727272727274,True,solved (warm-start),True,solved,0.16950690720502473,0.17027848102806467
40,0.3,0.41523,0.2807086875,True,solved (warm-start),True,solved,0.3330945518592625,0.07431167578304908
40,0.3,0.44034,0.494397090909091,True,solved (warm-start),True,solved,0.711074460419564,0.15783917376670273
40,0.3,0.46545,0.6224000000000044,True,solved (warm-start),True,solved,1.6795788474354294,0.4311308125273019
40,0.3,0.49056,1.4866939999999962,True,solved (warm-start),True,solved,4.337362335819961,0.46500411517582946
40,0.3,0.5156700000000001,7.899587000000116,True,solved (warm-start),True,solved,11.363538497006909,0.15790920113412837
40,0.3,0.54078,9.919419393939393,True,solved (warm-start),True,solved,27.303926602002168,0.4397388551489188
40,0.3,0.56589,13.374320588235278,True,solved (warm-start),True,solved,57.387930002327195,0.6325488306989379
40,0.3,0.591,28.3,True,solved (warm-start),True,solved,106.57136285304426,0.5758540841218117
60,0.3,0.053,0.0045,True,solved (default),True,solved,0.0004192908942736394,-1.030697082828137
60,0.3,0.0793,0.009519670781893004,True,solved (warm-start),True,solved,0.0011500671774310257,-0.9178987204753766
60,0.3,0.1056,0.01566666666666667,True,solved (warm-start),True,solved,0.002528997015992775,-0.7920282863029023
60,0.3,0.1319,0.026319999999999996,True,solved (warm-start),True,solved,0.0049490032592707355,-0.7257681451168538
60,0.3,0.15819999999999998,0.04063209302325581,True,solved (warm-start),True,solved,0.009041356126803525,-0.6526356182437517
60,0.3,0.18449999999999997,0.055268965517241364,True,solved (warm-start),True,solved,0.01583361649758297,-0.5429012140783055
60,0.3,0.2108,0.06761368421052631,True,solved (warm-start),True,solved,0.027028166930397106,-0.39821800837215193
60,0.3,0.23709999999999998,0.12083657894736838,True,solved (warm-start),True,solved,0.0454140514759476,-0.4250081734052759
60,0.3,0.26339999999999997,0.16542723404255316,True,solved (warm-start),True,solved,0.07628130612228154,-0.3361888877451155
60,0.3,0.28969999999999996,0.20694765957446803,True,solved (warm-start),True,solved,0.12834829490702793,-0.2074704157225975
60,0.3,0.31599999999999995,0.3795228070175436,True,solved (warm-start),True,solved,0.2185202919462458,-0.23974610741193667
60,0.3,0.34229999999999994,0.5373689473684207,True,solved (warm-start),True,solved,0.37978559823160524,-0.15073407457061683
60,0.3,0.3686,0.683093846153846,True,solved (warm-start),True,solved,0.6808893860811923,-0.0014038085749053576
60,0.3,0.3949,1.1732388571428554,True,solved (warm-start),True,solved,1.2759046149685498,0.03643177010253796
60,0.3,0.42119999999999996,2.2285451428571417,True,solved (warm-start),True,solved,2.5398522282787077,0.05678701370648367
60,0.3,0.44749999999999995,2.586063829787231,True,solved (warm-start),True,solved,5.459069506049746,0.32447938384504965
60,0.3,0.47379999999999994,4.180851063829785,True,solved (warm-start),True,solved,12.712596144844138,0.48296955371887856
60,0.3,0.5001,11.767400000000002,True,solved (warm-start),True,solved,30.989802288896172,0.42053828916668495
60,0.3,0.5264,19.287999999999982,True,solved (warm-start),True,solved,73.11785748441194,0.5787362597501178
60,0.3,0.5527,29.996470588235255,True,solved (warm-start),True,solved,155.35002912302423,0.7142411807614726
60,0.3,0.579,82.0,True,solved (warm-start),True,solved,291.7668139452351,0.5512220405881035
80,0.3,0.017,0.0056,True,solved (default),True,solved,0.00022789125920439116,-1.3904603589214763
80,0.3,0.045075000000000004,0.026801000000000002,True,solved (warm-start),True,solved,0.0018963477276451287,-1.1502330231522384
80,0.3,0.07314999999999999,0.05391342857142857,True,solved (warm-start),True,solved,0.006151279181008774,-0.9427315129435329
80,0.3,0.101225,0.07704354636591479,True,solved (warm-start),True,solved,0.01470123683718481,-0.7193823913080002
80,0.3,0.1293,0.16446878787878788,True,solved (warm-start),True,solved,0.030315850263277624,-0.7344137383975565
80,0.3,0.157375,0.250689453125,True,solved (warm-start),True,solved,0.05752640932683601,-0.6392687957773215
80,0.3,0.18545,0.27657109375000005,True,solved (warm-start),True,solved,0.10386739628093054,-0.42532754221081687
80,0.3,0.21352500000000002,0.5850497413793107,True,solved (warm-start),True,solved,0.18210326374769065,-0.5068750621908771
80,0.3,0.24159999999999998,0.9116374545454542,True,solved (warm-start),True,solved,0.31437624242718465,-0.4623724410737227
80,0.3,0.269675,1.2383794090909088,True,solved (warm-start),True,solved,0.5402295527681711,-0.3602753840657233
80,0.3,0.29775,2.1331710526315795,True,solved (warm-start),True,solved,0.9328483567928872,-0.35921463076380644
80,0.3,0.32582500000000003,3.056099736842107,True,solved (warm-start),True,solved,1.6337465560424531,-0.27198283838978965
80,0.3,0.3539,3.3347058000000014,True,solved (warm-start),True,solved,2.931621711734243,-0.05594959544826954
80,0.3,0.381975,6.4976914500000005,True,solved (warm-start),True,solved,5.454459347581628,-0.07600737527069619
80,0.3,0.41005,9.288967750000001,True,solved (warm-start),True,solved,10.66953634974995,0.06017809227051552
80,0.3,0.438125,13.060984374999995,True,solved (warm-start),True,solved,22.231079686517294,0.2309846454856603
80,0.3,0.4662,20.350877192982445,True,solved (warm-start),True,solved,49.39212133644852,0.3850745454706463
80,0.3,0.494275,40.05263157894737,True,solved (warm-start),True,solved,113.29029760914976,0.4515616618546852
80,0.3,0.52235,71.57154471544706,True,solved (warm-start),True,solved,249.68183035705516,0.5426465487638733
80,0.3,0.550425,153.2857723577237,True,solved (warm-start),True,solved,495.6958546160766,0.509713440537842
80,0.3,0.5785,235.0,True,solved (warm-start),True,solved,874.0097440898029,0.5704484122171781
100,0.3,0.0117,0.00724,True,solved (default),True,solved,0.0006235581475369931,-1.0648616080185558
100,0.3,0.040565,0.09001633407572382,True,solved (warm-start),True,solved,0.008665239897257555,-1.0165407316123913
100,0.3,0.06942999999999999,0.26234718417047176,True,solved (warm-start),True,solved,0.031247510487334765,-0.9240609846917149
100,0.3,0.09829499999999998,0.5466037290715371,True,solved (warm-start),True,solved,0.07813599936424626,-0.844821419058568
100,0.3,0.12715999999999997,0.8308602739726024,True,solved (warm-start),True,solved,0.1652094450918445,-0.7014931220001758
100,0.3,0.15602499999999997,1.115116818873668,True,solved (warm-start),True,solved,0.3185016217475738,-0.5442087181406717
100,0.3,0.18488999999999994,1.3993733637747332,True,solved (warm-start),True,solved,0.5813988752771071,-0.3814594158346184
100,0.3,0.21375499999999995,4.384727165354325,True,solved (warm-start),True,solved,1.027537477421547,-0.6301449041845522
100,0.3,0.24261999999999995,7.696247244094482,True,solved (warm-start),True,solved,1.7848267590380775,-0.6346829425953371
100,0.3,0.2714849999999999,11.007767322834637,True,solved (warm-start),True,solved,3.0818383932859965,-0.5528893798036173
100,0.3,0.30034999999999995,14.319287401574798,True,solved (warm-start),True,solved,5.341318783657599,-0.4282729073168426
100,0.3,0.3292149999999999,13.507651515151506,True,solved (warm-start),True,solved,9.37816122714701,-0.1584621529582888
100,0.3,0.3580799999999999,16.569090909090896,True,solved (warm-start),True,solved,16.841315684729246,0.007077335855750121
100,0.3,0.38694499999999993,31.739285714285536,True,solved (warm-start),True,solved,31.248927040295612,-0.006762038777274308
100,0.3,0.4158099999999999,38.08970588235293,True,solved (warm-start),True,solved,60.45687885656024,0.20063810337991408
100,0.3,0.44467499999999993,89.54149999999998,True,solved (warm-start),True,solved,122.11089538704617,0.13473005033632734
100,0.3,0.4735399999999999,94.73719999999999,True,solved (warm-start),True,solved,252.2143375649076,0.4252492263523931
100,0.3,0.5024049999999999,171.88052631578904,True,solved (warm-start),True,solved,506.71031420533393,0.4695330696768869
100,0.3,0.5312699999999999,293.9905882352936,True,solved (warm-start),True,solved,939.7015244158943,0.5046565041782552
100,0.3,0.5601349999999999,450.20117647058805,True,solved (warm-start),True,solved,1578.1938314647093,0.5447537159950617
100,0.3,0.589,376.0,True,solved (warm-start),True,solved,2424.8748677017807,0.8095014874255573
120,0.3,0.00333,0.00202,True,solved (default),True,solved,0.0003359386570583404,-0.7790913876914649
120,0.3,0.029963499999999997,0.22072753552492042,True,solved (warm-start),True,solved,0.022857214378269604,-0.9848332127468343
120,0.3,0.056596999999999995,0.8397092810180276,True,solved (warm-start),True,solved,0.09779290688466961,-0.9338215976383207
120,0.3,0.08323049999999999,1.4586910265111346,True,solved (warm-start),True,solved,0.25683855325884736,-0.7543030963741235
120,0.3,0.10986399999999999,2.0776727720042416,True,solved (warm-start),True,solved,0.5489909479152597,-0.578011964761651
120,0.3,0.1364975,4.751315,True,solved (warm-start),True,solved,1.0503031315839568,-0.6554991636049999
120,0.3,0.16313099999999997,8.09181296296296,True,solved (warm-start),True,solved,1.8802973939741958,-0.6338192916486042
120,0.3,0.18976449999999997,10.504834400826441,True,solved (warm-start),True,solved,3.228966187484083,-0.5123257132648854
120,0.3,0.21639799999999998,16.856920331950207,True,solved (warm-start),True,solved,5.391969458911553,-0.4950308106739899
120,0.3,0.24303149999999998,25.89151201117318,True,solved (warm-start),True,solved,8.888162994185087,-0.4643454028348532
120,0.3,0.269665,32.306409090909085,True,solved (warm-start),True,solved,14.552305547153587,-0.34635688336788467
120,0.3,0.29629849999999996,40.32578333333332,True,solved (warm-start),True,solved,23.827639328787395,-0.2285017946645158
120,0.3,0.32293199999999994,60.11354392523363,True,solved (warm-start),True,solved,39.33896164282969,-0.18414943958436925
120,0.3,0.3495655,67.61605499999985,True,solved (warm-start),True,solved,65.56385280631233,-0.013385362025354593
120,0.3,0.37619899999999995,81.59699999999984,True,solved (warm-start),True,solved,110.9815773728026,0.13357670136532904
120,0.3,0.4028325,127.91473175965666,True,solved (warm-start),True,solved,190.99241081355356,0.17409554622169995
120,0.3,0.42946599999999996,201.2371428571428,True,solved (warm-start),True,solved,332.2307607492814,0.21773169802148204
120,0.3,0.45609949999999994,254.08997826086934,True,solved (warm-start),True,solved,574.6533851167039,0.3544184332711665
120,0.3,0.48273299999999997,404.0707894736842,True,solved (warm-start),True,solved,963.1295119055901,0.37722723441457384
120,0.3,0.5093665,527.1291071428577,True,solved (warm-start),True,solved,1536.6441589687245,0.4646563116171092
120,0.3,0.536,822.0,True,solved (warm-start),True,solved,2309.3360624811066,0.4486153199942878
