scope,source,row_count,uncertainty_available_count,uncertainty_coverage_fraction,uncertainty_status
paired,Jou1995,31,0,0.0,not_reported_for_all_rows
full_context,Aronu2011,36,0,0.0,not_reported_for_all_rows
full_context,Hilliard2008,30,0,0.0,not_reported_for_all_rows
full_context,Idris2014,10,0,0.0,not_reported_for_all_rows
full_context,Jou1995,48,0,0.0,not_reported_for_all_rows
full_context,Mamun2005,19,0,0.0,not_reported_for_all_rows
full_context,Xu2011,18,0,0.0,not_reported_for_all_rows
