role,temperature_C,species,CO2_loading,mole_fraction
curve,80.0,MEA,0.2706625,0.0518730081429094
curve,80.0,MEA,0.27565625,0.0507705671984651
curve,80.0,MEA,0.28065,0.0496690754298724
curve,80.0,MEA,0.28564375,0.0485686017344171
curve,80.0,MEA,0.2906375,0.0474692153781021
curve,80.0,MEA,0.29563125,0.0463709992012581
curve,80.0,MEA,0.300625,0.0452740388188592
curve,80.0,MEA,0.30561875,0.0441784320960882
curve,80.0,MEA,0.3106125,0.0430842796238151
curve,80.0,MEA,0.31560625,0.0419916973393854
curve,80.0,MEA,0.3206,0.0409008096971296
curve,80.0,MEA,0.32559375,0.0398117580447873
curve,80.0,MEA,0.3305875,0.0387246936031317
curve,80.0,MEA,0.33558125,0.0376397834698235
curve,80.0,MEA,0.340575,0.0365572175013446
curve,80.0,MEA,0.34556875,0.0354771998973411
curve,80.0,MEA,0.3505625,0.0343999635231397
curve,80.0,MEA,0.35555625,0.0333257669159405
curve,80.0,MEA,0.36055,0.0322548873177704
curve,80.0,MEA,0.36554375,0.0311876579477719
curve,80.0,MEA,0.3705375,0.0301244302759414
curve,80.0,MEA,0.37553125,0.0290656093053246
curve,80.0,MEA,0.380525,0.0280116486103181
curve,80.0,MEA,0.38551875,0.026963059468893
curve,80.0,MEA,0.3905125,0.0259204180217228
curve,80.0,MEA,0.39550625,0.0248843795378859
curve,80.0,MEA,0.4004999999999999,0.0238556769632377
curve,80.0,MEA,0.40549375,0.0228351569778596
curve,80.0,MEA,0.4104875,0.0218237572719164
curve,80.0,MEA,0.4154812499999999,0.0208225545596197
curve,80.0,MEA,0.420475,0.0198327691095878
curve,80.0,MEA,0.42546875,0.0188557751283044
curve,80.0,MEA,0.4304624999999999,0.0178931221466878
curve,80.0,MEA,0.43545625,0.0169465537624459
curve,80.0,MEA,0.44045,0.0160180149639048
curve,80.0,MEA,0.4454437499999999,0.0151096452894572
curve,80.0,MEA,0.4504375,0.014223799955526
curve,80.0,MEA,0.45543125,0.013363021927489
curve,80.0,MEA,0.460425,0.0125299886447599
curve,80.0,MEA,0.46541875,0.0117274759545492
curve,80.0,MEA,0.4704125,0.0109582293923543
curve,80.0,MEA,0.47540625,0.0102249165890107
curve,80.0,MEA,0.4804,0.0095299182930576
curve,80.0,MEA,0.48539375,0.0088752425969273
curve,80.0,MEA,0.4903875,0.0082623468987139
curve,80.0,MEA,0.49538125,0.0076920307360757
curve,80.0,MEA,0.500375,0.0071643714617514
curve,80.0,MEA,0.50536875,0.0066787596452635
curve,80.0,MEA,0.5103624999999999,0.0062338791975878
curve,80.0,MEA,0.51535625,0.0058278446405103
curve,80.0,MEA,0.52035,0.0054583560437564
curve,80.0,MEA,0.52534375,0.0051228140208466
curve,80.0,MEA,0.5303375,0.0048184632187774
curve,80.0,MEA,0.53533125,0.0045425474806247
curve,80.0,MEA,0.5403249999999999,0.0042923387114853
curve,80.0,MEA,0.54531875,0.0040652771400861
curve,80.0,MEA,0.5503125,0.00385895512546
curve,80.0,MEA,0.55530625,0.0036711827483452
curve,80.0,MEA,0.5603,0.0034999687402542
curve,80.0,MEA,0.56529375,0.0033435275932711
curve,80.0,MEA,0.5702875,0.0032002669381623
curve,80.0,MEA,0.57528125,0.0030687622392372
curve,80.0,MEA,0.580275,0.0029477864426358
curve,80.0,MEA,0.58526875,0.0028362044039897
curve,80.0,MEA,0.5902625,0.0027330549856702
curve,80.0,MEA,0.59525625,0.0026374859598842
curve,80.0,MEA,0.60025,0.0025487316947533
curve,80.0,MEA,0.60524375,0.0024661207259634
curve,80.0,MEA,0.6102375,0.0023890608833425
curve,80.0,MEA,0.61523125,0.0023170359408899
curve,80.0,MEA,0.620225,0.0022495722371189
curve,80.0,MEA,0.62521875,0.0021862651816925
curve,80.0,MEA,0.6302125,0.0021267384888291
curve,80.0,MEA,0.63520625,0.0020706639195564
curve,80.0,MEA,0.6402,0.0020177605736822
curve,80.0,MEA,0.64519375,0.0019677560796726
curve,80.0,MEA,0.6501875,0.0019204152937994
curve,80.0,MEA,0.6551812499999999,0.0018755294348058
curve,80.0,MEA,0.660175,0.0018329128435169
curve,80.0,MEA,0.66516875,0.0017923856788563
curve,80.0,MEA,0.6701625,0.0017537971187694
curve,80.0,MEA,0.67515625,0.001717003048134
curve,80.0,MEA,0.68015,0.0016818790610815
curve,80.0,MEA,0.6851437499999999,0.0016483100883611
curve,80.0,MEA,0.6901375,0.0016161886066405
curve,80.0,MEA,0.69513125,0.0015854131807903
curve,80.0,MEA,0.700125,0.0015559039299835
curve,80.0,MEA,0.70511875,0.0015275726795479
curve,80.0,MEA,0.7101125,0.0015003488293753
curve,80.0,MEA,0.7151062499999999,0.0014741618930075
curve,80.0,MEA,0.7201,0.0014489561959863
curve,80.0,MEA,0.72509375,0.0014246630095365
curve,80.0,MEA,0.7300875,0.0014012366202358
curve,80.0,MEA,0.73508125,0.0013786270222351
curve,80.0,MEA,0.740075,0.0013567864466028
curve,80.0,MEA,0.74506875,0.0013356752921213
curve,80.0,MEA,0.7500625,0.0013152499532436
curve,80.0,MEA,0.75505625,0.0012954789986584
curve,80.0,MEA,0.76005,0.001276326279483
curve,80.0,MEA,0.76504375,0.0012577586102445
curve,80.0,MEA,0.7700375,0.0012397515798272
curve,80.0,MEA,0.77503125,0.0012222723850104
curve,80.0,MEA,0.780025,0.001205299325585
curve,80.0,MEA,0.78501875,0.001188806222857
curve,80.0,MEA,0.7900125,0.001172770656418
curve,80.0,MEA,0.79500625,0.0011571717636103
curve,80.0,MEA,0.8,0.001141989692495
curve,80.0,MEAH+,0.001,0.0005271792065379
curve,80.0,MEAH+,0.00599375,0.000938861594795
curve,80.0,MEAH+,0.0109875,0.001430648926554
curve,80.0,MEAH+,0.01598125,0.0019552314366586
curve,80.0,MEAH+,0.020975,0.0024944633058796
curve,80.0,MEAH+,0.02596875,0.0030411711021739
curve,80.0,MEAH+,0.0309625,0.0035921257176054
curve,80.0,MEAH+,0.03595625,0.004145693193934
curve,80.0,MEAH+,0.04095,0.0047009661196858
curve,80.0,MEAH+,0.04594375,0.0052574062862393
curve,80.0,MEAH+,0.0509375,0.0058146726973041
curve,80.0,MEAH+,0.05593125,0.0063725435864515
curve,80.0,MEAH+,0.060925,0.0069308646697351
curve,80.0,MEAH+,0.06591875,0.0074895298726042
curve,80.0,MEAH+,0.0709125,0.0080484619964265
curve,80.0,MEAH+,0.07590625,0.0086076038282614
curve,80.0,MEAH+,0.0809,0.0091669135276889
curve,80.0,MEAH+,0.08589375,0.0097263574567773
curve,80.0,MEAH+,0.0908875,0.0102859115103766
curve,80.0,MEAH+,0.09588125,0.01084555585485
curve,80.0,MEAH+,0.1008749999999999,0.0114052750276966
curve,80.0,MEAH+,0.10586875,0.0119650565018249
curve,80.0,MEAH+,0.1108625,0.0125248906763022
curve,80.0,MEAH+,0.11585625,0.0130847696310948
curve,80.0,MEAH+,0.12085,0.0136446867825942
curve,80.0,MEAH+,0.12584375,0.0142046364458809
curve,80.0,MEAH+,0.1308375,0.0147646151846536
curve,80.0,MEAH+,0.13583125,0.0153246181274403
curve,80.0,MEAH+,0.140825,0.0158846426847564
curve,80.0,MEAH+,0.14581875,0.0164446861608629
curve,80.0,MEAH+,0.1508125,0.0170047459891774
curve,80.0,MEAH+,0.15580625,0.0175648219603085
curve,80.0,MEAH+,0.1608,0.0181249108605043
curve,80.0,MEAH+,0.16579375,0.0186850116068041
curve,80.0,MEAH+,0.1707875,0.0192451228721838
curve,80.0,MEAH+,0.17578125,0.0198052452338679
curve,80.0,MEAH+,0.180775,0.0203653749727646
curve,80.0,MEAH+,0.18576875,0.02092551351204
curve,80.0,MEAH+,0.1907625,0.0214856594254805
curve,80.0,MEAH+,0.19575625,0.0220458131832011
curve,80.0,MEAH+,0.2007499999999999,0.0226059716205875
curve,80.0,MEAH+,0.20574375,0.0231661366795417
curve,80.0,MEAH+,0.2107375,0.0237263063486668
curve,80.0,MEAH+,0.2157312499999999,0.0242864807402649
curve,80.0,MEAH+,0.220725,0.0248466585790621
curve,80.0,MEAH+,0.22571875,0.0254068403212852
curve,80.0,MEAH+,0.2307125,0.0259670256429787
curve,80.0,MEAH+,0.23570625,0.026527213719188
curve,80.0,MEAH+,0.2407,0.0270874026067232
curve,80.0,MEAH+,0.24569375,0.0276475950790194
curve,80.0,MEAH+,0.2506875,0.0282077871072884
curve,80.0,MEAH+,0.2556812499999999,0.0287679791259659
curve,80.0,MEAH+,0.260675,0.0293281721900841
curve,80.0,MEAH+,0.26566875,0.0298883636743749
curve,80.0,MEAH+,0.2706625,0.0304485534907753
curve,80.0,MEAH+,0.27565625,0.0310087407772726
curve,80.0,MEAH+,0.28065,0.0315689246798475
curve,80.0,MEAH+,0.28564375,0.0321291042347309
curve,80.0,MEAH+,0.2906375,0.0326892775604669
curve,80.0,MEAH+,0.29563125,0.033249443793337
curve,80.0,MEAH+,0.300625,0.033809602385264
curve,80.0,MEAH+,0.30561875,0.0343697505933917
curve,80.0,MEAH+,0.3106125,0.0349298865398597
curve,80.0,MEAH+,0.31560625,0.0354900086406294
curve,80.0,MEAH+,0.3206,0.0360501141577826
curve,80.0,MEAH+,0.32559375,0.0366102008038136
curve,80.0,MEAH+,0.3305875,0.0371702651198756
curve,80.0,MEAH+,0.33558125,0.0377303044536076
curve,80.0,MEAH+,0.340575,0.0382903137949437
curve,80.0,MEAH+,0.34556875,0.0388502889422159
curve,80.0,MEAH+,0.3505625,0.0394102234530807
curve,80.0,MEAH+,0.35555625,0.0399701118156375
curve,80.0,MEAH+,0.36055,0.0405299476415746
curve,80.0,MEAH+,0.36554375,0.0410897195858169
curve,80.0,MEAH+,0.3705375,0.0416494197462805
curve,80.0,MEAH+,0.37553125,0.0422090353917894
curve,80.0,MEAH+,0.380525,0.0427685526738648
curve,80.0,MEAH+,0.38551875,0.043327953779283
curve,80.0,MEAH+,0.3905125,0.0438872211402294
curve,80.0,MEAH+,0.39550625,0.0444463278430279
curve,80.0,MEAH+,0.4004999999999999,0.045005246128125
curve,80.0,MEAH+,0.40549375,0.0455639426072959
curve,80.0,MEAH+,0.4104875,0.046122374448201
curve,80.0,MEAH+,0.4154812499999999,0.0466804919472514
curve,80.0,MEAH+,0.420475,0.0472382337306454
curve,80.0,MEAH+,0.42546875,0.0477955245149788
curve,80.0,MEAH+,0.4304624999999999,0.0483522753979296
curve,80.0,MEAH+,0.43545625,0.0489083738492692
curve,80.0,MEAH+,0.44045,0.0494636876249665
curve,80.0,MEAH+,0.4454437499999999,0.0500180510860003
curve,80.0,MEAH+,0.4504375,0.0505712673522922
curve,80.0,MEAH+,0.45543125,0.0511230970881197
curve,80.0,MEAH+,0.460425,0.0516732545738312
curve,80.0,MEAH+,0.46541875,0.0522214011699613
curve,80.0,MEAH+,0.4704125,0.0527671424928556
curve,80.0,MEAH+,0.47540625,0.0533100244623688
curve,80.0,MEAH+,0.4804,0.0538495348362511
curve,80.0,MEAH+,0.48539375,0.0543851109612777
curve,80.0,MEAH+,0.4903875,0.0549161486528185
curve,80.0,MEAH+,0.49538125,0.0554420203116408
curve,80.0,MEAH+,0.500375,0.0559620922697862
curve,80.0,MEAH+,0.50536875,0.0564757494446182
curve,80.0,MEAH+,0.5103624999999999,0.0569824112144938
curve,80.0,MEAH+,0.51535625,0.0574815515814393
curve,80.0,MEAH+,0.52035,0.0579727139490999
curve,80.0,MEAH+,0.52534375,0.058455513438075
curve,80.0,MEAH+,0.5303375,0.0589296489275312
curve,80.0,MEAH+,0.53533125,0.0593948893127448
curve,80.0,MEAH+,0.5403249999999999,0.0598510803425207
curve,80.0,MEAH+,0.54531875,0.0602981266177834
curve,80.0,MEAH+,0.5503125,0.0607359977824596
curve,80.0,MEAH+,0.55530625,0.061164706365246
curve,80.0,MEAH+,0.5603,0.0615843059371845
curve,80.0,MEAH+,0.56529375,0.0619948826792622
curve,80.0,MEAH+,0.5702875,0.0623965643504005
curve,80.0,MEAH+,0.57528125,0.0627894730848458
curve,80.0,MEAH+,0.580275,0.0631737840408114
curve,80.0,MEAH+,0.58526875,0.0635496531395565
curve,80.0,MEAH+,0.5902625,0.0639172590339735
curve,80.0,MEAH+,0.59525625,0.0642768088138264
curve,80.0,MEAH+,0.60025,0.0646284731923661
curve,80.0,MEAH+,0.60524375,0.0649724325749188
curve,80.0,MEAH+,0.6102375,0.0653089190341823
curve,80.0,MEAH+,0.61523125,0.0656380998415067
curve,80.0,MEAH+,0.620225,0.0659601717428734
curve,80.0,MEAH+,0.62521875,0.0662753430860477
curve,80.0,MEAH+,0.6302125,0.0665837794654836
curve,80.0,MEAH+,0.63520625,0.0668856710494539
curve,80.0,MEAH+,0.6402,0.0671812207888089
curve,80.0,MEAH+,0.64519375,0.0674705732956567
curve,80.0,MEAH+,0.6501875,0.067753937260457
curve,80.0,MEAH+,0.6551812499999999,0.0680314264998363
curve,80.0,MEAH+,0.660175,0.068303265877365
curve,80.0,MEAH+,0.66516875,0.0685695861322388
curve,80.0,MEAH+,0.6701625,0.0688305359839723
curve,80.0,MEAH+,0.67515625,0.0690862697897183
curve,80.0,MEAH+,0.68015,0.0693369476411902
curve,80.0,MEAH+,0.6851437499999999,0.0695826782323965
curve,80.0,MEAH+,0.6901375,0.0698236543225195
curve,80.0,MEAH+,0.69513125,0.0700599267173495
curve,80.0,MEAH+,0.700125,0.0702917073493191
curve,80.0,MEAH+,0.70511875,0.0705190503322527
curve,80.0,MEAH+,0.7101125,0.0707421051331197
curve,80.0,MEAH+,0.7151062499999999,0.0709610052117898
curve,80.0,MEAH+,0.7201,0.0711758424091412
curve,80.0,MEAH+,0.72509375,0.0713867027835664
curve,80.0,MEAH+,0.7300875,0.0715937530021396
curve,80.0,MEAH+,0.73508125,0.0717970306723434
curve,80.0,MEAH+,0.740075,0.0719966597316365
curve,80.0,MEAH+,0.74506875,0.0721927428994409
curve,80.0,MEAH+,0.7500625,0.0723853553054214
curve,80.0,MEAH+,0.75505625,0.0725745437720453
curve,80.0,MEAH+,0.76005,0.0727605130190245
curve,80.0,MEAH+,0.76504375,0.072943234889025
curve,80.0,MEAH+,0.7700375,0.0731228598664467
curve,80.0,MEAH+,0.77503125,0.0732993694354617
curve,80.0,MEAH+,0.780025,0.0734729606512742
curve,80.0,MEAH+,0.78501875,0.073643633549614
curve,80.0,MEAH+,0.7900125,0.0738114839147046
curve,80.0,MEAH+,0.79500625,0.0739765376536463
curve,80.0,MEAH+,0.8,0.074138883460585
curve,80.0,MEACOO-,0.001,0.000106304182987
curve,80.0,MEACOO-,0.00599375,0.0006478882604789
curve,80.0,MEACOO-,0.0109875,0.0011975621846741
curve,80.0,MEACOO-,0.01598125,0.0017499643748314
curve,80.0,MEACOO-,0.020975,0.0023035757380476
curve,80.0,MEACOO-,0.02596875,0.0028578580290704
curve,80.0,MEACOO-,0.0309625,0.0034125669739688
curve,80.0,MEACOO-,0.03595625,0.0039675697335563
curve,80.0,MEACOO-,0.04095,0.004522782234308
curve,80.0,MEACOO-,0.04594375,0.005078146020331
curve,80.0,MEACOO-,0.0509375,0.0056336205435434
curve,80.0,MEACOO-,0.05593125,0.0061891701580669
curve,80.0,MEACOO-,0.060925,0.0067447706657122
curve,80.0,MEACOO-,0.06591875,0.0073003971299071
curve,80.0,MEACOO-,0.0709125,0.0078560306319119
curve,80.0,MEACOO-,0.07590625,0.0084116532129104
curve,80.0,MEACOO-,0.0809,0.0089672487796592
curve,80.0,MEACOO-,0.08589375,0.0095228039351673
curve,80.0,MEACOO-,0.0908875,0.0100783043651863
curve,80.0,MEACOO-,0.09588125,0.0106337373322446
curve,80.0,MEACOO-,0.1008749999999999,0.0111890894862339
curve,80.0,MEACOO-,0.10586875,0.0117443517977044
curve,80.0,MEACOO-,0.1108625,0.0122995103851697
curve,80.0,MEACOO-,0.11585625,0.0128545537445155
curve,80.0,MEACOO-,0.12085,0.013409471665343
curve,80.0,MEACOO-,0.12584375,0.0139642520950885
curve,80.0,MEACOO-,0.1308375,0.0145188827291932
curve,80.0,MEACOO-,0.13583125,0.0150733532478863
curve,80.0,MEACOO-,0.140825,0.015627652111065
curve,80.0,MEACOO-,0.14581875,0.0161817659674623
