row_id,temperature_C,CO2_loading,observed_CO2_pressure_kPa,paper,raw_pred_CO2_pressure_kPa,raw_log10_model_over_data,bubble_total_pressure_kPa,bubble_fugacity_residual_norm,chemical_charge_residual,chemical_max_reaction_residual,penalty_residual_count,diagnostic_success,model_x_CO2,model_x_MEA,model_x_H2O,model_x_MEAH+,model_x_MEACOO-,model_x_HCO3-,model_x_CO3^2-,model_x_H3O+,model_x_OH-,y_CO2,y_H2O,y_MEA,success,message
vle_0020,40.0,0.348,0.0662,Hilliard,0.20799462209524514,0.49719411655886203,6.5307938345828225,9.617752638746424e-08,-1.6685466145041465e-10,8.540441598370307e-08,0,True,9.078395722042506e-07,0.03643799349148761,0.884161753699022,0.0403363800352017,0.03547169556670741,0.0023156134700547336,0.0012734152813439852,3.7434550789411245e-12,2.240612867169339e-06,0.03184829093728872,0.9674448281132144,0.000706880949496796,True,converged
vle_0021,40.0,0.35,0.0721,Hilliard,0.21711646121996386,0.4787574870904893,6.538102444396634,7.181774771547467e-07,-1.640377149871837e-10,6.467237678720039e-08,0,True,9.461468213018583e-07,0.03603972223270228,0.884113637258908,0.04055832296663515,0.0356480196011837,0.0023662052931565183,0.0012709517497968353,3.806487926792975e-12,2.194746989702816e-06,0.03320787079530082,0.9660943749085613,0.0006977542961377892,True,converged
vle_0022,40.0,0.352,0.064,Idris,0.22665908804947454,0.5491931630909889,6.545834615614588,3.545521880532476e-07,-1.8059585071842073e-10,8.932969564057203e-08,0,True,9.861704428786426e-07,0.03564265681087672,0.8840643263567881,0.04078025376191581,0.03582314974030338,0.002418000387791454,0.001268477057412275,3.870832359088682e-12,2.1497105983882795e-06,0.034626461155739655,0.9646849034396366,0.0006886354046236935,True,converged
vle_0023,40.0,0.353,0.0851,Aronu,0.23159363676636407,0.43479706252167516,6.549851337535773,6.330488599853856e-07,-1.6578376668391467e-10,6.351258008407967e-08,0,True,1.0068494095329182e-06,0.03544458445400683,0.8840392164351157,0.04089121302088585,0.03591026052208858,0.002444357253610636,0.0012672339604633041,3.903502114748239e-12,2.1275005159518916e-06,0.03535860965868818,0.9639573114037293,0.0006840789375824924,True,converged
vle_0024,40.0,0.355,0.097,Idris,0.24180188615173598,0.39668794994294215,6.558238986979714,6.621927046701614e-07,-8.55107952393848e-11,8.614151880692589e-08,0,True,1.049586964537344e-06,0.03504938578577774,0.8839880712141969,0.04111311068342913,0.03608355581303996,0.0024980151674564048,0.0012647280506552713,3.969829584824583e-12,2.083694510132798e-06,0.036869941249746026,0.9624550863746737,0.0006749723755802909,True,converged
vle_0025,40.0,0.36,0.0966,Hilliard,0.2694360528337302,0.44547858115240463,6.581264737416719,4.2032667568747684e-08,-5.3049644401543e-12,4.881720627736286e-08,0,True,1.1650448641569755e-06,0.03406706129574179,0.883854636608744,0.04166775061140912,0.03651122655637885,0.002637818063275428,0.0012583641859710653,4.14180111183453e-12,1.9776294738370867e-06,0.04093985937108637,0.9584078978884731,0.0006522427404404901,True,converged
vle_0026,40.0,0.365,0.0677,Jou,0.30039360815760674,0.6471020187301625,6.607576554980409,5.151713153850324e-07,-1.7164966005061648e-10,6.65217871897994e-08,0,True,1.2940262221805445e-06,0.033093293807623,0.8837127869386439,0.04222224340548085,0.03693048849111768,0.0027861552117381698,0.001251861770778612,4.3230006561531975e-12,1.8763440726697821e-06,0.04546199437238263,0.9539084363356503,0.0006295692919670573,True,converged
vle_0027,40.0,0.375,0.107,Idris,0.37401281970382905,0.5435027106949896,6.671779379030338,7.521185986861245e-07,-1.7687058578127214e-10,7.453227368614534e-08,0,True,1.5995496959348807e-06,0.03117374122141318,0.8834016207172967,0.043330703841388665,0.03774154629185783,0.0031107316749786652,0.0012383693649297826,4.715635871293833e-12,1.6873337234232727e-06,0.0560589309771492,0.9433566564615732,0.0005844125612776945,True,converged
vle_0028,40.0,0.377,0.123,Idris,0.3908773680223416,0.50213541387247,6.686738188760515,8.650449245806158e-09,-4.4487006111041614e-11,5.122700486026588e-08,0,True,1.6693460447216655e-06,0.030794634550054,0.883334679633373,0.043552298875983185,0.03789904880226633,0.0031804358455431985,0.0012355813374063023,4.799362674805483e-12,1.6516045298985436e-06,0.05845561123947585,0.9409689733589507,0.000575415401573435,True,converged
vle_0029,40.0,0.382,0.131,Hilliard,0.43661908561097945,0.5228314201295615,6.727705630434862,2.072223352911351e-07,-1.8092918593365872e-10,7.856454775634347e-08,0,True,1.8583622002687775e-06,0.029854413862236265,0.8831599019819996,0.044106161274344025,0.03828538712877264,0.0033622152689079775,0.0012284969538446978,5.016913141437101e-12,1.5651626776435889e-06,0.06489866079095341,0.9345483603094968,0.0005529788995497027,True,converged
vle_0030,40.0,0.386,0.12,Hilliard,0.4772250723271181,0.5995420064009624,6.764468923950243,5.258357838044958e-08,-1.8488776287274462e-10,7.614644736975151e-08,0,True,2.0258527153372776e-06,0.029110342456847293,0.8830121466858272,0.04454907765992736,0.03858652332653055,0.0035157146036031988,0.0012226705185422895,5.199786131672864e-12,1.49889080682258e-06,0.07054878626723489,0.9289161199579521,0.000535093774813031,True,converged
vle_0031,40.0,0.389,0.113,Hilliard,0.51025683193881,0.6547103848061335,6.7946026263138135,8.333619927469726e-07,-1.8554230583191828e-10,7.041502936289135e-08,0,True,2.1619270710764494e-06,0.02855726266311284,0.882896451419195,0.04488116891060834,0.03880749657934926,0.003635793644268395,0.0012182140349236382,5.342385400404628e-12,1.4508161291511102e-06,0.0750973765504272,0.9243809021192233,0.0005217213303495235,True,converged
vle_0032,40.0,0.4,0.128,Hilliard,0.6532205602566203,0.7078498761434475,6.926899615307073,1.9571860576661493e-08,-1.9336489524360493e-10,6.3008852357882e-08,0,True,2.7495103244104614e-06,0.0265685036063834,0.8824338360414612,0.04609802938538707,0.03957932914822154,0.0041151181988959284,0.0012011481428060033,5.908359517099731e-12,1.2859606120780205e-06,0.09430201050021464,0.9052249397774057,0.00047304972237953186,True,converged
vle_0033,40.0,0.401,0.1835,Aronu,0.668130812297254,0.5612254320566364,6.94083357233638,3.4669916004759216e-07,-1.9415472428536398e-10,8.481425339823545e-08,0,True,2.8106968258996255e-06,0.026390943304192165,0.882388615773456,0.04620858097779833,0.03964633098618005,0.004161914479360375,0.0011995319448906624,5.963379542890423e-12,1.2718313331570373e-06,0.09626088932029413,0.903270453087353,0.00046865759235278584,True,converged
vle_0034,40.0,0.417,0.2928,Aronu,0.9609718763902055,0.5161396054931501,7.21804640085057,3.0617705615298973e-07,-2.0820418565852768e-10,7.710045757391981e-08,0,True,4.0105119939925335e-06,0.023631625050399868,0.8815851564460349,0.04797568903466484,0.04063840644907267,0.004991878346101105,0.0011721703095779752,6.935406396220452e-12,1.0638452191717475e-06,0.1331346216168637,0.8664660230546365,0.0003993553284997625,True,converged
vle_0035,40.0,0.421,0.3188,Aronu,1.0529616453533912,0.5188942393590875,7.306124984969836,9.826130309420478e-08,-2.1268817308746025e-10,7.916044708622394e-08,0,True,4.387059490666832e-06,0.02296765689452556,0.8813590079640314,0.048416887525098616,0.04086113383421141,0.005225082602828485,0.0011648272053982574,7.207708580389183e-12,1.0169072078298633e-06,0.14412039864080406,0.8554972183783156,0.0003823829808802319,True,converged
vle_0036,40.0,0.433,0.3809,Aronu,1.3862744414007129,0.5610382436085405,7.627739012059258,9.201844530792869e-07,-2.2263739760930407e-10,8.163435083474724e-08,0,True,5.751741607797046e-06,0.02104456613479971,0.8806133235600262,0.04973891049286579,0.04146204840484827,0.0059930496852014835,0.0011414626718306937,8.104234436091877e-12,8.87300715697588e-07,0.18174120000816088,0.8179261859560835,0.00033261403575568017,True,converged
vle_0037,40.0,0.436,0.445,Idris,1.4850615329642876,0.5233844378731077,7.723624460447341,1.94848885470833e-07,-2.252106258767586e-10,8.473483159576745e-08,0,True,6.15651351954668e-06,0.020580844393256935,0.8804102493814869,0.050069019535223004,0.041595615660281804,0.006201967481433731,0.0011352896116370078,8.348386226049667e-12,8.574148126681885e-07,0.19227521231376327,0.8074042964006634,0.0003204912855733695,True,converged
vle_0038,40.0,0.447,0.5702,Aronu,1.9109284787518823,0.5252172198352807,8.138899987937585,1.5832444688612668e-08,-2.3396282349768197e-10,8.778070448300923e-08,0,True,7.904312926825375e-06,0.01894291689768257,0.8796047383755653,0.05127794698886996,0.04202441948472283,0.007029864212731426,0.0011114538282510974,9.318444197256948e-12,7.558899317002305e-07,0.23478952703485864,0.7649330723943936,0.00027740057074771056,True,converged
vle_0039,40.0,0.46,0.813,Idris,2.569634008250186,0.49978072578536376,8.785290642279131,6.135940164853082e-07,-2.4041984174395977e-10,9.36022201969422e-08,0,True,1.0619252365968802e-05,0.01714079664884861,0.8785223705405016,0.05270349135158339,0.042400690594408666,0.008140611061154176,0.001080769418973822,1.0630052431475921e-11,6.511215337701112e-07,0.2924927714837169,0.707277393131386,0.000229835384897052,True,converged
vle_0040,40.0,0.464,1.0662,Aronu,2.812791151441287,0.4212988089909008,9.024704941946812,5.245101064588198e-08,-2.6142440144645545e-10,6.864607016154878e-08,0,True,1.1625487048145465e-05,0.01661676351865653,0.8781596178795646,0.05314137859101749,0.042486723953183286,0.008512504235408997,0.0010707643644858854,1.1072487442459853e-11,6.219595626856334e-07,0.31167679935633563,0.6881071296469058,0.00021607099675846988,True,converged
vle_0041,40.0,0.464,0.75,Hilliard,2.8127911514411306,0.5740762237881218,9.024704941946812,5.245104262030509e-08,-2.6142440144645545e-10,6.864607016154878e-08,0,True,1.1625487048145465e-05,0.01661676351865653,0.8781596178795646,0.05314137859101749,0.042486723953183286,0.008512504235408997,0.0010707643644858854,1.1072487442459853e-11,6.219595626856334e-07,0.3116767993563183,0.6881071296469232,0.00021607099675848495,True,converged
vle_0042,40.0,0.466,0.574,Hilliard,2.942402035892297,0.7097901199910276,9.15245449272734,3.5053492908332373e-07,-2.749193246003811e-10,6.971075983130959e-08,0,True,1.2162767078910256e-05,0.01636022353241458,0.8779728933722573,0.053360195407714514,0.042524387047845266,0.008703859171337529,0.0010656707990774911,1.1300955534670034e-11,6.078909736231047e-07,0.32148775372009425,0.6783028888154615,0.00020935746444416043,True,converged
vle_0043,40.0,0.4735,0.604,Jou,3.479859267143499,0.760524741894735,9.682997410839702,8.288601911488058e-07,-1.385751811088449e-10,5.440431039005489e-08,0,True,1.4397704308719584e-05,0.015431192558031636,0.8772405232430625,0.05417992965587558,0.04263343189538025,0.009453993878122022,0.0010459729874953462,1.2201599049471354e-11,5.580655223657083e-07,0.35937831226185657,0.6404364399875162,0.00018524775062710836,True,converged
vle_0044,40.0,0.476,1.8326,Aronu,3.678337479290472,0.30258389005476094,9.879197876059168,2.1551122492136088e-07,-1.3831771610874157e-10,4.837567146864785e-08,0,True,1.522590812669203e-05,0.015133136907083306,0.8769850659566776,0.054452891077655344,0.0426584331623324,0.009715493430618652,0.0010392110979393111,1.2517665363401612e-11,5.424470490302742e-07,0.37233159264927773,0.6274908066783799,0.00017760067234248334,True,converged
vle_0045,40.0,0.477,1.8278,Aronu,3.760596508755977,0.3133280655311295,9.960548523083041,4.295357314276771e-08,-1.3813221705002225e-10,4.433079414667418e-08,0,True,1.5569611301206777e-05,0.015015539940897816,0.8768812991581043,0.05456203489754592,0.04266684772943784,0.009821693640263727,0.0010364786762136022,1.2646349094745996e-11,5.36333589246827e-07,0.37754913798582423,0.6222762638217042,0.00017459819247148486,True,converged
vle_0046,40.0,0.481,0.883,Hilliard,4.106694252888656,0.6675316668616336,10.303025167084359,3.0933709993519187e-07,-1.3767644065257245e-10,5.153903437360441e-08,0,True,1.7018653543576284e-05,0.014554495555842761,0.8764571194471718,0.05499838324718369,0.04269138111651573,0.010255689018290357,0.001025400322380904,1.317422186879223e-11,5.126258971916647e-07,0.3985911114736027,0.601245972058325,0.00016291646807229987,True,converged
