row_id,temperature_C,CO2_loading,source,target_x_CO2,target_x_MEA,target_x_H2O,target_x_MEAH+,target_x_MEACOO-,target_x_HCO3-,target_x_CO3^2-,target_x_H3O+,target_x_OH-,model_x_CO2,log10_model_over_target_CO2,model_x_MEA,log10_model_over_target_MEA,model_x_H2O,log10_model_over_target_H2O,model_x_MEAH+,log10_model_over_target_MEAH+,model_x_MEACOO-,log10_model_over_target_MEACOO-,model_x_HCO3-,log10_model_over_target_HCO3-,model_x_CO3^2-,log10_model_over_target_CO3^2-,model_x_H3O+,log10_model_over_target_H3O+,model_x_OH-,log10_model_over_target_OH-,reaction_R1_water_autoionization,reaction_R2_CO2_to_HCO3,reaction_R3_HCO3_to_CO3,reaction_R4_MEACOO_hydrolysis,reaction_R5_MEAH_dissociation,mass_balance_carbon_total,mass_balance_mea_total,mass_balance_water_total,charge_residual,state_failure_count,success,message
cheq_0000,20.0,0.075,Bottinger,0.001349733698379342,0.14852407581181237,0.82819519930516,0.007108386177843012,0.008558218196377136,0.0024072773939469074,1.0000000299652187e-12,0.003857109414481031,9.999999999999998e-13,3.000113498352058e-10,-6.653110405936966,0.09541068145300986,-0.1921998609407209,0.884808422490385,0.02871653927547621,0.011313842948438521,0.20183913212292987,0.005521644773227611,-0.19031489134566296,5.0027473370384985e-05,-1.6823175680569382,0.0028467901430944695,9.454355440415188,7.563427789294225e-14,-10.707543293765275,4.859041838709742e-05,7.6865506385654845,-8.991509758971006e-10,-5.3751147532921095e-08,-7.154418923960293e-08,-1.5296208744075557e-09,-1.918795788924399e-09,3.856052629980233e-12,3.0217578439462045e-11,-2.01315630832255e-11,-2.6376722054894004e-12,0,True,converged
cheq_0001,20.0,0.106,Matin,0.00046593645067704025,0.09458788395734363,0.8813722485135742,0.011548774053795402,0.00940703675352989,0.0023799287836657355,1.0046299879860273e-12,0.00023819148540948389,1e-12,8.275947015626678e-10,-5.75050898551432,0.08850863128309021,-0.02884988512078698,0.8843486406762167,0.0014641407081220864,0.015213448362344457,0.11969178007604289,0.008524089440691805,-0.04280484284105721,8.983414303084458e-05,-1.4231225323172392,0.0032841695118121144,9.51441942744405,1.1070316107185801e-13,-9.33276621066179,3.1185755108380745e-05,7.4939562641938755,1.9092105674189952e-10,-7.808100832562559e-08,-8.139913276750121e-08,1.3721734859473145e-09,1.49800527537991e-09,5.898059818321144e-17,-1.3877787807814457e-17,0.0,-9.658886104130238e-17,0,True,converged
cheq_0002,20.0,0.11,Jakobsen,0.0014901398642312392,0.1037539857046046,0.8707282019097141,0.008111061083210587,0.010446363876721133,0.001426701830102873,9.384703560061698e-05,0.003949698694814653,9.999999999999998e-13,9.290323416613264e-10,-6.205196200115132,0.08761836109074378,-0.07340966370607252,0.8843030203123641,0.006718497339979936,0.01570192008013577,0.2868750905294727,0.00892588790386273,-0.06831372104964381,9.596727268002548e-05,-1.172210065687877,0.0033252224926523574,1.54940015064971,1.155420939991594e-13,-10.533823732361805,2.9619918413433244e-05,7.471583857944658,-2.7198687746476935e-10,-4.3524977400011267e-08,-1.2506510429943773e-05,-3.191811259739552e-09,-1.41578482271143e-09,6.012551567735613e-15,2.55351295663786e-15,4.551914400963142e-15,-9.475283242483395e-15,0,True,chemical equilibrium did not converge
cheq_0003,20.0,0.128,Matin,0.0005800357394153343,0.08945165591122065,0.8815634747184822,0.013970719786219105,0.012016278610492977,0.00218613820294017,1.005212009601407e-12,0.0002316970292244678,1e-12,1.5169372503480254e-09,-5.582487137700765,0.08361420426007665,-0.029308323525949347,0.8841264473887405,0.0012607940451757717,0.01786808317827818,0.10685918350207757,0.010763881579928311,-0.04780107818920566,0.00012680701022768368,-1.236534350481992,0.0034768195334829916,9.538924480326688,1.3838390346317752e-13,-9.223834888584475,2.375553219000507e-05,7.37576476426874,-1.1076757289174566e-09,-6.466972024554707e-08,-7.182938333016864e-08,-3.0169999831741734e-10,-7.193179385467374e-11,7.931499207414205e-12,1.393618553890974e-11,2.6497026794913836e-11,-1.074109698347191e-11,0,True,converged
cheq_0004,20.0,0.15,Bottinger,0.0028425795159548496,0.13219076419639503,0.8214376414052388,0.014720383633072138,0.017016381653143352,0.004700393614254819,3.182144887167168e-05,0.007060034532069376,1e-12,2.623738081596692e-09,-6.0347921433221146,0.07872654126947981,-0.2250799414581218,0.8839607972621716,0.031858404930676584,0.020457244964195233,0.14292801718215364,0.013062382710146902,-0.11484481375693069,0.00017270892000104276,-1.434819459168813,0.0036018310922452078,2.053803392985593,1.6904104708583332e-13,-10.620814651090189,1.849115785309433e-05,7.266964106046466,-1.7464181212289986e-09,-3.7713927980576045e-08,-9.001723810797557e-08,-1.373614111344068e-09,-1.1053142401351579e-08,1.369427141129087e-11,6.141201436271615e-11,-3.389821756627498e-11,-7.992608487485293e-12,0,True,converged
cheq_0005,20.0,0.15,Matin,0.000657759882763582,0.08416674702455727,0.881950349192727,0.0162969792310219,0.014622435922813282,0.0019901360251392657,1.0157142224496949e-12,0.00031559271896207733,1e-12,2.6237380759286923e-09,-5.399146904167456,0.07872654123042931,-0.02901937079624899,0.8839607973032714,0.000988868437149933,0.020457244972716143,0.09874003373232215,0.013062382684647456,-0.048997323907142426,0.00017270891960141386,-1.0615679938993787,0.003601831107713418,9.549751810935058,1.6904104857003775e-13,-9.271134797044406,1.849115771358866e-05,7.266964102769951,-4.5378438784382524e-09,-2.985613889450178e-08,-7.75823743026649e-08,-9.2184038180676e-10,-5.636952238319282e-09,3.2719799092362223e-12,5.216438392352529e-12,1.2548406758128294e-11,-4.4295318044204005e-12,0,True,converged
cheq_0006,20.0,0.173,Matin,0.0007448135101791825,0.07899057569094366,0.8819946459246282,0.01872848137001615,0.01714358210751723,0.00199140032760206,1.0034710918153071e-12,0.00040650106711008147,1e-12,4.460510533451935e-09,-5.222662976427601,0.07362698717323539,-0.03053824956892898,0.8838269232261193,0.0009012781595221877,0.023113048812396696,0.09135467316727226,0.015506132692713975,-0.04359807569125043,0.0002324375430588828,-0.9328522980815526,0.0036800124850727184,9.564344426328164,2.050274124859442e-13,-9.297249759212635,1.4453606687422509e-05,7.159976232490321,-3.0984619314722295e-09,-4.7284970605687704e-08,-8.06564194633097e-06,-1.8995720552084094e-09,-9.228564579188969e-10,2.3314683517128287e-15,7.494005416219807e-16,1.9984014443252818e-15,-3.919175707166496e-15,0,True,chemical equilibrium did not converge
cheq_0007,20.0,0.195,Matin,0.0007199482977483722,0.07378495958868811,0.8822212379107898,0.021169786415838263,0.01964483583572776,0.0019920912636591415,1e-12,0.00046714068554864,1e-12,7.208052627149263e-09,-4.999483360360491,0.06876220441560207,-0.030618052672719383,0.8837202742340916,0.0007373102169839543,0.025617984553963816,0.08282848306359072,0.01786597940270505,-0.04122157496796723,0.00030356124977804806,-0.8170628987007449,0.0037184549792565707,9.570362527687479,2.440935366594251e-13,-9.281891413840938,1.1533956306086768e-05,7.0619783018467395,3.056909392284979e-09,-2.739172799692824e-08,-9.668359268744098e-08,7.275389179994818e-10,4.749693971461966e-10,7.883933089702921e-12,4.300892975095394e-12,1.3733680859218111e-11,-1.2813944263645656e-11,0,True,converged
cheq_0008,20.0,0.21,Jakobsen,0.0027780549983051216,0.07414006614813558,0.8810595765813015,0.017855580289988175,0.0203195386605737,9.664497617073778e-05,0.0003966449992563411,0.003353893345268946,1.0000000000000002e-12,9.890632382652849e-09,-5.448516779190897,0.06545456407383371,-0.054113034360393636,0.8836527522839508,0.0012763584074914698,0.027311061436060036,0.18456461025948603,0.01948054263917146,-0.01831279322627853,0.0003616933881886516,0.5731612865433067,0.0037294497136052445,0.9732427724326816,2.7387769790585766e-13,-10.087992579081325,9.926574283887937e-06,6.996799396904918,-4.719207780112811e-08,3.246341506724093e-08,-9.161078651231946e-08,-6.7396101144368e-08,-6.457764101241992e-09,3.9266439405549747e-10,3.797445413677991e-10,2.3050878983355005e-09,-5.78875502228881e-10,0,True,converged
cheq_0009,20.0,0.218,Matin,0.0007498245412472216,0.06854375038559,0.8823797860710281,0.023613997972062914,0.022071234345410837,0.0020920851536564314,1.0000000000034347e-12,0.0005493215290043526,9.999999999999998e-13,1.167751946235268e-08,-4.807609050703268,0.06369413830376836,-0.031868396690367104,0.8836169042296038,0.0006084651013991899,0.028210121809253485,0.07723543980426884,0.020341907762053572,-0.0354349412642207,0.0003964473019058924,-0.7223938910150086,0.003731297883338259,9.571859921761373,2.9096879685834585e-13,-9.275980201951995,9.171032266141614e-06,6.9624182214124515,-4.311177193017102e-09,1.9555688623995593e-08,9.694562308482091e-08,-2.76398104404052e-09,-2.9871323192764976e-09,3.1074493672678116e-11,1.694377971261929e-11,7.477463093152892e-11,-5.208321407247911e-11,0,True,converged
