record_id,source_key,source,source_file,source_row_index,row_status,temperature_C,temperature_K,pressure_bar,mea_mass_fraction,co2_loading_mol_per_mol_mea,species,source_species,measurement_role,reported_value,reported_basis,reported_unit,value_mole_fraction,value_mol_per_kg_source_basis,value_mol_per_kg_unloaded_solution,value_mol_per_kg_initial_water,value_mol_per_kg_loaded_solution,feed_mea_mol_per_kg_unloaded_solution,feed_co2_mol_per_kg_unloaded_solution,loaded_solution_mass_kg_per_kg_unloaded_solution,conversion_total_moles_per_kg_unloaded_solution,conversion_basis,source_table_or_figure,source_line_start,source_line_end,notes,plot_value,mea_mass_percent,plot_basis
cheq_canon_00284,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,3,reported,20,293.15,,0.15,0.79,CO2,CO2,direct_positive,0.0002,mole_fraction,mole_fraction,0.0002,,0.012308946684,0.0144811137459,0.011340708023,2.45563486347,1.93995154214,1.08537726737,61.5447334202,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0002,15.0,liquid_mole_fraction
cheq_canon_00291,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,4,reported,20,293.15,,0.15,1.08,CO2,CO2,direct_positive,0.0009,mole_fraction,mole_fraction,0.0009,,0.055251784428,0.0650020993271,0.0494769226439,2.45563486347,2.65208565254,1.11671828957,61.3908715867,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0009,15.0,liquid_mole_fraction
cheq_canon_00272,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,1,reported,20,293.15,,0.15,0.26,MEA,MEA,direct_positive,0.0213,mole_fraction,mole_fraction,0.0213,,1.26036199016,1.48277881196,1.22591518631,2.45563486347,0.638465064501,1.02809884749,59.1719244209,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0213,15.0,liquid_mole_fraction
cheq_canon_00278,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,2,reported,20,293.15,,0.15,0.52,MEA,MEA,direct_positive,0.0023,mole_fraction,mole_fraction,0.0023,,0.141552886867,0.166532808078,0.134021204117,2.45563486347,1.276930129,1.05619769498,61.5447334202,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0023,15.0,liquid_mole_fraction
cheq_canon_00285,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,3,reported,20,293.15,,0.15,0.79,MEA,MEA,direct_positive,0.0002,mole_fraction,mole_fraction,0.0002,,0.012308946684,0.0144811137459,0.011340708023,2.45563486347,1.93995154214,1.08537726737,61.5447334202,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0002,15.0,liquid_mole_fraction
cheq_canon_00292,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,4,reported,20,293.15,,0.15,1.08,MEA,MEA,direct_positive,0.0002,mole_fraction,mole_fraction,0.0002,,0.0122781743173,0.0144449109616,0.0109948716986,2.45563486347,2.65208565254,1.11671828957,61.3908715867,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0002,15.0,liquid_mole_fraction
cheq_canon_00273,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,1,reported,20,293.15,,0.15,0.26,MEAH+,MEAH^+,direct_positive,0.01,mole_fraction,mole_fraction,0.01,,0.591719244209,0.696140287305,0.575547035827,2.45563486347,0.638465064501,1.02809884749,59.1719244209,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.01,15.0,liquid_mole_fraction
cheq_canon_00279,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,2,reported,20,293.15,,0.15,0.52,MEAH+,MEAH^+,direct_positive,0.0204,mole_fraction,mole_fraction,0.0204,,1.25551256177,1.47707360209,1.18870981043,2.45563486347,1.276930129,1.05619769498,61.5447334202,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0204,15.0,liquid_mole_fraction
cheq_canon_00286,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,3,reported,20,293.15,,0.15,0.79,MEAH+,MEAH^+,direct_positive,0.0277,mole_fraction,mole_fraction,0.0277,,1.70478911574,2.00563425381,1.57068806119,2.45563486347,1.93995154214,1.08537726737,61.5447334202,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0277,15.0,liquid_mole_fraction
cheq_canon_00293,Jakobsen2005,Jakobsen 2005,data/reference/MEA/ChEq/Jakobsen_2005_ChEq.csv,4,reported,20,293.15,,0.15,1.08,MEAH+,MEAH^+,direct_positive,0.0321,mole_fraction,mole_fraction,0.0321,,1.97064697793,2.31840820933,1.76467690763,2.45563486347,2.65208565254,1.11671828957,61.3908715867,reported_mole_fraction_scaled_by_MEA_moiety_balance_per_kg_unloaded_solution,,,,Legacy ChEq value treated as true-species liquid mole fraction; mol/kg columns use a 1 kg unloaded MEA-water feed basis.,0.0321,15.0,liquid_mole_fraction
