row_id,source,temperature_C,MEA_weight_fraction,CO2_loading,observed_CO2_pressure_kPa,model_CO2_pressure_kPa,model_total_pressure_kPa,log10_model_over_data,fugacity_residual_norm,charge_residual,max_abs_reaction_residual,state_failure_count,solver_success,message
vle_0052,Jou1995,40.0,0.3,0.0888,0.00147,6.889803308102557e-05,6.3328125,-1.329110511015443,0.009684330889202314,-6.98822357131975e-12,5.558963778184989e-08,24,True,converged
vle_0001,Aronu2011,40.0,0.3,0.102,0.0016,0.00010015076911831006,6.386826114688471,-1.2034656938036097,7.441758214099536e-07,-6.159250647214728e-12,5.2498116076549195e-08,0,True,converged
vle_0018,Hilliard2008,40.0,0.3,0.153,0.0057,0.0003338290623043181,6.356500470015522,-1.232350713116625,9.974653689681645e-07,-1.6066765555792714e-10,9.218564933632933e-08,0,True,converged
vle_0019,Hilliard2008,40.0,0.3,0.163,0.00664,0.00041303746428740756,6.35051980837938,-1.2061786335339815,3.971624612519875e-08,-1.635001441656033e-10,9.164590508703441e-08,0,True,converged
vle_0020,Hilliard2008,40.0,0.3,0.17,0.00721,0.0004780806128609723,6.346314878839972,-1.1784341321891194,1.1615355610672395e-07,-1.6409440293526463e-10,9.229777475638912e-08,0,True,converged
vle_0021,Hilliard2008,40.0,0.3,0.191,0.00995,0.0007335214105125736,6.333607931987621,-1.1324102859041756,6.122080288967213e-07,-1.6118693362770326e-10,8.884900637440296e-08,0,True,converged
vle_0022,Hilliard2008,40.0,0.3,0.194,0.00985,0.0007789846942779866,6.331782773300212,-1.1019073058878388,3.9566035785199016e-07,-1.6033459185571227e-10,8.536023798910719e-08,0,True,converged
vle_0053,Jou1995,40.0,0.3,0.203,0.00896,0.0009319395157657602,6.326285360883474,-0.9829202827390116,9.295678715659506e-08,-1.5727091599648324e-10,8.796893524731786e-08,0,True,converged
vle_0002,Aronu2011,40.0,0.3,0.206,0.0123,0.0009890119999298149,6.324445589560965,-1.0947035504067428,7.544501023915018e-08,-1.0724758395715139e-10,7.237808219429098e-08,0,True,converged
vle_0023,Hilliard2008,40.0,0.3,0.232,0.0146,0.0016488619556859917,6.308353715531531,-0.9471685581710746,5.446170581180354e-08,-7.788387713621517e-11,6.075899250390648e-08,0,True,converged
vle_0042,Idris2014,40.0,0.3,0.242,0.021,0.0020057302157743045,6.302101735995231,-1.0199467776546873,9.315631430972804e-07,-6.97027561232346e-12,7.404325330639949e-08,0,True,converged
vle_0024,Hilliard2008,40.0,0.3,0.246,0.0191,0.0021694255123200635,6.299586022383974,-0.9446886241186225,3.9545130192664146e-07,-1.2645312336647036e-11,5.3622105866679703e-08,0,True,converged
vle_0003,Aronu2011,40.0,0.3,0.25,0.0246,0.0023467101132301754,6.297071313011499,-1.0204756621575812,7.575961742389836e-07,-1.1452042639252492e-11,9.059303351932613e-08,0,True,converged
vle_0025,Hilliard2008,40.0,0.3,0.269,0.0231,0.003415831484220565,6.285061206357457,-0.8301155427224689,9.969992902369995e-07,-7.303724418914837e-12,8.637199400141071e-08,0,True,converged
vle_0026,Hilliard2008,40.0,0.3,0.272,0.0224,0.0036262003651240343,6.283166968778409,-0.790796221039201,5.7073926562623e-07,-3.778783641788901e-12,5.289966864552298e-08,0,True,converged
vle_0043,Idris2014,40.0,0.3,0.321,0.038,0.009966808499307334,6.2530524297599195,-0.5812274827416501,1.7285207443151762e-07,-7.2702107853215734e-12,9.164295988739468e-08,0,True,converged
vle_0027,Hilliard2008,40.0,0.3,0.326,0.0485,0.011108286160503342,6.250225756956687,-0.6400946795219943,1.096561144109387e-07,-3.750456545091672e-12,5.785558698789828e-08,0,True,converged
vle_0044,Idris2014,40.0,0.3,0.33,0.043,0.012126152720143822,6.24802811710427,-0.5497454220205634,5.166191354710747e-07,-3.844309057303023e-12,6.7476911169706e-08,0,True,converged
vle_0004,Aronu2011,40.0,0.3,0.337,0.0603,0.014168160116440866,6.244369852856929,-0.6290038559052108,9.275946766251764e-08,-4.0134269004219445e-12,7.565460791170153e-08,0,True,converged
vle_0045,Idris2014,40.0,0.3,0.345,0.05,0.01698952274478528,6.240540468649655,-0.46878882512662023,2.6818248954896262e-08,-4.173004284501223e-12,8.68218599237025e-08,0,True,converged
vle_0028,Hilliard2008,40.0,0.3,0.348,0.0662,0.01820729079459942,6.239220535922277,-0.5606126609148905,8.162828581959047e-07,-4.186833387396328e-12,8.782033233956099e-08,0,True,converged
