temperature_C,n,epcsaft_median_abs_log10_error,legacy_median_abs_log10_error,median_abs_epcsaft_minus_legacy_log10,max_abs_epcsaft_minus_legacy_log10,expected_legacy_median_abs_log10_error,epcsaft_delta_vs_expected,legacy_delta_vs_expected
40,5,0.3915572927666956,0.39155729249469207,3.8968704344527236e-10,4.305584567901678e-07,0.39155729207995144,6.86744161537689e-10,4.147406307275503e-10
60,7,0.30604026435853326,0.30604026442698273,2.371359350131912e-10,5.807877208458738e-10,0.3060402645017894,-1.4325612918142383e-10,-7.480666086578935e-11
80,6,0.15416556534496823,0.15416556573053447,9.726624370552498e-10,1.386872186804793e-09,0.15416556579951093,-4.545427090274501e-10,-6.897646342984842e-11
100,7,0.05503532218615222,0.05503532223479018,2.5344358035811666e-10,4.509304949262679e-09,0.05503532221359544,-2.7443214367650626e-11,2.1194740407182167e-11
120,6,0.07842251543648167,0.07842251497941942,4.5706226546896615e-10,1.3160791192707777e-09,0.07842251498018801,4.5629365563737423e-10,-7.685935221601881e-13
