temperature_C,n,rmse_kPa,mae_kPa,median_abs_log10_error,median_log10_pred_over_obs,expected_legacy_median_abs_log10_error,delta_vs_expected
40,5,19.170764435802518,9.94588588351235,0.3915572920799738,0.3448966071413341,0.39155729207995144,2.2370993946196904e-14
60,7,46.976202665621216,26.098034233106947,0.3060402644625141,0.09928170788313448,0.3060402645017894,-3.927530523029077e-11
80,6,38.32703738472008,19.480574456940573,0.15416556580017232,-0.05421200775725858,0.15416556579951093,6.613876113448214e-13
100,7,149.2822274454742,68.89466034116626,0.05503532223643554,-0.02442479478947417,0.05503532221359544,2.2840104807464456e-11
120,6,79.20946872821169,53.33730910282569,0.0784225149796336,-0.0784225149796336,0.07842251498018801,-5.544176229221875e-13
