source_key,row_status,property,temperature_C,mea_mass_fraction,co2_loading_mol_per_mol_mea,pressure_kPa,value,value_unit,uncertainty_value,uncertainty_unit,uncertainty_type,temperature_uncertainty_K,mea_mass_fraction_relative_uncertainty_percent,co2_loading_relative_uncertainty_percent,measurement_role,lifecycle_status,source_table_or_figure,source_line_start,source_line_end,notes
Amundsen2009,extracted,dynamic_viscosity,50,0.50,,,2.54,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,50,0.70,,,4.94,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,50,0.90,,,7.06,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,50,1.00,,,6.72,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,70,0.20,,,0.67,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,70,0.30,,,0.92,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,70,0.40,,,1.14,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,70,0.50,,,1.57,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,70,0.70,,,2.79,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,70,0.90,,,3.81,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,70,1.00,,,3.69,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,80,0.20,,,0.58,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,80,0.30,,,0.77,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,80,0.40,,,0.95,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,80,0.50,,,1.28,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,80,0.70,,,2.18,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,80,0.90,,,2.93,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,80,1.00,,,2.85,mPa*s,1,percent,combined_relative,0.03,0.5,,direct_positive,validation_only,Table 5,117,128,Unloaded binary MEA-water measurement.
Amundsen2009,extracted,dynamic_viscosity,25,0.20,0.1,,1.8,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.20,0.2,,1.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.20,0.3,,1.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.20,0.4,,2.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.20,0.5,,2.2,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.20,0.1,,1.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.20,0.2,,1.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.20,0.3,,1.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.20,0.4,,1.4,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.20,0.5,,1.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.20,0.1,,1.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.20,0.2,,1.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.20,0.3,,1.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.20,0.4,,1.2,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.20,0.5,,1.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.20,0.1,,0.7,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.20,0.2,,0.7,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.20,0.3,,0.8,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.20,0.4,,0.8,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.20,0.5,,0.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.20,0.1,,0.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.20,0.2,,0.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.20,0.3,,0.7,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.20,0.4,,0.7,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.20,0.5,,0.8,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 6,133,144,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.30,0.1,,2.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.30,0.2,,2.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.30,0.3,,3.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.30,0.4,,3.5,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.30,0.5,,3.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.30,0.1,,1.7,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.30,0.2,,2.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.30,0.3,,2.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.30,0.4,,2.4,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.30,0.5,,2.7,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.30,0.1,,1.4,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.30,0.2,,1.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.30,0.3,,1.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.30,0.4,,1.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.30,0.5,,2.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.30,0.1,,0.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.30,0.2,,1.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.30,0.3,,1.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.30,0.4,,1.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.30,0.5,,1.5,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.30,0.1,,0.8,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.30,0.2,,0.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.30,0.3,,0.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.30,0.4,,1.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.30,0.5,,1.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 7,149,160,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.40,0.1,,4.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.40,0.2,,4.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.40,0.3,,5.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.40,0.4,,6.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,25,0.40,0.5,,7.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.40,0.1,,2.5,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.40,0.2,,3.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.40,0.3,,3.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.40,0.4,,4.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,40,0.40,0.5,,4.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.40,0.1,,2.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.40,0.2,,2.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.40,0.3,,2.6,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.40,0.4,,3.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,50,0.40,0.5,,3.8,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.40,0.1,,1.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.40,0.2,,1.5,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.40,0.3,,1.7,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.40,0.4,,2.0,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,70,0.40,0.5,,2.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.40,0.1,,1.1,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.40,0.2,,1.3,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.40,0.3,,1.4,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.40,0.4,,1.7,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
Amundsen2009,extracted,dynamic_viscosity,80,0.40,0.5,,1.9,mPa*s,3,percent,combined_relative,0.03,0.5,2,direct_positive,validation_only,Table 8,165,176,CO2-loaded ternary measurement; MEA mass fraction is on the unloaded-solution basis.
