row_id,temperature_C,CO2_loading,observed_CO2_pressure_kPa,paper,raw_pred_CO2_pressure_kPa,raw_log10_model_over_data,bubble_total_pressure_kPa,bubble_fugacity_residual_norm,chemical_charge_residual,chemical_max_reaction_residual,penalty_residual_count,diagnostic_success,model_x_CO2,model_x_MEA,model_x_H2O,model_x_MEAH+,model_x_MEACOO-,model_x_HCO3-,model_x_CO3^2-,model_x_H3O+,model_x_OH-,y_CO2,y_H2O,y_MEA,success,message
vle_0020,40.0,0.348,0.0662,Hilliard,0.207994620777894,0.497194113808222,6.5307938345828225,9.624228525240142e-08,-1.636094949946576e-10,9.612591078678179e-08,0,True,9.07839566428105e-07,0.036437993357084565,0.8841617537778134,0.04033638009361471,0.035471695642938915,0.0023156133331393024,0.0012734153391808487,3.7434550363458805e-12,2.2406129184473493e-06,0.031848290735574936,0.967444828317995,0.0007068809464300641,True,converged
vle_0021,40.0,0.35,0.0721,Hilliard,0.21711646032237283,0.47875748529505274,6.538102444396634,7.177765404264846e-07,-1.6408840956179337e-10,6.930595120024918e-08,0,True,9.461468171100612e-07,0.036039722224925776,0.8841136372677183,0.04055832296556507,0.035648019610050846,0.002366205285387353,0.0012709517487389061,3.8064879244629985e-12,2.1947469902015688e-06,0.03320787065801465,0.9660943750446043,0.0006977542973810541,True,converged
vle_0022,40.0,0.352,0.064,Idris,0.2266590861460863,0.5491931594439653,6.545834615614588,3.531682024882077e-07,-9.032090814620788e-11,7.93255914288693e-08,0,True,9.861704365518107e-07,0.03564265662851544,0.8840643271613392,0.04078025352424216,0.03582314924636747,0.002418000444208214,0.001268477110406622,3.870832380097371e-12,2.14971061351839e-06,0.03462646086496111,0.9646849037349653,0.0006886354000737002,True,converged
vle_0023,40.0,0.353,0.0851,Aronu,0.231593637658126,0.434797064193946,6.549851337535773,6.340827862771903e-07,-1.658110848792449e-10,6.148902009783797e-08,0,True,1.0068494152989046e-06,0.03544458445455696,0.8840392164363148,0.040891213019121166,0.035910260523302324,0.0024443572541521462,0.0012672339587172677,3.903502121548509e-12,2.1275005164876916e-06,0.035358609794838125,0.963957311268852,0.0006840789363099373,True,converged
vle_0024,40.0,0.355,0.097,Idris,0.24180187702458353,0.3966879335498855,6.558238986979714,6.651602454665895e-07,-1.671401725645755e-10,7.551841108011104e-08,0,True,1.0495869242838838e-06,0.035049385974528925,0.8839880703874397,0.041113110940609,0.03608355628249926,0.002498015117686136,0.0012647280118505237,3.969829620637648e-12,2.083694492474935e-06,0.036869939858038214,0.9624550877595647,0.0006749723823971537,True,converged
vle_0025,40.0,0.36,0.0966,Hilliard,0.26943605125520026,0.44547857860802786,6.581264737416719,4.276982501494331e-08,-5.3170147228264364e-12,6.049512180084093e-08,0,True,1.1650448602418495e-06,0.03406706129969187,0.8838546366031513,0.0416677506130441,0.036511226550795285,0.0026378180672339178,0.0012583641876070908,4.141801119394703e-12,1.977629474377207e-06,0.04093985913123431,0.9584078981275306,0.0006522427412351489,True,converged
vle_0026,40.0,0.365,0.0677,Jou,0.30039359442065067,0.6471019988699385,6.607576554980409,5.173349166831542e-07,-1.7414045249221714e-10,9.847053306089038e-08,0,True,1.2940261578960528e-06,0.0330932937402297,0.8837127870420239,0.042222243367788764,0.03693048859623694,0.002786155145248308,0.0012518617339098703,4.3230006102635056e-12,1.8763440815063246e-06,0.04546199229341223,0.9539084384144036,0.0006295692921841396,True,converged
vle_0027,40.0,0.375,0.107,Idris,0.37401281828326305,0.5435027090454633,6.671779379030338,7.513958131255549e-07,-1.769235530141007e-10,7.659013601113429e-08,0,True,1.5995496994121413e-06,0.03117374122304834,0.883401620717553,0.04333070383946553,0.037741546292167076,0.0031107316765967576,0.0012383693630337435,4.715635859078502e-12,1.6873337202217408e-06,0.0560589307642276,0.9433566566758711,0.0005844125599012632,True,converged
vle_0028,40.0,0.377,0.123,Idris,0.3908773710756321,0.5021354172649078,6.686738188760515,7.359188813893525e-09,-4.4799507178748505e-11,7.657085276946418e-08,0,True,1.66934605792169e-06,0.03079463453140345,0.883334679656511,0.04355229887133041,0.03789904882556328,0.003180435826874943,0.0012355813329271517,4.799362630060897e-12,1.651604532439696e-06,0.05845561169609467,0.9409689729028353,0.0005754154010699258,True,converged
vle_0029,40.0,0.382,0.131,Hilliard,0.4366190873268463,0.5228314218362929,6.727705630434862,2.0771001096875352e-07,-1.808885942742237e-10,6.988012923869746e-08,0,True,1.8583622033722196e-06,0.029854413871459425,0.88315990197213,0.04410616127501087,0.03828538711886856,0.0033622152781422002,0.001228496954492707,5.01691314404845e-12,1.5651626760072853e-06,0.06489866104599828,0.9345483600529889,0.0005529789010128414,True,converged
