row_id,temperature_C,CO2_loading,source,target_x_CO2,target_x_MEA,target_x_H2O,target_x_MEAH+,target_x_MEACOO-,target_x_HCO3-,target_x_CO3^2-,target_x_H3O+,target_x_OH-,model_x_CO2,log10_model_over_target_CO2,model_x_MEA,log10_model_over_target_MEA,model_x_H2O,log10_model_over_target_H2O,model_x_MEAH+,log10_model_over_target_MEAH+,model_x_MEACOO-,log10_model_over_target_MEACOO-,model_x_HCO3-,log10_model_over_target_HCO3-,model_x_CO3^2-,log10_model_over_target_CO3^2-,model_x_H3O+,log10_model_over_target_H3O+,model_x_OH-,log10_model_over_target_OH-,reaction_R1_water_autoionization,reaction_R2_CO2_to_HCO3,reaction_R3_HCO3_to_CO3,reaction_R4_MEACOO_hydrolysis,reaction_R5_MEAH_dissociation,mass_balance_carbon_total,mass_balance_mea_total,mass_balance_water_total,charge_residual,state_failure_count,success,message
cheq_0000,20.0,0.075,Bottinger,0.001349733698379342,0.14852407581181237,0.82819519930516,0.007108386177843012,0.008558218196377136,0.0024072773939469074,1.0000000299652187e-12,0.003857109414481031,9.999999999999998e-13,3.000113434613952e-10,-6.653110415163653,0.09541068179450733,-0.1921998593862779,0.8848084220747368,0.028716539071461718,0.011313842969949367,0.2018391329486476,0.005521644820250533,-0.19031488764716434,5.002747334084327e-05,-1.6823175683133933,0.0028467901488395575,9.454355441291636,7.563427798765466e-14,-10.707543293221434,4.8590418288680596e-05,7.686550637685849,-3.245411051011615e-09,-3.408102600133134e-08,-6.851252010164899e-08,-8.34712210462385e-09,4.6211923176997516e-10,5.7338047504407186e-11,4.526098662527289e-10,-3.0190350219783113e-10,-3.920413390353771e-11,0,True,converged
cheq_0001,20.0,0.106,Matin,0.00046593645067704025,0.09458788395734363,0.8813722485135742,0.011548774053795402,0.00940703675352989,0.0023799287836657355,1.0046299879860273e-12,0.00023819148540948389,1e-12,8.275946744171639e-10,-5.750508999759388,0.08850863129126779,-0.028849885080661147,0.8843486406830887,0.0014641407114969255,0.015213448338075936,0.11969177938325552,0.008524089469940238,-0.04280484135087658,8.983414314499908e-05,-1.4231225317653704,0.003284169491635123,9.51441942477587,1.1070316084239314e-13,-9.332766211561994,3.118575514186036e-05,7.493956264660114,-2.2802737476013135e-10,-4.777976414516161e-08,-9.021180247259508e-08,-1.9520047800369866e-09,6.203748625921435e-11,9.624927591045385e-12,1.8166024240429124e-11,2.7833402249655137e-11,-1.3154196272003888e-11,0,True,converged
cheq_0002,20.0,0.11,Jakobsen,0.0014901398642312392,0.1037539857046046,0.8707282019097141,0.008111061083210587,0.010446363876721133,0.001426701830102873,9.384703560061698e-05,0.003949698694814653,9.999999999999998e-13,9.29032325396866e-10,-6.205196207718275,0.0876183611146758,-0.07340966358744959,0.8843030231431659,0.006718498730229215,0.01570191721897816,0.28687501139360466,0.008925890741087844,-0.06831358300275943,9.596730303720988e-05,-1.1722099283081722,0.0033252196250685307,1.5493997761254874,1.1554207154194536e-13,-10.53382381677299,2.961992483871251e-05,7.471583952153663,-3.2544136274736957e-09,6.196810886649473e-08,-1.3939225851800074e-05,1.144931260910198e-09,-2.204370019853741e-09,4.4651782271643015e-15,1.887379141862766e-15,3.4416913763379853e-15,-7.037949324890935e-15,0,True,chemical equilibrium did not converge
cheq_0003,20.0,0.128,Matin,0.0005800357394153343,0.08945165591122065,0.8815634747184822,0.013970719786219105,0.012016278610492977,0.00218613820294017,1.005212009601407e-12,0.0002316970292244678,1e-12,1.5169370180005718e-09,-5.582487204221133,0.08361420425223826,-0.02930832356666222,0.8841264470646177,0.0012607938859624185,0.017868083517234713,0.10685919174061939,0.010763881240631943,-0.04780109187892736,0.00012680700652319943,-1.2365343631692802,0.003476819870087277,9.538924522372408,1.3838390652046092e-13,-9.223834878989708,2.3755531591431714e-05,7.3757647533257265,-1.3605188087240094e-09,8.66799823029396e-08,8.145401153569765e-08,8.057323697130414e-10,-6.098446192481788e-10,1.1269214728049093e-12,1.9801660311458136e-12,3.764988321108831e-12,-1.526105844208139e-12,0,True,converged
cheq_0004,20.0,0.15,Bottinger,0.0028425795159548496,0.13219076419639503,0.8214376414052388,0.014720383633072138,0.017016381653143352,0.004700393614254819,3.182144887167168e-05,0.007060034532069376,1e-12,2.6237380165334396e-09,-6.034792154091715,0.07872654131018404,-0.2250799412335772,0.8839607971152793,0.031858404858507654,0.020457245057184353,0.1429280191562543,0.013062382635730894,-0.11484481623109354,0.00017270892002910134,-1.4348194590982568,0.0036018311799801317,2.0538034035643213,1.6904104849468805e-13,-10.620814647470606,1.849115770497723e-05,7.266964102567698,1.5932641872495878e-09,-1.6310437445099524e-09,-5.5641571350406593e-08,7.880050389985627e-09,-4.830933875155097e-09,2.7281357728448086e-11,1.2278233985085762e-10,-6.787803652485991e-11,-1.5805724211951288e-11,0,True,converged
cheq_0005,20.0,0.15,Matin,0.000657759882763582,0.08416674702455727,0.881950349192727,0.0162969792310219,0.014622435922813282,0.0019901360251392657,1.0157142224496949e-12,0.00031559271896207733,1e-12,2.6237380846571886e-09,-5.399146902722671,0.07872654123048772,-0.02901937079592676,0.8839607973057194,0.000988868438352697,0.020457244970208767,0.09874003367909218,0.013062382687106381,-0.04899732382538875,0.00017270891964308137,-1.0615679937946014,0.003601831105227245,9.549751810635286,1.690410488601723e-13,-9.271134796299002,1.8491157700159514e-05,7.266964102454547,-2.836344492607168e-09,-3.146862681546736e-08,-7.509770227898116e-08,-1.7254224715657074e-09,-3.314600149906255e-09,3.2869817978564697e-12,5.231648447789894e-12,1.2581380381959661e-11,-4.451359521598624e-12,0,True,converged
cheq_0006,20.0,0.173,Matin,0.0007448135101791825,0.07899057569094366,0.8819946459246282,0.01872848137001615,0.01714358210751723,0.00199140032760206,1.0034710918153071e-12,0.00040650106711008147,1e-12,4.460512296513351e-09,-5.222662804768396,0.07362698719841052,-0.03053824942043155,0.8838269250908407,0.00090127907580818,0.023113046920800743,0.09135463762415878,0.015506134559134521,-0.043598023416701326,0.00023243756993075227,-0.9328522478732092,0.00368001059177796,9.564344202892054,2.050273937141302e-13,-9.297249798975589,1.4453608387622045e-05,7.159976283577032,-1.7539605323690921e-09,-4.493791614379461e-07,-8.82752196673664e-06,-1.960607676210202e-09,-1.8208190510904387e-09,1.779826286352204e-15,5.689893001203927e-16,1.5543122344752192e-15,-2.9854404674312454e-15,0,True,chemical equilibrium did not converge
cheq_0007,20.0,0.195,Matin,0.0007199482977483722,0.07378495958868811,0.8822212379107898,0.021169786415838263,0.01964483583572776,0.0019920912636591415,1e-12,0.00046714068554864,1e-12,7.208052834314999e-09,-4.9994833478784875,0.06876220441942486,-0.03061805264857506,0.8837202742338774,0.000737310216878732,0.025617984547262853,0.08282848294999115,0.017865979412736207,-0.04122157472412528,0.00030356124945920366,-0.8170628991569044,0.003718454972605689,9.570362526910694,2.440935366716706e-13,-9.281891413819151,1.1533956336941978e-05,7.061978303008548,4.671647957366076e-09,-5.6630788947131805e-08,-9.933006950291201e-08,9.80197256694737e-10,1.8373000898463943e-09,1.2193347026512313e-11,1.803582283521621e-11,6.000211438816905e-11,-1.5889007547420205e-11,0,True,converged
cheq_0008,20.0,0.21,Jakobsen,0.0027780549983051216,0.07414006614813558,0.8810595765813015,0.017855580289988175,0.0203195386605737,9.664497617073778e-05,0.0003966449992563411,0.003353893345268946,1.0000000000000002e-12,9.890635015377511e-09,-5.448516663588821,0.06545456373458833,-0.05411303661130466,0.8836527322177362,0.001276348545420299,0.027311082169196154,0.18456493995312362,0.019480522170130143,-0.018313249558349398,0.00036169303643295123,0.5731608641810547,0.0037294702176893543,0.9732451601270575,2.7387793240161117e-13,-10.087992207235903,9.926563317866545e-06,6.996798917133642,1.4184777796799608e-09,7.281730773911477e-09,7.693975589972979e-08,-7.168654114764195e-09,3.1235067865509336e-09,2.401047416444868e-11,2.424307976589546e-11,1.4752543631146864e-10,-3.496544020439125e-11,0,True,converged
cheq_0009,20.0,0.218,Matin,0.0007498245412472216,0.06854375038559,0.8823797860710281,0.023613997972062914,0.022071234345410837,0.0020920851536564314,1.0000000000034347e-12,0.0005493215290043526,9.999999999999998e-13,1.1677519461793526e-08,-4.807609050724063,0.06369413830434005,-0.031868396686469,0.8836169042049855,0.0006084650892993795,0.028210121846332266,0.07723544037509625,0.02034190772588549,-0.03543494203639991,0.00039644730112053223,-0.7223938918753439,0.0037312979072708628,9.571859924546944,2.909687967979856e-13,-9.275980202042087,9.171032254698152e-06,6.962418220870545,-3.924903069218999e-09,6.6941900911388075e-09,9.546436530172286e-08,-1.3428334000309405e-09,-2.2676687194689293e-09,1.824218900936536e-11,1.7828988285728542e-11,6.888445369668261e-11,-2.6530026724200413e-11,0,True,converged
