row_id,source,temperature_C,MEA_weight_fraction,CO2_loading,observed_CO2_pressure_kPa,model_CO2_pressure_kPa,model_total_pressure_kPa,log10_model_over_data,fugacity_residual_norm,charge_residual,max_abs_reaction_residual,state_failure_count,solver_success,message
vle_0055,Jou,40.0,0.3,0.557,8.09,83.2796180770215,89.29666271836989,1.0125902032064609,1.3738423376707942e-07,-7.453465691068082e-12,9.797555478030517e-08,0,True,converged
vle_0056,Hilliard,40.0,0.3,0.591,28.3,199.9734551512819,205.9864938513194,0.8491859149075403,7.935321808538731e-07,-1.1946684194542146e-11,5.8314000739301264e-08,0,True,converged
vle_0057,Jou,40.0,0.3,0.609,36.1,285.4812306951404,291.5022935634676,0.8980703584048052,8.593331779493951e-07,-1.2145117590000993e-11,8.208458268654795e-08,0,True,converged
vle_0058,Jou,40.0,0.3,0.642,103.0,485.25146276506814,491.30667581197855,0.673129628515125,3.1664304067646754e-08,-3.660262047024985e-12,6.439595523488606e-08,0,True,converged
vle_0059,Aronu,60.0,0.3,0.053,0.0045,0.00021376907892334596,17.344200628467767,-1.3232676277956659,5.812869101617935e-07,-7.594462439561994e-13,5.3139999067752797e-08,0,True,converged
vle_0060,Jou,60.0,0.3,0.0564,0.00428,0.0002456515893480438,17.33915669492576,-1.2411241906793056,4.5630497780280166e-07,-2.2717766795347927e-12,5.978591488542406e-08,0,True,converged
vle_0061,Aronu,60.0,0.3,0.105,0.0154,0.001132689607533999,17.267234361197254,-1.1334098049743657,6.44000859750804e-07,-1.024567111957786e-10,5.8072753716942316e-08,0,True,converged
vle_0062,Hilliard,60.0,0.3,0.114,0.0194,0.0014228051346265465,17.253953255313736,-1.1346563061294774,4.4766600959533775e-07,-1.1591902881102813e-10,6.435967847551183e-08,0,True,converged
vle_0063,Jou,60.0,0.3,0.119,0.0193,0.001607876626494725,17.246564076801096,-1.0793045870382105,5.81597310311821e-07,-1.228935513737043e-10,6.682621744857897e-08,0,True,converged
vle_0064,Aronu,60.0,0.3,0.162,0.0427,0.004201070073116694,17.18336117481692,-1.007067949470344,3.491646705100493e-08,-1.4376077480108185e-10,7.34495486653941e-08,0,True,converged
vle_0065,Hilliard,60.0,0.3,0.191,0.0589,0.007582367831482127,17.141112908041947,-0.8903104459406699,7.372670354222066e-07,-1.3455370742125855e-10,7.391400558276473e-08,0,True,converged
vle_0066,Jou,60.0,0.3,0.206,0.0579,0.010193382426081242,17.11952980437073,-0.7543602457431149,2.317229785830932e-08,-1.2542088843559777e-10,7.234057086691337e-08,0,True,converged
vle_0067,Aronu,60.0,0.3,0.244,0.1348,0.021312131151028077,17.067055927560666,-0.8010630121306155,6.90148331539131e-08,-7.69041762534517e-11,5.628514898603498e-08,0,True,converged
vle_0068,Hilliard,60.0,0.3,0.291,0.209,0.05358998591019789,17.01442796748697,-0.5910626432515084,3.2076848038853356e-08,-1.7631793555633363e-12,5.651168422105002e-08,0,True,converged
vle_0069,Aronu,60.0,0.3,0.303,0.3015,0.06831818798444386,17.00606213730224,-0.6447509775129212,3.7545512136805126e-07,-1.793458785276955e-12,5.4871755139629386e-08,0,True,converged
vle_0070,Aronu,60.0,0.3,0.36,0.6436,0.2358872802940694,17.054018975481192,-0.43591151229057773,7.117549136737011e-07,-2.06980084994598e-12,6.79184637419894e-08,0,True,converged
vle_0071,Hilliard,60.0,0.3,0.386,0.763,0.4476083434887944,17.204865529214082,-0.2316263647067641,1.137146536933642e-07,-2.3370726052361423e-12,7.060329920705044e-08,0,True,converged
vle_0072,Jou,60.0,0.3,0.389,0.528,0.48408823782105315,17.234050747480932,-0.037709392075261715,2.3341021027079023e-07,-2.377876679146752e-12,7.234350007934154e-08,0,True,converged
vle_0073,Aronu,60.0,0.3,0.393,1.097,0.5382928860469118,17.27844681806116,-0.3091879872555605,2.0621571250600823e-07,-2.4363500039091714e-12,7.342368846252612e-08,0,True,converged
vle_0074,Aronu,60.0,0.3,0.428,2.5014,1.5056918253829283,18.156399408986793,-0.22044705294890907,2.8844755517454246e-07,-3.1268550872881503e-12,7.560754511359846e-08,0,True,converged
vle_0075,Jou,60.0,0.3,0.438,2.01,2.1057969430028125,18.730191801998785,0.020220433462662363,9.436037058385693e-07,-3.381104687643266e-12,7.52985620522395e-08,0,True,converged
vle_0076,Hilliard,60.0,0.3,0.485,4.86,14.123621580366626,30.63372097885466,0.46330980356530777,8.347038717992916e-07,-4.375838045386706e-12,5.430476690548858e-08,0,True,converged
vle_0077,Aronu,60.0,0.3,0.491,13.558,18.572250446071997,35.070213098172005,0.1366689019043289,5.805903136035795e-08,-4.2087963670012006e-12,5.405904346389434e-08,0,True,converged
vle_0078,Jou,60.0,0.3,0.504,11.0,33.456846173858,49.93112258462881,0.48309231441359163,6.36317335711567e-07,-3.712337696093402e-12,6.168126276406838e-08,0,True,converged
vle_0079,Hilliard,60.0,0.3,0.544,25.8,152.72271778168502,169.1683530717142,0.7722839379915694,8.170015606268066e-07,-3.0243731976586497e-12,8.811532836716651e-08,0,True,converged
vle_0080,Jou,60.0,0.3,0.561,34.0,246.26849022479593,262.73644498653624,0.859929930862949,2.1170646657964198e-07,-3.608420781376462e-12,9.744852036419616e-08,0,True,converged
vle_0081,Jou,60.0,0.3,0.579,82.0,374.915588339581,391.4352010123717,0.6601196456241748,6.839754753684701e-07,-4.243779353882465e-12,9.744402618139247e-08,0,True,converged
vle_0082,Jou,60.0,0.3,0.668,282.0,1417.0304409503517,1434.2463275443083,0.7011300716350574,7.011824623148755e-07,-3.722343079351951e-11,8.780401117292058e-08,0,True,converged
vle_0083,Aronu,80.0,0.3,0.017,0.0056,0.00018320448555346315,41.53319195414072,-1.4852519243377464,2.3402381017778584e-07,-1.1538311809906193e-12,7.55992424217311e-08,0,True,converged
vle_0084,Jou,80.0,0.3,0.0174,0.00296,0.00019138628901027216,41.531983953352544,-1.189380889532797,5.530323625713152e-07,-1.941297871153186e-14,6.603564273177653e-08,0,True,converged
vle_0085,Jou,80.0,0.3,0.0236,0.00484,0.00034349706317052513,41.512880250103024,-1.148922333361762,5.171105392776099e-07,-1.5349270519968844e-12,7.498907805825183e-08,0,True,converged
vle_0086,Aronu,80.0,0.3,0.04,0.0219,0.0010028194901034984,41.46028073600503,-1.339221348825832,1.1077551906324423e-07,2.1651129030093603e-11,7.215157893369906e-08,0,True,converged
vle_0087,Aronu,80.0,0.3,0.075,0.0557,0.004131785684885081,41.347245162241514,-1.1297174085327462,2.4037317558622817e-07,-1.3386059879026322e-10,7.171486871015986e-08,0,True,converged
vle_0088,Jou,80.0,0.3,0.0781,0.0465,0.004561287232333563,41.33729749470357,-1.0083655314953759,8.065048016092646e-07,-1.5686572490109896e-10,8.22753847273816e-08,0,True,converged
vle_0089,Jou,80.0,0.3,0.118,0.0992,0.013544365068723295,41.211900220897775,-0.8647530211174377,6.512480830167533e-07,-1.5604132016120375e-10,8.50031796062467e-08,0,True,converged
vle_0090,Aronu,80.0,0.3,0.122,0.1406,0.014907000652872924,41.1996973533866,-0.9745950501980758,6.088583120733571e-07,-1.2953013770085342e-12,9.607158091284873e-08,0,True,converged
vle_0091,Aronu,80.0,0.3,0.155,0.2485,0.031131925725546048,41.1020957212943,-0.9021204074298389,3.3818162847865096e-07,-4.8996812229489765e-12,9.596653072208028e-08,0,True,converged
vle_0092,Jou,80.0,0.3,0.187,0.278,0.059814549313690776,41.01719579062863,-0.6672379611251639,1.2695601725454253e-07,-2.422936043084702e-12,5.367096633790425e-08,0,True,converged
vle_0093,Aronu,80.0,0.3,0.216,0.6137,0.10520150326605107,40.95585590006125,-0.7659341776155814,9.78973784385162e-07,-4.807453338141667e-12,8.137837781418966e-08,0,True,converged
vle_0094,Aronu,80.0,0.3,0.271,1.2538,0.30132348445339807,40.93550182108379,-0.6191952846060144,9.098931898349205e-07,-2.6329759880144442e-12,6.176090749931973e-08,0,True,converged
vle_0095,Aronu,80.0,0.3,0.347,3.7522,1.408941911818145,41.7023836552354,-0.4253928908302761,1.4723687338791258e-08,-2.088647351445355e-12,6.224078319405635e-08,0,True,converged
vle_0096,Jou,80.0,0.3,0.348,2.67,1.44008932324764,41.72869068089552,-0.2681218308037336,1.3578903690358857e-07,-2.099714301710562e-12,6.18251974060513e-08,0,True,converged
vle_0097,Aronu,80.0,0.3,0.398,8.3031,4.701824816649425,44.73985998957378,-0.2469738245733485,5.828367601878881e-07,-5.864208778470705e-12,8.897588088530028e-08,0,True,converged
vle_0098,Aronu,80.0,0.3,0.4,7.9387,4.952064037791148,44.97999797606832,-0.20496313831318017,1.8789926947704316e-07,-3.0214094266630545e-12,5.24770662480023e-08,0,True,converged
vle_0099,Jou,80.0,0.3,0.46,16.0,29.405132717640335,69.16579835119234,0.26430316123886605,1.755278411508243e-08,-2.0870287065820796e-12,5.485583898234836e-08,0,True,converged
vle_0100,Jou,80.0,0.3,0.517,56.0,199.33715936019217,239.07133835118822,0.5514002380806379,2.787514326030305e-07,-5.460653467701084e-12,8.656554584263176e-08,0,True,converged
vle_0101,Jou,80.0,0.3,0.5785,235.0,852.8999336007971,893.4235799334908,0.559830218328064,1.0969887043188464e-07,-3.1022909931009104e-11,6.199784863269997e-08,0,True,converged
vle_0102,Jou,80.0,0.3,0.64,558.0,2004.5383998903,2046.9940873866954,0.5553801812801551,9.727897243294592e-08,-7.035258529640788e-11,7.449354555433274e-08,0,True,converged
vle_0103,Jou,80.0,0.3,0.689,958.0,3187.583637009709,3232.401737940773,0.5220960796937467,7.381071611689549e-07,-5.8094922173653374e-11,6.814333275428908e-08,0,True,converged
vle_0104,Jou,100.0,0.3,0.0117,0.00724,0.0006586493397515123,89.47451498549056,-1.041084305385774,8.789998341696137e-08,-4.4791999428105134e-13,3.076867827189744e-08,0,True,converged
vle_0105,Jou,100.0,0.3,0.0566,0.136,0.015713397425858748,89.19625293137962,-0.9372688134777301,1.4009819793159295e-07,1.3405284067307625e-10,5.356704591008565e-08,0,True,converged
vle_0106,Jou,100.0,0.3,0.188,1.43,0.44227038807637414,88.70211017783595,-0.5096481750241172,5.550207826665599e-07,-2.2381032599522936e-12,9.232835296302255e-08,0,True,converged
vle_0107,Xu,100.0,0.3,0.315,16.0,4.969420154881712,92.20946051487832,-0.5078142655979203,9.688743342617379e-07,-2.50842143721165e-12,9.713500759289673e-08,0,True,converged
vle_0108,Xu,100.0,0.3,0.315,12.0,4.969435754954369,92.20958242262718,-0.3828741656485007,2.3229547263525774e-07,-2.508414381850716e-12,9.648571364095915e-08,0,True,converged
vle_0109,Jou,100.0,0.3,0.381,19.0,19.931414046232582,106.63031445873581,0.020784510125539245,7.450312007467597e-07,-5.203815482267885e-12,9.157077585086881e-08,0,True,converged
vle_0110,Xu,100.0,0.3,0.388,34.0,23.39563596344631,110.0452190400305,-0.1623440619290387,6.056270915877349e-07,-5.566534792324297e-12,8.83057076350724e-08,0,True,converged
vle_0111,Jou,100.0,0.3,0.422,39.0,53.266063996415575,139.7325894070856,0.13538599950505617,1.678464851551098e-07,-4.71883200035094e-12,9.764875130713335e-08,0,True,converged
vle_0112,Xu,100.0,0.3,0.424,101.0,56.03697740363634,142.4966312160814,-0.25584667208546713,5.890634628968883e-07,-2.447777024809762e-12,5.495630261975748e-08,0,True,converged
vle_0113,Xu,100.0,0.3,0.425,86.0,57.48101506879538,143.93752292626394,-0.17497402242013868,1.8081075880971298e-07,-2.493212567567472e-12,5.520583457041539e-08,0,True,converged
vle_0114,Xu,100.0,0.3,0.475,95.0,214.83790298119197,301.3931873562097,0.3543872993150914,2.803183687394295e-07,-2.9338010001727e-12,6.156848897376221e-08,0,True,converged
vle_0115,Jou,100.0,0.3,0.477,69.0,226.4428179030344,313.01779175644043,0.5161094599626871,1.1638377372946707e-08,-3.02379711219443e-12,6.324964019199797e-08,0,True,converged
vle_0116,Jou,100.0,0.3,0.481,109.0,251.39427388440797,338.01390534565644,0.3629288834096103,2.201705191495762e-07,-3.209520333153986e-12,6.208018277220617e-08,0,True,converged
vle_0117,Xu,100.0,0.3,0.501,167.0,415.5084160005906,502.4779237540617,0.39586335356845564,1.595763841066855e-07,-4.287181024639009e-12,7.907201293733124e-08,0,True,converged
vle_0118,Xu,100.0,0.3,0.52,233.0,640.6832921402341,728.2250204340143,0.4392874775000803,7.10185887431436e-07,-6.703004066197496e-12,7.837256177367635e-08,0,True,converged
vle_0119,Jou,100.0,0.3,0.571,509.0,1592.2079834661838,1682.676405141557,0.495282014841258,7.861877353576574e-07,-2.060356099975432e-11,6.376067673841135e-08,0,True,converged
vle_0120,Jou,100.0,0.3,0.589,376.0,2035.4875024209423,2127.4893710963843,0.733480595294864,1.1300733060437551e-07,-1.3301716694516537e-11,5.529004809545768e-08,0,True,converged
vle_0121,Jou,100.0,0.3,0.6135,909.0,2713.5446509623944,2808.054934203004,0.4749730890016297,7.7872148729341e-08,-3.528171135710919e-11,9.715216719996533e-08,0,True,converged
vle_0122,Jou,120.0,0.3,0.00333,0.00202,0.0004967353142440755,176.77442458180212,-0.6092263331958031,1.5878215467446388e-07,-2.1942216381527768e-13,5.753028631261259e-08,0,True,converged
vle_0123,Jou,120.0,0.3,0.0112,0.0221,0.0037713742397198404,176.71273623744824,-0.7678926433794916,9.942652778455185e-07,-2.682374179545366e-13,7.247614419725323e-08,0,True,converged
vle_0124,Jou,120.0,0.3,0.0247,0.0984,0.01728758660580071,176.5658458160334,-0.7552607296189848,2.8367069848656e-07,-5.53924642970622e-13,4.7127748814546067e-08,0,True,converged
vle_0125,Jou,120.0,0.3,0.119,2.29,0.6465855604575766,175.99369682412015,-0.5492094806161869,1.834420593205266e-07,-1.0728536911267612e-12,8.400004958275531e-08,0,True,converged
vle_0126,Mamun,120.0,0.3,0.155,7.354,1.4350565423531234,176.30855686327823,-0.7096546125825638,5.8197538344018085e-08,-1.1585639860537322e-12,9.475244056034171e-08,0,True,converged
vle_0127,Mamun,120.0,0.3,0.1766,9.314,2.2209791974769346,176.80621182964754,-0.6225917427939778,2.0541343424829162e-07,-1.2262828276896043e-12,9.045047022482322e-08,0,True,converged
vle_0128,Mamun,120.0,0.3,0.1843,9.045,2.582198803420221,177.06399292385197,-0.5444188956571148,5.785382652945259e-07,-1.2563915497711652e-12,8.050602673392859e-08,0,True,converged
vle_0129,Mamun,120.0,0.3,0.2085,15.51,4.0965446103864975,178.25223149786544,-0.5781941092298829,5.371268629872361e-08,-1.3729862414363098e-12,7.087110276415842e-08,0,True,converged
vle_0130,Mamun,120.0,0.3,0.2326,19.62,6.409135131281176,180.24020820541284,-0.4858995746255577,2.1431950969486024e-07,-1.5240611447899497e-12,6.375253036594586e-08,0,True,converged
vle_0131,Mamun,120.0,0.3,0.2381,25.2,7.091548847849467,180.84887509227406,-0.550659442042427,5.840286059211053e-07,-1.5634019809308809e-12,6.027756782600591e-08,0,True,converged
vle_0132,Mamun,120.0,0.3,0.256,27.71,9.846646555050084,183.36718633828173,-0.4493481765645238,8.122336376814587e-07,-1.906604367674726e-12,7.462766760113482e-08,0,True,converged
vle_0133,Mamun,120.0,0.3,0.2901,39.18,18.432966846746563,191.5270676526654,-0.32746918968586436,4.90972341005147e-07,-1.6782093422330354e-12,6.743666247643887e-08,0,True,converged
vle_0134,Mamun,120.0,0.3,0.2967,40.4,20.835397783656198,193.85316588918823,-0.2875795688079359,1.0365175207027733e-07,-1.884923394084175e-12,7.344392471964056e-08,0,True,converged
vle_0135,Mamun,120.0,0.3,0.3004,43.49,22.322264649771284,195.29835278757628,-0.2896511548994861,9.799262752352433e-07,-2.0131099385202922e-12,7.743254215597517e-08,0,True,converged
vle_0136,Mamun,120.0,0.3,0.3125,51.82,28.008134182625014,200.8562363173367,-0.26721323025036986,4.1833125408174965e-08,-2.5036726979764916e-12,8.859042921471882e-08,0,True,converged
vle_0137,Xu,120.0,0.3,0.314,50.0,28.812307319005768,201.64539398711415,-0.23939196591717146,2.6542270337159835e-07,-2.5729559978192394e-12,9.052346072735418e-08,0,True,converged
vle_0138,Xu,120.0,0.3,0.314,45.0,28.812288494304642,201.64539398711415,-0.19363475910560413,1.5782883541759496e-07,-2.572958005922599e-12,9.038238601988269e-08,0,True,converged
vle_0139,Mamun,120.0,0.3,0.3191,58.57,31.732720336724654,204.5165561957616,-0.2661679197628095,4.1965668717836024e-07,-2.824178455098557e-12,9.269592737837229e-08,0,True,converged
vle_0140,Mamun,120.0,0.3,0.3298,62.88,38.92372744257625,211.61396854705922,-0.2082981102164022,7.145471518643642e-08,-3.4389953115479728e-12,9.865757988336554e-08,0,True,converged
vle_0141,Mamun,120.0,0.3,0.3424,77.59,49.669518651951954,222.2692116824922,-0.1937158006067875,8.004773204284277e-07,-2.060392266207049e-12,5.578498374347873e-08,0,True,converged
vle_0142,Mamun,120.0,0.3,0.3424,74.95,49.66962418138709,222.26950553888267,-0.17868076320814597,2.5688402605084093e-07,-2.060414525597628e-12,5.365419397662663e-08,0,True,converged
