row_id,source,temperature_C,MEA_weight_fraction,CO2_loading,pressure_Pa,model_family,target_x_CO2,target_role_CO2,target_x_MEA,target_role_MEA,target_x_MEAH+,target_role_MEAH+,target_x_MEACOO-,target_role_MEACOO-,target_x_HCO3-,target_role_HCO3-,target_x_CO3^2-,target_role_CO3^2-,target_x_H3O+,target_role_H3O+,target_x_OH-,target_role_OH-,target_x_MEA + MEAH+,target_role_MEA + MEAH+,model_x_CO2,log10_model_over_target_CO2,model_x_MEA,log10_model_over_target_MEA,model_x_MEAH+,log10_model_over_target_MEAH+,model_x_MEACOO-,log10_model_over_target_MEACOO-,model_x_HCO3-,log10_model_over_target_HCO3-,model_x_CO3^2-,log10_model_over_target_CO3^2-,model_x_H3O+,log10_model_over_target_H3O+,model_x_OH-,log10_model_over_target_OH-,model_x_MEA + MEAH+,log10_model_over_target_MEA + MEAH+,reaction_residual_R1_water_autoionization,reaction_residual_R2_CO2_to_HCO3,reaction_residual_R3_HCO3_to_CO3,reaction_residual_R4_MEACOO_hydrolysis,reaction_residual_R5_MEAH_dissociation,mass_balance_residual_carbon_total,mass_balance_residual_mea_total,mass_balance_residual_water_total,charge_residual,max_abs_reaction_residual,state_failure_count,solver_success,message,parity_family,observed_CO2_pressure_kPa,model_CO2_pressure_kPa,model_total_pressure_kPa,log10_model_over_data,fugacity_residual_norm
cheq_0027,Matin,20.0,0.3,0.48,101325.0,phase2_epcsaft_activity_speciation,1e-12,balance_inferred,0.0137171364269591,direct_positive,0.05041091859125779,direct_positive,0.04221546671965117,direct_positive,0.008894667044773617,direct_positive,1e-12,balance_inferred,0.000699215175166995,balance_inferred,1e-12,balance_inferred,0.06412805501821689,aggregate_direct_positive,6.36920977374063e-07,,0.005662951909132094,-0.3842205845040587,0.0544239890426632,0.033265759260325,0.05215915520328576,0.09185895367638239,0.0011721458188450966,-0.8801480529990332,0.0005461883527383267,,1.3871863398603528e-12,,3.1154913949905673e-07,,0.060086940951795294,-0.02826797363053511,7.856362245206583e-07,6.615959442513031e-07,5.448193896029352e-07,-2.9375914767371114e-07,8.620181439766839e-07,1.2048242958861977e-10,-2.8533397866681298e-11,1.272514482675291e-08,-2.2080045514360017e-10,8.620181439766839e-07,0,True,converged,speciation,,,,,
cheq_0028,Matin,20.0,0.3,0.505,101325.0,phase2_epcsaft_activity_speciation,1.0002890990002972e-12,balance_inferred,0.009109195716083877,direct_positive,0.05291666795870016,direct_positive,0.0433873773440529,direct_positive,0.009922602153458292,direct_positive,1.0001374002733e-12,balance_inferred,0.00039331154081131286,balance_inferred,1.0000000000000002e-12,balance_inferred,0.062025863674784035,aggregate_direct_positive,5.153761533182621e-06,,0.0021681341322666555,-0.6233938867758299,0.05719547606022335,0.033769189298264266,0.052881978749309375,0.08594429837401352,0.003280387318337775,-0.48070045438898357,0.0005165026989624598,,3.676742205487353e-12,,1.0480661371427264e-07,,0.05936361019249001,-0.019052515636315687,9.206763582625399e-07,7.822264329604423e-07,8.662304331608084e-07,-3.9207399105123386e-07,9.027902905245355e-07,2.8883596903117592e-11,-1.5369172601253922e-10,1.3515586760881604e-08,-1.9711352051094235e-10,9.206763582625399e-07,0,True,converged,speciation,,,,,
cheq_0029,Bottinger,20.0,0.3,0.524,101325.0,phase2_epcsaft_activity_speciation,0.01104594544564602,balance_inferred,0.03713520509050174,balance_inferred,0.047705565880140355,balance_inferred,0.0467000846130751,direct_positive,0.010600074841039517,direct_positive,0.0005813061297022891,balance_inferred,0.010757205833378844,balance_inferred,1e-12,balance_inferred,0.0848407709706421,aggregate_direct_positive,2.1215161273304254e-05,,0.0011183077471145447,,0.05927013860961909,,0.05185534296751323,0.04547584356121029,0.00646362896509124,-0.21483251311960577,0.00047555853691102617,,7.129917479419472e-12,,4.967110123365063e-08,,0.060388446356733634,-0.14765074996761102,-5.834874130528078e-07,-5.448142914588061e-07,-5.997088052822619e-07,2.9027278625193276e-07,-1.2029175167072026e-07,9.17946073319964e-10,1.7069549662629413e-09,1.1665798327342713e-09,-5.740371261015313e-11,5.997088052822619e-07,0,True,converged,speciation,,,,,
cheq_0030,Matin,20.0,0.3,0.531,101325.0,phase2_epcsaft_activity_speciation,1e-12,balance_inferred,0.004630991754789191,direct_positive,0.05538551499056208,direct_positive,0.044589898936451176,direct_positive,0.011041947869374114,direct_positive,1e-12,balance_inferred,0.0002463318172632109,balance_inferred,1e-12,balance_inferred,0.06001650674535127,aggregate_direct_positive,3.1864398559581875e-05,,0.0009255427876207768,-0.6992775068759656,0.06002811651740401,0.03495851859107757,0.05128893223548216,0.060787169733396304,0.007820894600340418,-0.1497892593606003,0.0004591249228391949,,8.602400456103686e-12,,3.9928763855450205e-08,,0.060953659305024784,0.006729069506433363,5.834601672916051e-07,5.031093373020212e-07,5.012065926734977e-07,-2.5513069790150666e-07,4.890733578122308e-07,-2.8286303854763162e-11,-1.4073778253909097e-10,7.142361369005812e-09,-7.952140263756897e-11,5.834601672916051e-07,0,True,converged,speciation,,,,,
cheq_0031,Jakobsen,20.0,0.3,0.6,101325.0,phase2_epcsaft_activity_speciation,0.0035878952871484147,balance_inferred,0.0009013395768030453,direct_positive,0.06454486947424781,direct_positive,0.051295797373329274,direct_positive,0.013791565131996492,direct_positive,0.0013977477445921776,direct_positive,0.0033379885202623185,balance_inferred,9.999999999999998e-13,balance_inferred,0.06544620905105086,aggregate_direct_positive,0.00033511575421857977,,0.00032031971547538495,-0.4493047708289817,0.0673061710003109,0.018193157670734657,0.044582065723915675,-0.06092159736353976,0.022091810632185297,0.2046177570947924,0.000316142149712754,-0.6455463980581048,2.4131451111530845e-11,,1.0658182073983028e-08,,0.06762649071578629,0.014232356276114253,-4.1439017550715107e-07,-5.777478939705816e-07,-8.137162303967216e-07,3.817354867763356e-07,2.530081246732152e-07,3.8864586687781255e-09,5.8585388484910794e-09,2.3621381628480265e-08,-2.711048846247803e-10,8.137162303967216e-07,0,True,converged,speciation,,,,,
cheq_0032,Bottinger,20.0,0.3,0.609,101325.0,phase2_epcsaft_activity_speciation,0.01222551875085852,balance_inferred,0.02647744095126708,balance_inferred,0.06201467930952553,balance_inferred,0.0399776504462008,direct_positive,0.02537692303435782,direct_positive,0.0006602108733205301,balance_inferred,0.004660315917674143,balance_inferred,1e-12,balance_inferred,0.08849212026079262,aggregate_direct_positive,0.00040815129196121924,,0.00029406011759156524,,0.06822289784006418,,0.04368339905929542,0.03849915768762987,0.02393744492177453,-0.025361170474513407,0.00030102222189652797,,2.6154258715638403e-11,,9.48586636628996e-09,,0.06851695795765574,-0.11110652812421427,-5.660897564041534e-07,-5.589221210300366e-07,-6.199233801851278e-07,2.97804880311503e-07,-2.2813530264897963e-07,1.0083517631986894e-09,1.5456510793487865e-09,1.739037913672803e-09,-4.1679957563376585e-11,6.199233801851278e-07,0,True,converged,speciation,,,,,
cheq_0033,Bottinger,20.0,0.3,0.704,101325.0,phase2_epcsaft_activity_speciation,0.013565866984708238,balance_inferred,0.012248748113766432,balance_inferred,0.0798106375121594,balance_inferred,0.032382816132121454,direct_positive,0.0409069389769443,direct_positive,0.0007559716360728365,balance_inferred,1e-12,balance_inferred,0.005008939130947979,balance_inferred,0.09205938562592583,aggregate_direct_positive,0.0018524815994959956,,0.00015425321847094308,,0.07720483541845467,,0.03467914857152256,0.029753812362231343,0.042160895020597285,0.013112838888920054,0.00018239413448099486,,4.6685054042393805e-11,,3.742130338218513e-09,,0.07735908863692562,-0.0755567275228272,-8.172540155726438e-07,-8.971450213834942e-07,-9.797524391785828e-07,4.7589628282551644e-07,-3.6788269852650046e-07,2.204321128407294e-09,2.6941306963124134e-09,4.826602229002219e-09,-1.281982962742742e-10,9.797524391785828e-07,0,True,converged,speciation,,,,,
cheq_0034,Jakobsen,20.0,0.3,0.78,101325.0,phase2_epcsaft_activity_speciation,0.006476144359918706,direct_positive,0.0003010596195982252,direct_positive,0.07639656024363776,direct_positive,0.03838859225324382,direct_positive,0.04353171692525635,direct_positive,0.0013986242899046636,direct_positive,0.00832099751467173,balance_inferred,9.999999999999998e-13,balance_inferred,0.07669761986323599,aggregate_direct_positive,0.00411618951766241,-0.1968211587158351,0.00010863318694993274,-0.4426899880125934,0.08320182332728164,0.03705903884645033,0.02847368839219524,-0.12975845847670253,0.05447537981312362,0.0973944705037192,0.00012637683926977752,-1.044033577058395,6.179676433431218e-11,,2.235017775191124e-09,,0.08331045651423158,0.03591762745571839,6.214528731618429e-07,2.700785124432059e-07,2.8033745635980267e-07,-3.6883561715939095e-07,2.723124872261451e-07,6.2980049786443004e-09,6.257082796334856e-09,3.112446045339112e-08,-6.738199368977236e-10,6.214528731618429e-07,0,True,converged,speciation,,,,,
cheq_0035,Bottinger,20.0,0.3,0.832,101325.0,phase2_epcsaft_activity_speciation,0.019741155163006653,balance_inferred,0.005675434215098701,balance_inferred,0.09772361736489883,balance_inferred,0.019794669905116365,direct_positive,0.06218395100340307,direct_positive,0.0007859772121263145,balance_inferred,1e-12,balance_inferred,0.01417304203212677,balance_inferred,0.10339905157999753,aggregate_direct_positive,0.006298487489496245,,8.876079359589378e-05,,0.08660268847936076,,0.02484773982913801,0.09873862720597273,0.061553809387965897,-0.004423377170332251,0.00010056890254743684,,7.137360077495003e-11,,1.6895405865660245e-09,,0.08669144927295665,-0.07654029186931789,-4.192509521772081e-07,-5.049458664529993e-07,-7.81414044581652e-07,2.7537960800572137e-07,-2.448280937983327e-07,1.4249182944681138e-09,1.4070956344536256e-09,2.8027985488066065e-09,-1.4818656041319705e-10,7.81414044581652e-07,0,True,converged,speciation,,,,,
cheq_0036,Bottinger,20.0,0.3,0.929,101325.0,phase2_epcsaft_activity_speciation,0.02353244996103501,direct_positive,0.0056684966107416685,balance_inferred,0.10530459367389397,balance_inferred,0.011799087741836842,direct_positive,0.07793674176397927,direct_positive,0.0007990775659013317,balance_inferred,1.0000000000000002e-12,balance_inferred,0.013970609036275176,balance_inferred,0.11097309028463564,aggregate_direct_positive,0.011637787880796243,-0.30579670673846376,6.364615878828865e-05,,0.09149450292594936,,0.019381724065649624,0.21554397560486369,0.07197448296801652,-0.034563691863796764,6.914755193460701e-05,,8.746505085757336e-11,,1.1250022416078915e-09,,0.09155814908473765,-0.08352067555921175,-4.67055887298784e-07,-5.758113843512547e-07,-6.256731559517448e-07,3.1425910806959223e-07,-3.046146872520694e-07,1.6838626604176454e-09,1.507122704413888e-09,3.1146698553641272e-09,-2.2825491172224428e-10,6.256731559517448e-07,0,True,converged,speciation,,,,,
cheq_0037,Bottinger,20.0,0.3,0.974,101325.0,phase2_epcsaft_activity_speciation,0.024250304075722668,direct_positive,0.005667067282355385,balance_inferred,0.1095478864075177,balance_inferred,0.01139968474845246,direct_positive,0.08686598774438639,direct_positive,0.0008214627375269339,balance_inferred,1e-12,balance_inferred,0.009639288439624971,balance_inferred,0.11521495368987308,aggregate_direct_positive,0.01458570677136752,-0.2207897102812768,5.522875649642355e-05,,0.09320680508697905,,0.017346946339891714,0.18233019372088516,0.07574112948493554,-0.059517985113037436,5.936427306505506e-05,,9.414282949983783e-11,,9.690369461613588e-10,,0.09326203384347548,-0.09180396735780996,-3.9700849896462387e-07,6.219747206159809e-08,-6.909100846996807e-09,2.896618820358299e-07,-2.438652657588136e-07,1.0612117018471423e-09,9.292541319760872e-10,1.5288299515248127e-09,-1.4533486739518895e-10,3.9700849896462387e-07,0,True,converged,speciation,,,,,
cheq_0038,Jakobsen,20.0,0.3,0.99,101325.0,phase2_epcsaft_activity_speciation,0.0150356281615862,direct_positive,0.0006006022517972221,direct_positive,0.08364003657579848,direct_positive,0.027598839009398128,direct_positive,0.06640630818826679,direct_positive,0.0016993763294683541,direct_positive,0.013763863280803146,balance_inferred,1e-12,balance_inferred,0.0842406388275957,aggregate_direct_positive,0.015693182968938263,0.018589461414257873,5.258465862157527e-05,-1.0577278973025719,0.09374303597869603,0.049524800487858255,0.01668904967264347,-0.21845920585731224,0.07694119740579726,0.0639496041633234,5.639449161348348e-05,-1.4790528787707762,9.640070975937761e-11,,9.234438260390806e-10,,0.0937956206373176,0.04666090983007122,8.556768946732518e-07,6.849092244465282e-07,9.34646596562061e-07,-5.436364394206805e-07,1.9750090274328613e-07,4.043629528438508e-09,3.223581873657011e-09,1.896696877334847e-08,-8.320617269137719e-10,9.34646596562061e-07,0,True,converged,speciation,,,,,
cheq_0039,Jakobsen,40.0,0.3,0.11,101325.0,phase2_epcsaft_activity_speciation,0.002225950240079735,balance_inferred,0.09871452517340706,direct_positive,0.006500925761446328,direct_positive,0.010280584890064209,direct_positive,9.917813664921758e-05,direct_positive,9.917796668714745e-05,direct_positive,0.004077193198641394,balance_inferred,1e-12,balance_inferred,0.10521545093485339,aggregate_direct_positive,5.829334090191686e-10,,0.08753891624225048,-0.05217989524558214,0.012647241307450272,0.2890205983506824,0.01206001242478306,0.06932993169391749,2.1427042406076226e-05,-0.665453715421326,0.0002656386936948602,0.4278761355960328,2.8759096009464384e-13,,3.4524546555753926e-05,,0.10018615754970076,-0.02127180045222608,-2.8956459630080644e-07,-2.5522516722276123e-07,-5.924371393462025e-07,8.463611855802355e-08,1.1280521761136697e-07,1.6985187735463203e-10,1.1254212978206724e-09,1.3247840602303995e-09,-9.225763523360714e-11,5.924371393462025e-07,0,True,converged,speciation,,,,,
cheq_0040,Bottinger,40.0,0.3,0.125,101325.0,phase2_epcsaft_activity_speciation,0.002555082208475954,balance_inferred,0.10999943245679132,balance_inferred,0.011707182435805806,balance_inferred,0.014373846939434188,direct_positive,1.0000000001295983e-12,direct_zero,8.154389202725038e-05,balance_inferred,0.002829752288682883,balance_inferred,1.0000000000000002e-12,balance_inferred,0.12170661489259713,aggregate_direct_positive,8.189007659037498e-10,,0.08418130230457302,,0.014332221124383274,,0.013732646607676459,-0.019818771759792502,2.5691708880374074e-05,,0.0002724320105088176,,3.210643902749385e-13,,2.9019820802494404e-05,,0.09851352342895629,-0.09181833097036526,3.8230676402406516e-07,2.8602830326462936e-07,6.385434403455292e-10,3.124974945478698e-08,5.683487245278229e-07,2.514738590975174e-11,1.0580578357899384e-09,2.586075797950116e-11,-1.0193700776096415e-09,5.683487245278229e-07,0,True,converged,speciation,,,,,
cheq_0041,Bottinger,40.0,0.3,0.205,101325.0,phase2_epcsaft_activity_speciation,0.0041802904644327185,balance_inferred,0.09520009996871834,balance_inferred,0.01942917769196041,balance_inferred,0.0240584313250206,direct_positive,1.0000000000352493e-12,direct_zero,0.0001929518120149349,balance_inferred,0.0050151572580900555,balance_inferred,1e-12,balance_inferred,0.11462927766067875,aggregate_direct_positive,3.879091980349179e-09,,0.06627079676822924,,0.023310473515512232,,0.022664898713373516,-0.025913524157978828,5.834043574324884e-05,,0.00028722159678175953,,5.091211157167486e-13,,1.27924541224132e-05,,0.08958127028374147,-0.10707833914743281,6.048054235208156e-07,4.859721087768776e-07,3.853142587217917e-07,-1.8249123101554687e-08,6.39425472570565e-07,3.925071379029532e-11,2.8405860996727483e-10,3.8922087775006275e-11,-1.2519728713963093e-09,6.39425472570565e-07,0,True,converged,speciation,,,,,
cheq_0042,Jakobsen,40.0,0.3,0.21,101325.0,phase2_epcsaft_activity_speciation,0.0003799120425206024,balance_inferred,0.0736809343758999,direct_positive,0.016109210910306832,direct_positive,0.017480233859317594,direct_positive,0.0019918733132209586,direct_positive,0.0026851840811867715,direct_positive,0.008733264424605263,balance_inferred,1.0000000000000002e-12,balance_inferred,0.08979014528620673,aggregate_direct_positive,4.244958476954837e-09,,0.06515175210132292,-0.0534290251547122,0.023871319441332337,0.17080215689921768,0.023223094734103177,0.12337285525372278,6.115524014347818e-05,-1.5128280371519245,0.0002874408012648842,-0.9704256490244138,5.223481362764547e-13,,1.218805923693095e-05,,0.08902307154265525,-0.0037260997086271436,2.683862554420102e-07,1.5768469907584404e-07,-4.342637289767026e-07,-2.9874142271069104e-08,9.375976475212155e-07,-1.363783322383405e-10,-1.1255812393251574e-09,1.2211374800230601e-08,-1.8968741849778343e-10,9.375976475212155e-07,0,True,converged,speciation,,,,,
cheq_0043,Bottinger,40.0,0.3,0.236,101325.0,phase2_epcsaft_activity_speciation,0.004852979562032319,balance_inferred,0.08691896274164805,balance_inferred,0.022275026228556885,balance_inferred,0.02706600000734475,direct_positive,9.999999999999998e-13,direct_zero,0.00023899348405754327,balance_inferred,0.005268960747902954,balance_inferred,9.999999999999998e-13,balance_inferred,0.10919398897020494,aggregate_direct_positive,6.7600073921993565e-09,,0.05933446455650416,,0.02678742781316683,,0.02612427609729901,-0.015379812597005209,7.795655618387361e-05,,0.0002878563538942455,,5.964654476931e-13,,9.482915903987981e-06,,0.086121892369671,-0.10308516743427835,6.804795908976757e-07,6.288451182001609e-07,4.736286101092446e-07,-8.502581749780802e-09,8.675575102756738e-07,2.1688834755950737e-11,5.400901947893999e-11,2.1547430506529963e-11,-4.5145303526220395e-10,8.675575102756738e-07,0,True,converged,speciation,,,,,
cheq_0044,Jakobsen,40.0,0.3,0.25,101325.0,phase2_epcsaft_activity_speciation,0.00017481248723923948,balance_inferred,0.057310263919175965,direct_positive,0.022014471231289825,direct_positive,0.025177698264722468,direct_positive,0.0003927692573091608,direct_positive,0.00039276927147316405,direct_positive,0.0043415348336881335,balance_inferred,1e-12,balance_inferred,0.07932473515046579,aggregate_direct_positive,8.683480259467215e-09,,0.05620362467961612,-0.00846808347259106,0.0283575055322958,0.10995976694121865,0.027685036100448254,0.04122906959942254,8.880385613875093e-05,-0.6457056629063396,0.00028769298822723874,-0.1352082259545411,6.410662589953536e-13,,8.279694083978504e-06,,0.08456113021191192,0.027762148201204966,3.775233565761482e-07,2.962624492397481e-07,7.901440923774317e-08,-5.5685312361219985e-08,6.609699632065258e-07,-2.2381460226816863e-10,-1.0905947950279327e-09,7.769984988748035e-09,-9.161766132837065e-11,6.609699632065258e-07,0,True,converged,speciation,,,,,
cheq_0045,Bottinger,40.0,0.3,0.28,101325.0,phase2_epcsaft_activity_speciation,0.005757636790928293,balance_inferred,0.0790669657007753,balance_inferred,0.026524487033980096,balance_inferred,0.03266178353758658,direct_positive,1e-12,direct_zero,0.00029223233344046016,balance_inferred,0.0067217611714874,balance_inferred,1e-12,balance_inferred,0.1055914527347554,aggregate_direct_positive,1.4959680818408352e-08,,0.04949994424093236,,0.031721801073178395,,0.031024422259452834,-0.022336193480494117,0.00011775894059594123,,0.0002867308299731735,,7.523590564971765e-13,,6.159578251198122e-06,,0.08122174531411075,-0.11395644748691529,6.858530259279405e-07,4.984020627318841e-07,1.7588976319871108e-07,-7.137799684642232e-08,9.151329116718898e-07,9.280318874482774e-11,9.215693486108734e-11,9.219969232532321e-11,-1.322743182513907e-09,9.151329116718898e-07,0,True,converged,speciation,,,,,
cheq_0046,Jakobsen,40.0,0.3,0.29,101325.0,phase2_epcsaft_activity_speciation,0.0026583119892898952,balance_inferred,0.05713970631298954,direct_positive,0.022634082569806726,direct_positive,0.027876633094335124,direct_positive,0.00029633512666076846,direct_positive,0.0003963361536341349,direct_positive,0.0063315579584574365,balance_inferred,1e-12,balance_inferred,0.07977378888279626,aggregate_direct_positive,1.8006228403652306e-08,,0.04726747314012659,-0.08237561777827283,0.032843208680226374,0.16168268387834106,0.03213548426141018,0.06174452980194745,0.00012961506332297121,-0.35912765810877617,0.00028627088403677226,-0.1412865111600623,7.956785837199629e-13,,5.567685539642705e-06,,0.08011068182035297,0.0018302085207429135,3.0169263709467486e-07,2.1608760647495728e-07,-6.1675500262481364e-09,-7.115988331918288e-08,5.418669033474544e-07,-2.285643202482035e-11,-2.5009180837365363e-10,7.3069971184835936e-09,-9.425611904341621e-11,5.418669033474544e-07,0,True,converged,speciation,,,,,
cheq_0047,Bottinger,40.0,0.3,0.343,101325.0,phase2_epcsaft_activity_speciation,0.007148041102672345,balance_inferred,0.0657023781369859,balance_inferred,0.032035745300007815,balance_inferred,0.03957839147369475,direct_positive,1.0000000000192432e-12,direct_zero,0.0003735957682608312,balance_inferred,0.008289837711208592,balance_inferred,9.999999999999998e-13,balance_inferred,0.09773812343699372,aggregate_direct_positive,5.128058549227866e-08,,0.035464517351675016,,0.03878671662466883,,0.03799493124269543,-0.017732476909213625,0.00022226452058714594,,0.00028318764464486544,,1.1112312706746153e-12,,3.1456078053601875e-06,,0.07425123397634384,-0.11936032079749823,-5.175295072490371e-07,-4.880583048816334e-07,-6.097643066027558e-07,1.4692819760853126e-07,-3.3903064533546967e-07,6.882546824127367e-10,1.9549671326224427e-09,5.3877347028219447e-11,-3.331497044558004e-11,6.097643066027558e-07,0,True,converged,speciation,,,,,
cheq_0048,Bottinger,40.0,0.3,0.354,101325.0,phase2_epcsaft_activity_speciation,0.0073865616572328045,balance_inferred,0.06373376991375927,balance_inferred,0.03300642662796379,balance_inferred,0.04098003321020824,direct_positive,1.0000000000250709e-12,direct_zero,0.0003868016477239739,balance_inferred,0.008747209878692395,balance_inferred,1e-12,balance_inferred,0.09674019654172306,aggregate_direct_positive,6.500757957885598e-08,,0.0330242626419454,,0.040020296677142506,,0.03920160439503703,-0.019268464362998988,0.0002510170036699888,,0.00028245556734912073,,1.2043405657253004e-12,,2.7641800153223246e-06,,0.0730445593190879,-0.12201909207880714,-5.535116489596703e-07,-4.812245144591998e-07,-6.739829316870782e-07,1.9008696128253177e-07,-3.459749677858781e-07,7.241206453900695e-10,1.9943643403408373e-09,7.625811093703305e-11,-3.373333791899973e-11,6.739829316870782e-07,0,True,converged,speciation,,,,,
cheq_0049,Jakobsen,40.0,0.3,0.4,101325.0,phase2_epcsaft_activity_speciation,0.0031618027204929028,balance_inferred,0.038014477406187935,direct_positive,0.04795602175325629,direct_positive,0.048422770946265695,direct_positive,0.001197060187480858,direct_positive,0.0009970601381715668,direct_positive,0.003657929656833391,balance_inferred,1.0000000000000002e-12,balance_inferred,0.08597049915944423,aggregate_direct_positive,1.993287041958981e-07,,0.022892754944896357,-0.2202509651159886,0.045178782458758074,-0.025908625759831716,0.04417461097081262,-0.03987690437132786,0.0004446312402386219,-0.43011601362345664,0.000279017832085995,-0.5530893937778588,1.8063847530483786e-12,,1.5046213166686112e-06,,0.06807153740365443,-0.1013838890265654,-4.958006893929223e-07,-4.722341877538838e-07,-6.071149663000597e-07,1.7435554511280316e-07,-2.899798801081488e-07,7.375107816121051e-10,1.7910096045126167e-09,7.846905347719257e-10,-3.442961859542066e-11,6.071149663000597e-07,0,True,converged,speciation,,,,,
cheq_0050,Bottinger,40.0,0.3,0.46,101325.0,phase2_epcsaft_activity_speciation,0.010090557722158628,balance_inferred,0.042245520317899,balance_inferred,0.038657484795760935,balance_inferred,0.049251922176547815,direct_positive,1.507605969359704e-07,direct_zero,0.0005271893760554655,balance_inferred,0.011648966893494752,balance_inferred,9.999999999999998e-13,balance_inferred,0.08090300511365994,aggregate_direct_positive,1.6161838897345444e-06,,0.010258262035360852,,0.05190328738145018,,0.05008443967500326,0.0072796348543234315,0.0012758415912313662,,0.0002712575613034104,,4.259892560850813e-12,,4.910413699152636e-07,,0.062161549416811034,-0.11444282262907635,-4.5384391356151355e-07,-4.268047497646421e-07,-5.451432443237536e-07,1.9069620194045456e-07,-2.1545115913568225e-07,7.35403189733308e-10,1.5383549434311306e-09,9.568565939588325e-10,-4.231642852686157e-11,5.451432443237536e-07,0,True,converged,speciation,,,,,
cheq_0051,Bottinger,40.0,0.3,0.466,101325.0,phase2_epcsaft_activity_speciation,0.009811409935380912,balance_inferred,0.04559667209241305,balance_inferred,0.04267118468916333,balance_inferred,0.05019639745609599,direct_positive,0.003999945815496926,direct_positive,0.0005166886792763186,balance_inferred,0.01255853594098222,balance_inferred,1.0000000000000002e-12,balance_inferred,0.08826785678157638,aggregate_direct_positive,2.148058394506902e-06,,0.009106771436215043,,0.0525746648118626,,0.05056449376910041,0.0031731142264082063,0.00147017448136964,-0.43468522809059473,0.00026978711627539774,,4.825235298522522e-12,,4.2238775617986403e-07,,0.06168143624807764,-0.15564810399868703,-7.113013822390712e-07,-6.640324237139339e-07,-8.072992372376575e-07,2.9645972610126137e-07,-3.7598961455387325e-07,1.0376019349278565e-09,2.1508856917762387e-09,5.066742581050221e-10,-5.140070403160413e-11,8.072992372376575e-07,0,True,converged,speciation,,,,,
cheq_0052,Bottinger,40.0,0.3,0.487,101325.0,phase2_epcsaft_activity_speciation,0.010276190159442821,balance_inferred,0.04236830832681129,balance_inferred,0.04434876349521226,balance_inferred,0.051099793693072486,direct_positive,0.0051999897775372285,direct_positive,0.00054083869341075,balance_inferred,0.013032697362218959,balance_inferred,1e-12,balance_inferred,0.08671707182202354,aggregate_direct_positive,6.788100252571468e-06,,0.005528430126588013,,0.0549187954698069,,0.051798183563569675,0.005895383613662281,0.0025967034609742827,-0.3015801330872458,0.00026183917648151217,,8.089553224263707e-12,,2.3016174006683863e-07,,0.06044722559639491,-0.1567282321782836,-7.141016595824112e-07,-6.728960073587587e-07,-8.270412337196831e-07,3.1698807045899e-07,-3.661048850744919e-07,1.0755501142489798e-09,2.1299122049400765e-09,6.334754942827203e-10,-5.817115215750249e-11,8.270412337196831e-07,0,True,converged,speciation,,,,,
cheq_0053,Bottinger,40.0,0.3,0.508,101325.0,phase2_epcsaft_activity_speciation,0.01064499143317389,balance_inferred,0.03985807219120572,balance_inferred,0.04688591239652501,balance_inferred,0.048293131371197916,direct_positive,0.009099491199283667,direct_positive,0.0005615160010895178,balance_inferred,0.011629742176135613,balance_inferred,1.0000000000000002e-12,balance_inferred,0.08674398458773072,aggregate_direct_positive,2.451558309457207e-05,,0.00309818313851927,,0.05724241993614372,,0.05190281605741709,0.03130555535337407,0.004845163359003097,-0.2737086850374369,0.0002471619373923058,,1.459830720490274e-11,,1.1670557833608996e-07,,0.06034060307466299,-0.15762972118148313,-6.266253720355053e-07,-6.000341841172485e-07,-8.123710095730985e-07,2.940965977415999e-07,-3.1980307468870706e-07,1.01190301970977e-09,1.9587657607011977e-09,8.821703367800637e-10,-4.355848134772253e-11,8.123710095730985e-07,0,True,converged,speciation,,,,,
cheq_0054,Jakobsen,40.0,0.3,0.6,101325.0,phase2_epcsaft_activity_speciation,0.0036421429637120465,balance_inferred,0.0028026163797142544,direct_positive,0.06224530567468969,direct_positive,0.048855882783742394,direct_positive,0.014972803014416381,direct_positive,0.0008977612992926861,direct_positive,0.0033789027220544614,balance_inferred,1.0000000000000002e-12,balance_inferred,0.06504792205440395,aggregate_direct_positive,0.0006788532452897578,,0.0006924862688434213,-0.6071524895925466,0.06678343722565189,0.030562163646591197,0.04469404937908336,-0.03866716054151638,0.02176879391419643,0.1625312569587031,0.00016028792303956766,-0.7482600784083348,6.436309926937777e-11,,1.8530987495552174e-08,,0.06747592349449531,0.015915409495275867,6.948374995374706e-07,2.6717860279745764e-07,-1.2520577641339514e-07,-3.8908394461856233e-07,9.484000429438311e-07,5.987500897863818e-09,8.826836803144111e-09,5.000940805910403e-08,-3.565753022775026e-10,9.484000429438311e-07,0,True,converged,speciation,,,,,
