temperature_C,MEA_weight_fraction,CO2_loading,observed_CO2_pressure_kPa,chemistry_success,chemistry_message,pressure_success,pressure_message,pred_CO2_pressure_kPa,log10_pred_over_obs
40,0.3,0.0888,0.00147,True,solved (default),True,solved,3.7253589333808897e-05,-1.596149211951945
40,0.3,0.11391000000000001,0.0025574705882352956,True,solved (warm-start),True,solved,7.497620706457338e-05,-1.5328871815558218
40,0.3,0.13902,0.004576117647058825,True,solved (warm-start),True,solved,0.0001382890546618232,-1.5197093733555458
40,0.3,0.16413,0.006732014285714285,True,solved (warm-start),True,solved,0.0002420567500057966,-1.4442278310002596
40,0.3,0.18924000000000002,0.009720361904761908,True,solved (warm-start),True,solved,0.00041068458412056824,-1.3741740336770363
40,0.3,0.21434999999999998,0.013038653846153846,True,solved (warm-start),True,solved,0.0006854554611773261,-1.2792535148079585
40,0.3,0.23946,0.019374400000000007,True,solved (warm-start),True,solved,0.0011389405394958763,-1.230727210328977
40,0.3,0.26457,0.023449736842105263,True,solved (warm-start),True,solved,0.0019053305343466288,-1.0901676459257905
40,0.3,0.28968,0.028028734693877542,True,solved (warm-start),True,solved,0.003250449597038874,-0.935660056711831
40,0.3,0.31479,0.0360229387755102,True,solved (warm-start),True,solved,0.005755654494106744,-0.7964844241584864
40,0.3,0.3399,0.05656625000000003,True,solved (warm-start),True,solved,0.010905289659000188,-0.7149201830920988
40,0.3,0.36501,0.06773930000000003,True,solved (warm-start),True,solved,0.023734735360710777,-0.45545631069457493
40,0.3,0.39012,0.11452727272727274,True,solved (warm-start),True,solved,0.08574774892118638,-0.1256861912363254
40,0.3,0.41523,0.2807086875,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
40,0.3,0.44034,0.494397090909091,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
40,0.3,0.46545,0.6224000000000044,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
40,0.3,0.49056,1.4866939999999962,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
40,0.3,0.5156700000000001,7.899587000000116,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
40,0.3,0.54078,9.919419393939393,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
40,0.3,0.56589,13.374320588235278,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
40,0.3,0.591,28.3,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
60,0.3,0.053,0.0045,True,solved (default),True,solved,9.117239946566159e-05,-1.693349129108637
60,0.3,0.0793,0.009519670781893004,True,solved (warm-start),True,solved,0.0002473359879721421,-1.5853346176337304
60,0.3,0.1056,0.01566666666666667,True,solved (warm-start),True,solved,0.000538635283974614,-1.463681804208208
60,0.3,0.1319,0.026319999999999996,True,solved (warm-start),True,solved,0.0010459859970747007,-1.4007600144010013
60,0.3,0.15819999999999998,0.04063209302325581,True,solved (warm-start),True,solved,0.0019018433900004135,-1.329694442620166
60,0.3,0.18449999999999997,0.055268965517241364,True,solved (warm-start),True,solved,0.0033287019354048836,-1.220206427338971
60,0.3,0.2108,0.06761368421052631,True,solved (warm-start),True,solved,0.0057135676186707155,-1.0731272293917422
60,0.3,0.23709999999999998,0.12083657894736838,True,solved (warm-start),True,solved,0.009761236390114282,-1.0926935909810638
60,0.3,0.26339999999999997,0.16542723404255316,True,solved (warm-start),True,solved,0.01683783874515925,-0.9923206623705555
60,0.3,0.28969999999999996,0.20694765957446803,True,solved (warm-start),True,solved,0.029837178261039557,-0.8411027702392614
60,0.3,0.31599999999999995,0.3795228070175436,True,solved (warm-start),True,solved,0.05578390278410152,-0.8327289841360529
60,0.3,0.34229999999999994,0.5373689473684207,True,solved (warm-start),True,solved,0.11634600208867872,-0.6645211019555738
60,0.3,0.3686,0.683093846153846,True,solved (warm-start),True,solved,0.3335892286355996,-0.31126835376141904
60,0.3,0.3949,1.1732388571428554,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
60,0.3,0.42119999999999996,2.2285451428571417,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
60,0.3,0.44749999999999995,2.586063829787231,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
60,0.3,0.47379999999999994,4.180851063829785,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
60,0.3,0.5001,11.767400000000002,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
60,0.3,0.5264,19.287999999999982,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
60,0.3,0.5527,29.996470588235255,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
60,0.3,0.579,82.0,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
80,0.3,0.017,0.0056,True,solved (default),True,solved,5.7779970600958035e-05,-1.986410710471455
80,0.3,0.045075000000000004,0.026801000000000002,True,solved (warm-start),True,solved,0.0004775193382315029,-1.7491600347258922
80,0.3,0.07314999999999999,0.05391342857142857,True,solved (warm-start),True,solved,0.0015374446719458824,-1.5448974554730976
80,0.3,0.101225,0.07704354636591479,True,solved (warm-start),True,solved,0.00365455575798544,-1.3239016730894178
80,0.3,0.1293,0.16446878787878788,True,solved (warm-start),True,solved,0.00751928593766129,-1.3399068915612704
80,0.3,0.157375,0.250689453125,True,solved (warm-start),True,solved,0.01430112322128336,-1.2437659143039401
80,0.3,0.18545,0.27657109375000005,True,solved (warm-start),True,solved,0.02605107773624143,-1.02598109237201
80,0.3,0.21352500000000002,0.5850497413793107,True,solved (warm-start),True,solved,0.04652928736933901,-1.0994663906620108
80,0.3,0.24159999999999998,0.9116374545454542,True,solved (warm-start),True,solved,0.08306580377576349,-1.0403998880034708
80,0.3,0.269675,1.2383794090909088,True,solved (warm-start),True,solved,0.1512666420608299,-0.9131105560685003
80,0.3,0.29775,2.1331710526315795,True,solved (warm-start),True,solved,0.289214622718511,-0.8678054344789679
80,0.3,0.32582500000000003,3.056099736842107,True,solved (warm-start),True,solved,0.6153177239620701,-0.6960680985475874
80,0.3,0.3539,3.3347058000000014,True,solved (warm-start),True,solved,1.815741644870873,-0.2640034704540643
80,0.3,0.381975,6.4976914500000005,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
80,0.3,0.41005,9.288967750000001,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
80,0.3,0.438125,13.060984374999995,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
80,0.3,0.4662,20.350877192982445,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
80,0.3,0.494275,40.05263157894737,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
80,0.3,0.52235,71.57154471544706,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
80,0.3,0.550425,153.2857723577237,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
80,0.3,0.5785,235.0,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
100,0.3,0.0117,0.00724,True,solved (default),True,solved,0.0001797679407684335,-1.6050263225640864
100,0.3,0.040565,0.09001633407572382,True,solved (warm-start),True,solved,0.0024951160008485503,-1.5572305809910671
100,0.3,0.06942999999999999,0.26234718417047176,True,solved (warm-start),True,solved,0.008970143757032058,-1.4660770040057562
100,0.3,0.09829499999999998,0.5466037290715371,True,solved (warm-start),True,solved,0.02242674675100492,-1.3869063113275828
100,0.3,0.12715999999999997,0.8308602739726024,True,solved (warm-start),True,solved,0.047620007879159994,-1.2417385315614347
100,0.3,0.15602499999999997,1.115116818873668,True,solved (warm-start),True,solved,0.09277042808700767,-1.0799108055157003
100,0.3,0.18488999999999994,1.3993733637747332,True,solved (warm-start),True,solved,0.1726780914891864,-0.9086963631164252
100,0.3,0.21375499999999995,4.384727165354325,True,solved (warm-start),True,solved,0.3154287844055038,-1.1430412527862577
100,0.3,0.24261999999999995,7.696247244094482,True,solved (warm-start),True,solved,0.578481426933575,-1.1239895912891034
100,0.3,0.2714849999999999,11.007767322834637,True,solved (warm-start),True,solved,1.0934339963654436,-1.002906668492102
100,0.3,0.30034999999999995,14.319287401574798,True,solved (warm-start),True,solved,2.2240796599312067,-0.8087710675446449
100,0.3,0.3292149999999999,13.507651515151506,True,solved (warm-start),True,solved,5.458173714646211,-0.3935324940805461
100,0.3,0.3580799999999999,16.569090909090896,True,solved (warm-start),True,solved,28.222409140610864,0.23129540276436739
100,0.3,0.38694499999999993,31.739285714285536,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
100,0.3,0.4158099999999999,38.08970588235293,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
