temperature_C,MEA_weight_fraction,CO2_loading,observed_CO2_pressure_kPa,chemistry_success,chemistry_message,pressure_success,pressure_message,pred_CO2_pressure_kPa,log10_pred_over_obs
100,0.3,0.44467499999999993,89.54149999999998,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
100,0.3,0.4735399999999999,94.73719999999999,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
100,0.3,0.5024049999999999,171.88052631578904,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
100,0.3,0.5312699999999999,293.9905882352936,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
100,0.3,0.5601349999999999,450.20117647058805,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
100,0.3,0.589,376.0,False,Exception: @error: Solution Not Found (warm-start); retry: Exception: @error: Solution Not Found (default-retry),False,skipped because all-species chemistry failed,,
120,0.3,0.00333,0.00202,True,solved (default),True,solved,0.0001074214299379473,-1.2742604402674422
120,0.3,0.029963499999999997,0.22072753552492042,True,solved (warm-start),True,solved,0.007458213789729413,-1.4712216860583642
120,0.3,0.056596999999999995,0.8397092810180276,True,solved (warm-start),True,solved,0.031939718949710275,-1.4197978630305599
120,0.3,0.08323049999999999,1.4586910265111346,True,solved (warm-start),True,solved,0.08418073870059593,-1.238750578857891
120,0.3,0.10986399999999999,2.0776727720042416,True,solved (warm-start),True,solved,0.1812997424298819,-1.0591799612690536
120,0.3,0.1364975,4.751315,True,solved (warm-start),True,solved,0.35140105348287043,-1.131010764829639
120,0.3,0.16313099999999997,8.09181296296296,True,solved (warm-start),True,solved,0.6421824221234966,-1.1003874219334229
120,0.3,0.18976449999999997,10.504834400826441,True,solved (warm-start),True,solved,1.1378508228404463,-0.9653038826299104
120,0.3,0.21639799999999998,16.856920331950207,True,solved (warm-start),True,solved,1.9954070469270506,-0.926746732657889
120,0.3,0.24303149999999998,25.89151201117318,True,solved (warm-start),True,solved,3.530877574940369,-0.865274753420261
120,0.3,0.269665,32.306409090909085,True,solved (warm-start),True,solved,6.45721275732992,-0.699243592055179
120,0.3,0.29629849999999996,40.32578333333332,True,solved (warm-start),True,solved,12.713596286810338,-0.5013143958337083
120,0.3,0.32293199999999994,60.11354392523363,True,solved (warm-start),True,solved,29.9547876988513,-0.3025060861332792
120,0.3,0.3495655,67.61605499999985,True,solved (warm-start),True,solved,232.60456939922994,0.5365684133373112
120,0.3,0.37619899999999995,81.59699999999984,True,solved (warm-start),True,solved,2215.395901438577,1.4337771561648343
120,0.3,0.4028325,127.91473175965666,True,solved (warm-start),True,solved,3059.320397250091,1.3787043978211468
120,0.3,0.42946599999999996,201.2371428571428,True,solved (warm-start),True,solved,3804.3481781923865,1.2765721145680444
120,0.3,0.45609949999999994,254.08997826086934,True,solved (warm-start),True,solved,4501.895105901052,1.2484078356482857
120,0.3,0.48273299999999997,404.0707894736842,True,solved (warm-start),True,solved,5172.158052553721,1.1072143315669565
120,0.3,0.5093665,527.1291071428577,True,solved (warm-start),True,solved,5826.260842176809,1.0434729262714695
120,0.3,0.536,822.0,True,solved (warm-start),True,solved,6471.1985100388065,0.8961129048740484
