temperature_C,MEA_weight_fraction,CO2_loading,CO2,MEA,H2O,MEAH+,MEACOO-,HCO3-,MEA + MEAH+
40.0,0.3,0.002,1.239288022639786e-14,0.11179150831121157,0.8877595331132437,0.0002244792877662311,0.00022365629033416475,8.229974320663596e-07,0.1120159875989778
40.0,0.3,0.009980000000000001,3.756016042699341e-13,0.11000352818133971,0.8877561685270063,0.0011201516456392398,0.0011159640622922591,4.187583346980613e-06,0.11112367982697895
40.0,0.3,0.017960000000000004,1.1609914424080215e-12,0.1082156520037926,0.8877526999888695,0.002015824003088411,0.0020081678823020265,7.656120786384654e-06,0.11023147600688102
40.0,0.3,0.025940000000000005,2.4038148063191675e-12,0.10642788406205697,0.8877491232153842,0.002911496360077445,0.0029002634669091183,1.1232893168326248e-05,0.10933938042213441
40.0,0.3,0.033920000000000006,4.14140314406728e-12,0.10464022880557326,0.8877454337571495,0.0038071687165678807,0.0037922463667073776,1.4922349860503033e-05,0.10844739752214114
40.0,0.3,0.04190000000000001,6.4569788411864895e-12,0.10285269989811158,0.8877416179504819,0.004702841072474752,0.004684102918002293,1.873815447246043e-05,0.10755554097058632
40.0,0.3,0.04988000000000001,9.556222588356028e-12,0.10106533262752641,0.8877376405077405,0.005598513427588385,0.005575797833125989,2.2715594462396553e-05,0.1066638460551148
40.0,0.3,0.05786000000000001,1.3339585174929466e-11,0.09927809910308204,0.8877335293195623,0.006494185782008008,0.006467359002726066,2.6826779281942934e-05,0.10577228488509005
40.0,0.3,0.06584000000000001,1.786499072376061e-11,0.0974910053202716,0.8877292783905157,0.00738985813567375,0.007358780431362811,3.107770431095597e-05,0.10488086345594536
40.0,0.3,0.07382000000000001,2.319393766146906e-11,0.09570405751939551,0.8877248814803665,0.008285530488522016,0.00825005587879255,3.547460972950858e-05,0.10398958800791752
40.0,0.3,0.08180000000000001,2.953603248979019e-11,0.09391728598244643,0.8877203083073417,0.00918120284033793,0.00914115506321388,4.0047777124056984e-05,0.10309848882278436
40.0,0.3,0.08978000000000001,3.7097665169855253e-11,0.09213071514464792,0.8877155344364368,0.010076875190908784,0.010032053549592834,4.4821641315942215e-05,0.10220759033555671
40.0,0.3,0.09776000000000001,4.578173925931378e-11,0.09034432037341678,0.8877105845001376,0.010972547540331888,0.010922775970426186,4.977156990569846e-05,0.10131686791374866
40.0,0.3,0.10574000000000001,5.568664040262247e-11,0.08855811030773779,0.8877054498595651,0.01186821988850521,0.011813313686820136,5.490620168507596e-05,0.100426330196243
40.0,0.3,0.11372000000000002,6.691715068246186e-11,0.08677209397501486,0.8877001214874279,0.012763892235320037,0.012703657671467727,6.023456385230809e-05,0.0995359862103349
40.0,0.3,0.12170000000000002,7.994952013003401e-11,0.08498632905788811,0.8876945417015908,0.013659564580285792,0.013593750242165966,6.58143381198276e-05,0.0986458936381739
40.0,0.3,0.12968000000000002,9.491348853897378e-11,0.08320081932388032,0.8876887067346735,0.014555236923266305,0.014483587631513688,7.164929175262704e-05,0.09775605624714663
40.0,0.3,0.13766,1.1176139122398233e-10,0.08141554781460347,0.8876826335450185,0.015450909264308301,0.01537318679785753,7.77224664507757e-05,0.09686645707891177
40.0,0.3,0.14564000000000002,1.3066741116813124e-10,0.07963052744676041,0.887676309216111,0.01634658160323062,0.01626253482465627,8.404677857434786e-05,0.09597710904999103
40.0,0.3,0.15362000000000003,1.5181773837100818e-10,0.07784577176733061,0.8876697202011726,0.01724225393983955,0.017151618165103247,9.063577473629901e-05,0.09508802570717016
40.0,0.3,0.16160000000000002,1.7625715664070898e-10,0.0760613848738277,0.8876627624038069,0.01813792627305406,0.018040332722648544,9.759355040552175e-05,0.09419931114688176
40.0,0.3,0.16958,2.0384452204912432e-10,0.07427733206278833,0.8876554705273355,0.019033598603015803,0.01892871320062977,0.00010488540238603242,0.09331093066580413
40.0,0.3,0.17756000000000002,2.3470259862548036e-10,0.07249361254004644,0.8876478453660611,0.01992927092959496,0.01981676039332902,0.00011251053626593898,0.09242288346964139
40.0,0.3,0.18554000000000004,2.691562451989772e-10,0.07071024648819793,0.8876398667377404,0.020824943252452786,0.020704454118452648,0.00012048913400014021,0.09153518974065072
40.0,0.3,0.19352000000000003,3.0756617680002853e-10,0.06892725624067922,0.8876315123093284,0.021720615571213134,0.021591772042899898,0.00012884352831323448,0.09064787181189235
40.0,0.3,0.2015,3.5219562057318386e-10,0.06714482456962412,0.8876225993111301,0.022616287883525085,0.022478531396633843,0.00013775648689128527,0.0897611124531492
40.0,0.3,0.20948000000000003,4.021838919411618e-10,0.0653628477191611,0.8876132314981044,0.02351196019027529,0.023364835934736004,0.00014712425553928797,0.08887480790943639
40.0,0.3,0.21746000000000004,4.5812410256287714e-10,0.06358135695666937,0.8876033776035184,0.024407632490844045,0.024250654390380252,0.00015697810046377074,0.08798898944751342
40.0,0.3,0.22544000000000003,5.206636049870925e-10,0.06180038559324204,0.8875930043169846,0.02530330478455481,0.025135953453077398,0.00016735133147741178,0.08710369037779685
40.0,0.3,0.23342000000000002,5.911533037444039e-10,0.060020015423396016,0.8875820298454538,0.02619897706999842,0.02602065132956811,0.00017832574043030887,0.08621899249339443
40.0,0.3,0.24140000000000003,6.728666635927906e-10,0.058240445411009936,0.8875702552286028,0.027094649343760314,0.026904549059020802,0.00019010028473951188,0.08533509475477025
40.0,0.3,0.24938000000000005,7.648569320372557e-10,0.056461568157307754,0.887557787864201,0.02799032160681719,0.027787754039341157,0.0002025675674760305,0.08445188976412495
40.0,0.3,0.25736000000000003,8.683995676969466e-10,0.05468343852371636,0.8875445728922169,0.028885993857833647,0.02867021141029451,0.00021578244753913593,0.08356943238155001
40.0,0.3,0.26534,9.849001306926378e-10,0.05290611541997808,0.8875305514044464,0.029781666095337722,0.029551862263452727,0.00022980383188499825,0.0826877815153158
40.0,0.3,0.27332,1.118531304329331e-09,0.05112980906872054,0.8875155131828136,0.03067733831496732,0.030432496380081938,0.00024484193488538393,0.08180714738368786
40.0,0.3,0.28130000000000005,1.274047599889893e-09,0.04935472142996865,0.887499256272496,0.03157301051174382,0.03131191180460226,0.0002610987071415621,0.08092773194171246
40.0,0.3,0.28928000000000004,1.4510081009035965e-09,0.04758076171438429,0.8874818714623817,0.03246868268611294,0.03219019932595551,0.00027848336015743805,0.08004944440049723
40.0,0.3,0.29726,1.6524794050892334e-09,0.04580803507287545,0.8874632536049293,0.03336435483485791,0.0330672537961063,0.0002971010387516158,0.07917238990773337
40.0,0.3,0.30524000000000007,1.8818820956593544e-09,0.04403665555494172,0.8874432886543965,0.034260026954389865,0.03394296116876003,0.0003170657856298418,0.07829668250933158
40.0,0.3,0.31322000000000005,2.152077791047733e-09,0.042267132489685874,0.8874214672957719,0.03515569903123219,0.03481681212684685,0.00033888690438534064,0.07742283152091806
40.0,0.3,0.32120000000000004,2.4699097643539387e-09,0.04049962757842236,0.8873976278352883,0.03605137105818979,0.0356886449754794,0.0003627260827103963,0.07655099863661216
40.0,0.3,0.32918000000000003,2.838152362924951e-09,0.0387341333521904,0.887371777744999,0.036947043032329124,0.03655846718624062,0.00038857584608850985,0.07568117638451952
40.0,0.3,0.33716,3.2654043441364298e-09,0.03697087683562423,0.8873436900097427,0.037842714944614345,0.03742605174256696,0.00041666320204738333,0.07481359178023858
40.0,0.3,0.34514000000000006,3.761402706159636e-09,0.03521010737377809,0.887313115295196,0.03873838678481167,0.03829114930854511,0.00044723747626655984,0.07394849415858976
40.0,0.3,0.35312000000000004,4.369911865598468e-09,0.0334531180571842,0.8872787605589786,0.0396340585069627,0.03915246683468912,0.00048159167227357987,0.0730871765641469
40.0,0.3,0.36110000000000003,5.100361028569974e-09,0.03169989409174721,0.8872406406056974,0.04052973010109716,0.040010019124006285,0.0005197109770908655,0.07222962419284437
40.0,0.3,0.3690800000000001,5.97203504255978e-09,0.029950747417073317,0.8871984435170869,0.04142540154690234,0.0408634942550386,0.0005619072918637441,0.07137614896397566
40.0,0.3,0.37706000000000006,7.015022026730367e-09,0.02820625672061307,0.8871515906389499,0.0423210728127075,0.0417123135686292,0.0006087592440783072,0.07052732953332057
40.0,0.3,0.38504000000000005,8.265478402067752e-09,0.026467101852478518,0.8870994021611426,0.043216743860450255,0.04255579724867021,0.0006609466117800545,0.06968384571292877
40.0,0.3,0.39302000000000004,9.901837912577926e-09,0.024736927278746684,0.887038233814704,0.04411241450235561,0.04339030099683228,0.0007221135055233288,0.0688493417811023
40.0,0.3,0.401,1.1941238786908761e-08,0.023015182803933883,0.8869686358145024,0.04500808472016246,0.04421637502493662,0.0007917096952258468,0.06802326752409635
40.0,0.3,0.40898000000000007,1.4500300098674086e-08,0.02130345163454521,0.886889025083279,0.04590375439093782,0.04503243623632182,0.0008713181546160009,0.06720720602548302
40.0,0.3,0.41696000000000005,1.7725912918419297e-08,0.019603597304580507,0.8867975382499104,0.04679942335979818,0.04583662123538454,0.0009628021244136293,0.06640302066437868
40.0,0.3,0.42494000000000004,2.1893541994955327e-08,0.017919217750744443,0.8866905776830902,0.047695091336311675,0.04662533234493388,0.0010697589913777955,0.06561430908705612
40.0,0.3,0.4329200000000001,2.7787779313010943e-08,0.016259546012338952,0.8865589112140219,0.04859075749293002,0.047389337265153916,0.001201420227776097,0.06485030350526898
40.0,0.3,0.44090000000000007,3.5775712527397226e-08,0.014625791025058964,0.8864013303162249,0.04948642144150186,0.048127427407299285,0.0013589940342025755,0.06411221246656082
40.0,0.3,0.44888000000000006,4.672485506874643e-08,0.013024460070135467,0.8862113286735545,0.0503820822657275,0.04883309630906929,0.0015489859566582133,0.06340654233586296
40.0,0.3,0.45686000000000004,6.179309967457367e-08,0.011463336103580636,0.8859811246189603,0.05127773874217971,0.049498562107917504,0.0017791766342622104,0.06274107484576034
40.0,0.3,0.46484000000000003,8.395227122600365e-08,0.009962442976449196,0.8856906976100013,0.05217338773063922,0.050103803759451934,0.0020695839711872836,0.06213583070708841
40.0,0.3,0.4728200000000001,1.1935164541216695e-07,0.00855122454963208,0.8853106106443395,0.053069022727191564,0.05061938321650357,0.002449639510687989,0.06162024727682364
40.0,0.3,0.48080000000000006,1.7313318959034707e-07,0.0072381736974458785,0.8848323766035419,0.05396463828291131,0.05103681247654863,0.002927825806362681,0.06120281198035719
40.0,0.3,0.48878000000000005,2.539406293721277e-07,0.006042051748699678,0.8842372438389513,0.05486022523585976,0.05133733840254808,0.00352288683331168,0.06090227698455944
40.0,0.3,0.4967600000000001,3.7234422942194274e-07,0.0049804322275006805,0.8835076506800379,0.055755772374116046,0.05150339749591289,0.004252374878203145,0.060736204601616724
40.0,0.3,0.5047400000000001,5.601693793250854e-07,0.004103408463260488,0.8825935395223127,0.05665124592252378,0.05148492663031742,0.005166319292206367,0.06075465438578427
40.0,0.3,0.5127200000000001,8.443755867767503e-07,0.0033957909275244506,0.8815101303952533,0.057546617150817804,0.051297141038555934,0.006249476112261866,0.06094240807834225
40.0,0.3,0.5207,1.2365116420596227e-06,0.0028200846287255803,0.8802949315927717,0.05844187363343036,0.050977546841531066,0.007464326791899286,0.06126195826215594
40.0,0.3,0.52868,1.7551029511823337e-06,0.0023587839344209544,0.8789654699430223,0.05933699550980284,0.05054366745295935,0.008793328056843491,0.061695779444223796
40.0,0.3,0.53666,2.4182920806592054e-06,0.0019928193451362207,0.8775408357878962,0.060231963287443444,0.05001458982849174,0.01021737345895171,0.06222478263257966
40.0,0.3,0.54464,3.300901286008079e-06,0.0017172267230225438,0.8760260788096621,0.06112669678301469,0.04939534989129127,0.011731346891723424,0.06284392350603724
40.0,0.3,0.5526200000000001,4.392051873154115e-06,0.0014940653408125968,0.8744591283136276,0.06202120714684331,0.048723878439319246,0.013297328707524064,0.06351527248765591
