temperature_C,MEA_weight_fraction,CO2_loading,CO2,MEA,H2O,MEAH+,MEACOO-,HCO3-,MEA + MEAH+
40.0,0.3,0.5606000000000001,5.698260139622167e-06,0.0013099746189828448,0.8728533530043162,0.06291548705828068,0.04801354264136097,0.014901944416919709,0.06422546167726352
40.0,0.3,0.5685800000000001,7.237457172110461e-06,0.001157286016556037,0.8712164425758869,0.06380951697519248,0.047272028567949195,0.016537488407243284,0.06496680299174852
40.0,0.3,0.5765600000000001,9.030252389816935e-06,0.001029796517293843,0.8695546243442035,0.06470327444305647,0.04650555937665059,0.018197715066405877,0.06573307096035032
40.0,0.3,0.5845400000000001,1.1204431217211976e-05,0.0009269992639113667,0.867868553545225,0.06559662137982326,0.04571476566420893,0.019881855715614332,0.06652362064373463
40.0,0.3,0.59252,1.369482988916376e-05,0.0008379063536188691,0.8661691442263496,0.06648962729507124,0.04491057313779339,0.021579054157277847,0.06732753364869011
40.0,0.3,0.6005,1.6525371506498445e-05,0.0007604161290113731,0.864458526605416,0.06738226594703307,0.044095107011455914,0.02328715893557715,0.06814268207604444
40.0,0.3,0.6084800000000001,1.972108842220058e-05,0.0006926935737607583,0.862738565618007,0.06827450985990499,0.04327022696770599,0.025004282892198994,0.06896720343366575
40.0,0.3,0.6164600000000001,2.334324718293641e-05,0.0006336994785063683,0.8610103727812048,0.06916629224655291,0.042437032126503016,0.026729260120049895,0.06979999172505928
40.0,0.3,0.6244400000000001,2.7528189670282184e-05,0.0005828558024625659,0.8592746869504965,0.07005746452868535,0.04159623380395993,0.028461230724725412,0.07064032033114791
40.0,0.3,0.6324200000000001,3.220028903113298e-05,0.0005372258068345689,0.857534358099116,0.0709481079025091,0.04075069603099569,0.030197411871513414,0.07148533370934368
40.0,0.3,0.6404000000000001,3.739534017596303e-05,0.0004961683704516585,0.8557900704497922,0.07183818291979013,0.0399010953594071,0.03193708756038303,0.0723343512902418
40.0,0.3,0.6483800000000001,4.3150938460326924e-05,0.00045911253913679686,0.8540424402648539,0.07272764812877454,0.03904803997543573,0.03367960815333881,0.07318676066791134
40.0,0.3,0.65636,4.960977758205774e-05,0.0004259908505546566,0.8522917045568333,0.07361634740751495,0.0381917374474745,0.03542460996004046,0.0740423382580696
40.0,0.3,0.66434,5.688949516196351e-05,0.0003962932571078606,0.8505385145641832,0.07450415134177348,0.037332814033754,0.03717133730801948,0.07490044459888133
40.0,0.3,0.67232,6.491705102279045e-05,0.00036905045361784863,0.84878375525654,0.0753911386194096,0.03647216854959673,0.038918970069812875,0.07576018907302745
40.0,0.3,0.6803000000000001,7.374791381482144e-05,0.0003440150057423384,0.8470277413039258,0.07627724788825846,0.035610103555728356,0.0406671443325301,0.0766212628940008
40.0,0.3,0.6882800000000001,8.344052041430659e-05,0.0003209626060354816,0.8452707678946382,0.07716241448945595,0.034746901459524665,0.04241551302993128,0.07748337709549143
40.0,0.3,0.6962600000000001,9.429352925464471e-05,0.0003000254740280517,0.8435130603640121,0.07804631031635267,0.033882724626788034,0.044163585689564626,0.07834633579038072
40.0,0.3,0.7042400000000001,0.00010634902127852523,0.00028077565494761663,0.8417551000435759,0.078928887640099,0.033018044017990446,0.04591084362210856,0.07920966329504663
40.0,0.3,0.7122200000000001,0.00011956429260081146,0.0002628609787596707,0.8399971905974978,0.07981019206557087,0.032153170991359406,0.04765702107421148,0.08007305304433054
40.0,0.3,0.7202000000000001,0.00013402847125551417,0.0002461684502828902,0.8382395536370436,0.080690124720709,0.03128830741043672,0.04940181731027228,0.08093629317099188
40.0,0.3,0.72818,0.00014983576178647604,0.00023059421166812488,0.8364824078836718,0.08156858107143673,0.0304236510936637,0.05114492997777303,0.08179917528310486
40.0,0.3,0.7361600000000001,0.00016758364916928542,0.0002163019561594278,0.834726310090109,0.08244490215228116,0.029559630251768363,0.05288527190051279,0.08266120410844059
40.0,0.3,0.7441400000000001,0.00018712079531704297,0.0002029370199432735,0.8329714374835903,0.08331925235057472,0.028696452147364694,0.054622800203210024,0.08352218937051799
40.0,0.3,0.7521200000000001,0.00020849494471873874,0.0001903764971146889,0.8312179734900088,0.0841915775340789,0.027834288459771837,0.056357289074307045,0.08438195403119358
40.0,0.3,0.7601000000000001,0.0002318553907187146,0.00017856229908463808,0.8294661589506809,0.08506171167975794,0.026973346543982733,0.058088365135775206,0.08524027397884258
40.0,0.3,0.7680800000000001,0.00025738586736191407,0.0001674469628067168,0.8277162659591634,0.085929450605334,0.026113857423077827,0.059815593182256155,0.0860968975681407
40.0,0.3,0.7760600000000001,0.0002861920023883585,0.0001571665175074824,0.8259695006336812,0.08679357042321142,0.025256784860162418,0.06153678556304899,0.0869507369407189
40.0,0.3,0.7840400000000001,0.00031775531244589687,0.00014744480096081118,0.8242255176209599,0.08765464113281665,0.02440189321242302,0.06325274792039363,0.08780208593377746
40.0,0.3,0.7920200000000001,0.00035231993455585656,0.00013824741129888162,0.8224846512276338,0.0885123907132557,0.023549461500769114,0.06496292921248659,0.08865063812455458
40.0,0.3,0.8,0.0003901475144974567,0.00012954198879762491,0.8207472553816926,0.0893665275575062,0.02269978432491805,0.06666674323258814,0.08949606954630382
