temperature_C,MEA_weight_fraction,CO2_loading,success,message,attempts,CO2,MEA,H2O,MEAH^+,MEACOO^-,HCO3^-,CO3^2-,H3O^+,OH^-,sum_minus_one,model_carbon_balance,physical_carbon_balance,mea_balance,water_balance,charge_balance,logK_residual_1,logK_residual_2,logK_residual_3,logK_residual_4,logK_residual_5
40.0,0.3,0.4236,True,solved (warm-start),1,2.4776671381e-06,0.018567157627,0.84500445987,0.045651285038,0.042932948194,0.0021903865518,0.00026351675511,7.3017200012e-12,9.1678970431e-07,-0.045386851499945924,0.0043807731031499375,-4.5005665860742283e-13,-6.476624792028929e-13,1.3355982986240633e-13,-4.22592516535758e-13,-3.448403873562711e-08,3.495417985277527e-06,-2.8607445301531698e-08,-5.6391682434764334e-09,-3.156221239919432e-08
40.0,0.3,0.44033999999999995,True,solved (warm-start),1,3.8080736631e-06,0.015466160282,0.84298376831,0.047356020883,0.044137354847,0.0026968667089,0.00026053245782,9.0713199953e-12,7.3442055393e-07,-0.04709475400799179,0.005393733417460939,-3.390621117205228e-13,-1.0901557434550568e-12,-4.299227640558456e-12,-2.2613855232833657e-14,-6.900878446458591e-08,6.321799745023782e-06,-6.185930701008147e-08,-8.111376459396524e-09,-6.21360349839506e-08
40.0,0.3,0.45707999999999993,True,solved (warm-start),1,6.1146743074e-06,0.012563924222,0.84078547096,0.049052774669,0.045151668078,0.0033872727089,0.00025662971316,1.1536711201e-11,5.7446719158e-07,-0.04879557049590433,0.006774545417508902,-2.9109353816281214e-13,-2.498556916918915e-13,-3.6146641235745847e-12,1.2512907376915905e-13,-1.384621413080822e-07,1.1511345178405463e-05,-1.3312454782976602e-07,-9.537755474298137e-09,-1.203229480495338e-07
40.0,0.3,0.47381999999999996,True,solved (warm-start),1,1.0271986476e-05,0.0099399876293,0.83833202992,0.050740354068,0.045897538364,0.0043394639347,0.00025145684539,1.5039805481e-11,4.3809338733e-07,-0.05048845914370681,0.008678927869436213,3.6214087284491825e-14,-9.064970996064403e-14,-3.2862601528904634e-13,1.7247314687551807e-13,-2.692335172582716e-07,1.9080004975080556e-05,-2.6843270717336054e-07,-8.011282304209999e-09,-2.1805879768521663e-07
40.0,0.3,0.49055999999999994,True,solved (warm-start),1,1.7901145446e-05,0.0076852805464,0.83553601511,0.052416813826,0.046285977272,0.0056411982357,0.00024465577269,2.0027858644e-11,3.2679283908e-07,-0.05217183127889713,0.011282396471133063,-2.669392484833111e-13,-6.274286645790994e-13,-5.985212325754219e-13,1.0878103973155362e-13,-4.960607142834306e-07,2.59045159367588e-05,-4.766636436670524e-07,-6.529481844097518e-09,-3.5685679122821057e-07
40.0,0.3,0.5073,True,solved (warm-start),1,3.1660704093e-05,0.0058676029224,0.83233502037,0.05407935389,0.046251981285,0.0073550268883,0.00023605241957,2.6960462381e-11,2.4090485718e-07,-0.05384306058881949,0.014710053776671866,7.185918526886326e-14,4.4124426334946065e-13,-4.5636827650241685e-12,-3.3671676558100216e-13,-8.251515950519206e-07,2.587641455420453e-05,-6.817132813807802e-07,-1.3564407375099563e-08,-4.944877538548553e-07
40.0,0.3,0.52404,True,solved (warm-start),1,5.5173711107e-05,0.0044896652516,0.82873329235,0.055724578448,0.045796232131,0.009476479586,0.00022584432602,3.6149808309e-11,1.7811480259e-07,-0.05549855604532061,0.01895295917208998,8.997663725196503e-14,-9.663103650581206e-14,2.307154467473538e-12,3.0721952759549254e-13,-1.0925364648528557e-06,1.7967723877632125e-05,-6.690145148979809e-07,-4.367725559006885e-08,-5.127709741259423e-07
40.0,0.3,0.5407799999999999,True,solved (warm-start),1,9.2516910643e-05,0.0034861203522,0.82480372678,0.057348956822,0.0449876041,0.011932118115,0.00021455045332,4.7686143202e-11,1.3374744622e-07,-0.05713427267170457,0.02386423623055612,5.561176519286448e-13,1.0587364318581649e-13,2.7225999232882714e-12,5.999159502501072e-13,-1.0302660911065686e-06,9.055060694151962e-06,-4.1271384887409113e-07,-8.488195213374183e-08,-3.8496049725722514e-07
40.0,0.3,0.5575199999999999,True,solved (warm-start),1,0.0001477293552,0.0027637248296,0.82064697241,0.058949064762,0.043922761295,0.014620682466,0.00020275921436,6.1517261796e-11,1.0263425942e-07,-0.058746202972063344,0.02924136493197673,-2.3266111259800937e-14,4.295869215908965e-13,-3.702815831729822e-12,-4.621511506819331e-13,-7.120753693357074e-07,3.7705724409420327e-06,-1.7664522644622593e-07,-8.977142229582569e-08,-2.2883761374714595e-07
40.0,0.3,0.57426,True,solved (warm-start),1,0.00022428105604,0.0022377100371,0.81635414758,0.060521964195,0.042689406919,0.017450525861,0.00019097550586,7.7539601729e-11,8.0480982953e-08,-0.060330908287477336,0.03490105172214112,1.411162853237613e-13,3.6644298706534073e-13,1.109889957717769e-12,-1.6335544028578397e-13,-0.001191091355018159,0.0013788496049293997,-9.105164815892408e-05,-0.0004671345110720537,-0.0007433827603442467
