attempt_id,anchor_scale,loss,seed_HCO3_d_born,seed_CO3_d_born,fitted_HCO3_d_born,fitted_CO3_d_born,delta_HCO3_from_seed,delta_CO3_from_seed,initial_data_residual_norm,final_data_residual_norm,data_residual_norm_improvement,overall_rmse_log10,overall_median_abs_log10,optimizer_success,optimizer_status,optimizer_message,nfev,at_lower_bound_HCO3,at_upper_bound_HCO3,at_lower_bound_CO3,at_upper_bound_CO3
1,0.0,grid_evaluation,3.0,3.0,3.0,3.0,0.0,0.0,0.7021078821835874,0.7021078821835874,0.0,0.7021078821835874,0.5389685796045186,True,0,direct full-data seed evaluation,1,False,False,False,False
3,0.0,grid_evaluation,4.5,4.5,4.5,4.5,0.0,0.0,0.8375689949211945,0.8375689949211945,0.0,0.8375689949211945,0.600133584326678,True,0,direct full-data seed evaluation,1,False,False,False,False
4,0.0,grid_evaluation,6.5,7.5,6.5,7.5,0.0,0.0,1.0613798508881718,1.0613798508881718,0.0,1.061379850888172,1.07561865640092,True,0,direct full-data seed evaluation,1,False,False,False,False
2,0.0,grid_evaluation,1.05,1.05,1.05,1.05,0.0,0.0,1.913497055009156,1.913497055009156,0.0,1.913497055009156,1.746598916323336,True,0,direct full-data seed evaluation,1,False,False,False,False
