temperature_C,MEA_weight_fraction,CO2_loading,success,message,attempts,CO2,MEA,H2O,MEAH^+,MEACOO^-,HCO3^-,CO3^2-,H3O^+,OH^-,sum_minus_one,model_carbon_balance,physical_carbon_balance,mea_balance,water_balance,charge_balance,logK_residual_1,logK_residual_2,logK_residual_3,logK_residual_4,logK_residual_5
40.0,0.3,0.001,True,solved (default),1,1.5733880849e-12,0.11156320747,0.88717228258,0.00059481947952,7.5544442864e-05,6.7345095553e-07,3.7362577909e-05,1.6623817435e-14,0.0004438764299,-0.00011223356726142164,-2.791278493063931e-16,-1.346901911339121e-06,-1.8050561045868108e-12,-7.506217869490683e-13,-9.061761757633846e-16,-5.7696070143720135e-12,3.4284003298523658e-06,-8.5087492607272e-12,1.0665246463759104e-11,1.0345502232667059e-11
40.0,0.3,0.008990000000000001,True,solved (warm-start),1,4.1969909781e-11,0.10990690792,0.88648659772,0.001387964193,0.00083814442176,7.578487102e-06,0.00017750984198,3.9344498333e-14,0.00018722160024,-0.001008075773908712,-1.9483113039564515e-15,-1.5156974205948227e-05,-4.6197073944043154e-12,1.8925971900785044e-12,-2.26554885962571e-14,-0.0001871964485005151,1.578694131865177e-06,-4.366684770218399e-06,-1.1986394987673066e-08,-9.095237629708208e-08
40.0,0.3,0.016980000000000002,True,solved (warm-start),1,1.434739528e-10,0.10806891147,0.88571707012,0.0022658874597,0.0016978427626,1.5599410293e-05,0.00022007076019,6.526659507e-14,0.00011230376656,-0.0019023141071177196,-5.404574357492642e-14,-3.119882064004558e-05,-1.080496803140818e-12,-4.2448267123518235e-12,-6.773314548125242e-14,-0.0034116622955338016,0.0005816002324436909,-8.178267044911536e-06,-5.051002283096295e-09,-5.118744255128149e-07
40.0,0.3,0.024970000000000003,True,solved (warm-start),1,3.1521059617e-10,0.10619096787,0.88492981639,0.0031618358106,0.002579642715,2.4098903701e-05,0.00023940905987,9.2601743598e-14,7.9276072239e-05,-0.0027949528632867926,-9.423885283244005e-16,-4.8197807402942505e-05,-4.784894702680731e-12,-3.096300993377099e-12,1.2601898691233515e-14,-7.663674059443792e-05,3.3449726352330345e-05,-5.802923297437701e-08,-3.176747753741438e-10,-9.105953324706206e-09
40.0,0.3,0.03296,True,solved (warm-start),1,5.6454174051e-10,0.10430100434,0.88413775796,0.0040627729652,0.0034686528408,3.2961636144e-05,0.00025030512848,1.2103545472e-13,6.0548231388e-05,-0.0036859963333252255,-1.1131720545343171e-14,-6.592327229913188e-05,1.6519702272788095e-12,-1.4517276269998547e-12,2.903493417916181e-14,-6.270003808594993e-06,4.5475350809454085e-06,-2.0480541707001976e-09,-1.0017497942271802e-10,-7.724132444764109e-10
40.0,0.3,0.04095,True,solved (warm-start),1,8.9854936915e-10,0.10240667445,0.88334405027,0.0049655203055,0.0043603977249,4.2163953024e-05,0.00025721499175,1.5052971383e-13,4.8528644259e-05,-0.004575448761867107,-3.0361997638284066e-14,-8.432790607836114e-05,1.7735812818386876e-12,-3.5021985311800563e-12,-3.2470554023333875e-14,-0.0014190763324464228,0.0013317653427726839,-1.4624243121375002e-05,-6.646149557809622e-06,-6.346681129087983e-06
40.0,0.3,0.048940000000000004,True,solved (warm-start),1,1.3289515502e-09,0.10051088817,0.88254981071,0.0058689626935,0.0052530820523,5.1707653285e-05,0.00026194000894,1.8111067502e-13,4.0292970173e-05,-0.005463314412669229,2.864201931185306e-14,-0.00010341530654135733,7.343708974261176e-13,3.951283744640932e-12,4.311048046323762e-14,-0.0006494117173474478,0.0007548300689954601,-4.197574622111233e-06,-4.489043373467894e-06,-4.6515767841981415e-06
40.0,0.3,0.05693000000000001,True,solved (warm-start),1,1.8643352159e-09,0.098615207977,0.88175576896,0.006772381253,0.0061458617445,6.1603050625e-05,0.00026533880578,2.1281528842e-13,3.4238846576e-05,-0.006349597497971038,-6.686491638152603e-15,-0.0001232061012566869,9.209299989265674e-14,-1.7694734566475745e-12,-4.818454663046978e-14,-0.00034903698225718927,0.00046273246872985396,-1.3605447009013005e-06,-3.3606419673759547e-06,-3.671879820643653e-06
40.0,0.3,0.06492,True,solved (warm-start),1,2.5159077288e-09,0.096720337034,0.88096220311,0.0076755139903,0.0070382951574,7.1865799452e-05,0.00026787289632,2.4569947378e-13,2.9607241082e-05,-0.007234302255292535,-4.6758603933216847e-14,-0.00014373159895075902,2.0031198921799387e-13,8.710809851208978e-13,-2.830114614882362e-14,-0.00020562191060236046,0.00030801264282231955,-4.4480794159085235e-07,-2.686167800192152e-06,-3.0415013902995724e-06
40.0,0.3,0.07291,True,solved (warm-start),1,3.2961875799e-09,0.094826656422,0.88016926765,0.0085782257955,0.007930135848,8.2514807732e-05,0.00026981183069,2.7982770342e-13,2.5951478618e-05,-0.008117432870992536,2.466082893448629e-14,-0.00016502961543933894,2.0074220064003612e-13,-1.9062529332813938e-13,4.982819712395781e-14,-0.00013009759460658188,0.00021833622080791315,-1.1907714281278459e-07,-2.2464016753431792e-06,-2.6093306857433163e-06
