observation_id,data_family,source_key,source_file,source_row_id,observed_quantity,temperature_K,mea_mass_fraction,co2_loading_mol_per_mol_mea,composition_value,composition_basis,value_reported,reported_unit,uncertainty_value,uncertainty_unit,uncertainty_type,measurement_role,source_lifecycle_status,contract_lifecycle_status,objective_role,target_eligible,group_id
Bottinger2008_state_034|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,34,MEA,293.15,0.3,0.388,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_034|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,34,MEAH+,293.15,0.3,0.388,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_034|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,34,MEACOO-,293.15,0.3,0.388,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_034|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,34,HCO3-,293.15,0.3,0.388,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_034|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,34,CO3^2-,293.15,0.3,0.388,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_034|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,34,H3O+,293.15,0.3,0.388,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_034|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,34,OH-,293.15,0.3,0.388,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_034|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,34,MEA + MEAH+,293.15,0.3,0.388,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,CO2,293.15,0.3,0.474,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,MEA,293.15,0.3,0.474,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,MEAH+,293.15,0.3,0.474,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,MEACOO-,293.15,0.3,0.474,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,HCO3-,293.15,0.3,0.474,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,CO3^2-,293.15,0.3,0.474,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,H3O+,293.15,0.3,0.474,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,OH-,293.15,0.3,0.474,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_035|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,35,MEA + MEAH+,293.15,0.3,0.474,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,CO2,293.15,0.3,0.524,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,MEA,293.15,0.3,0.524,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,MEAH+,293.15,0.3,0.524,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,MEACOO-,293.15,0.3,0.524,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,HCO3-,293.15,0.3,0.524,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,CO3^2-,293.15,0.3,0.524,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,H3O+,293.15,0.3,0.524,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,OH-,293.15,0.3,0.524,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_036|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,36,MEA + MEAH+,293.15,0.3,0.524,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,CO2,293.15,0.3,0.609,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,MEA,293.15,0.3,0.609,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,MEAH+,293.15,0.3,0.609,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,MEACOO-,293.15,0.3,0.609,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,HCO3-,293.15,0.3,0.609,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,CO3^2-,293.15,0.3,0.609,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,H3O+,293.15,0.3,0.609,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,OH-,293.15,0.3,0.609,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_037|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,37,MEA + MEAH+,293.15,0.3,0.609,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,CO2,293.15,0.3,0.704,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,MEA,293.15,0.3,0.704,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,MEAH+,293.15,0.3,0.704,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,MEACOO-,293.15,0.3,0.704,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,HCO3-,293.15,0.3,0.704,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,CO3^2-,293.15,0.3,0.704,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,H3O+,293.15,0.3,0.704,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,OH-,293.15,0.3,0.704,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_038|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,38,MEA + MEAH+,293.15,0.3,0.704,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,CO2,293.15,0.3,0.832,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,MEA,293.15,0.3,0.832,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,MEAH+,293.15,0.3,0.832,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,MEACOO-,293.15,0.3,0.832,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,HCO3-,293.15,0.3,0.832,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,CO3^2-,293.15,0.3,0.832,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,H3O+,293.15,0.3,0.832,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,OH-,293.15,0.3,0.832,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_039|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,39,MEA + MEAH+,293.15,0.3,0.832,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,CO2,293.15,0.3,0.929,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,MEA,293.15,0.3,0.929,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,MEAH+,293.15,0.3,0.929,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,MEACOO-,293.15,0.3,0.929,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,HCO3-,293.15,0.3,0.929,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,CO3^2-,293.15,0.3,0.929,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,H3O+,293.15,0.3,0.929,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,OH-,293.15,0.3,0.929,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_040|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,40,MEA + MEAH+,293.15,0.3,0.929,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,CO2,293.15,0.3,0.974,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,MEA,293.15,0.3,0.974,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,MEAH+,293.15,0.3,0.974,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,MEACOO-,293.15,0.3,0.974,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,HCO3-,293.15,0.3,0.974,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,CO3^2-,293.15,0.3,0.974,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,H3O+,293.15,0.3,0.974,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,OH-,293.15,0.3,0.974,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=20
Bottinger2008_state_041|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,41,MEA + MEAH+,293.15,0.3,0.974,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=20
Bottinger2008_state_042|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,CO2,313.15,0.3,0.125,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_042|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,MEA,313.15,0.3,0.125,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_042|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,MEAH+,313.15,0.3,0.125,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_042|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,MEACOO-,313.15,0.3,0.125,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=40
Bottinger2008_state_042|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,HCO3-,313.15,0.3,0.125,,mole_fraction,,,,,not_reported,direct_zero,canonical_eligible,canonical_eligible,upper_bound_or_reported_zero,yes,Bottinger2008|w=0.3|T=40
Bottinger2008_state_042|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,CO3^2-,313.15,0.3,0.125,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_042|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,H3O+,313.15,0.3,0.125,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_042|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,OH-,313.15,0.3,0.125,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_042|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,42,MEA + MEAH+,313.15,0.3,0.125,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,CO2,313.15,0.3,0.205,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,MEA,313.15,0.3,0.205,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,MEAH+,313.15,0.3,0.205,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,MEACOO-,313.15,0.3,0.205,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,HCO3-,313.15,0.3,0.205,,mole_fraction,,,,,not_reported,direct_zero,canonical_eligible,canonical_eligible,upper_bound_or_reported_zero,yes,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|CO3^2-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,CO3^2-,313.15,0.3,0.205,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|H3O+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,H3O+,313.15,0.3,0.205,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|OH-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,OH-,313.15,0.3,0.205,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_043|MEA + MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,43,MEA + MEAH+,313.15,0.3,0.205,,mole_fraction,,,,,not_reported,aggregate_direct_positive,canonical_eligible,canonical_eligible,aggregate_measurement,yes,Bottinger2008|w=0.3|T=40
Bottinger2008_state_044|CO2,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,44,CO2,313.15,0.3,0.236,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_044|MEA,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,44,MEA,313.15,0.3,0.236,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_044|MEAH+,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,44,MEAH+,313.15,0.3,0.236,,,,,,,not_reported,balance_inferred,canonical_eligible,canonical_eligible,inferred_not_independent,no,Bottinger2008|w=0.3|T=40
Bottinger2008_state_044|MEACOO-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,44,MEACOO-,313.15,0.3,0.236,,mole_fraction,,,,,not_reported,direct_positive,canonical_eligible,canonical_eligible,direct_measurement,yes,Bottinger2008|w=0.3|T=40
Bottinger2008_state_044|HCO3-,speciation,Bottinger2008,data/reference/MEA/ChEq/Bottinger_2007_ChEq.csv,44,HCO3-,313.15,0.3,0.236,,mole_fraction,,,,,not_reported,direct_zero,canonical_eligible,canonical_eligible,upper_bound_or_reported_zero,yes,Bottinger2008|w=0.3|T=40
