model_id,observation_id,source_key,mea_mass_fraction,temperature_k,temperature_c,loading_mol_co2_per_mol_mea,state_pressure_pa,observed_pco2_pa,predicted_pco2_pa,log10_pressure_residual,carbamate_target_mole_fraction,predicted_carbamate_mole_fraction,log10_carbamate_residual,carbamate_interpolation_lower_row,carbamate_interpolation_upper_row,ln_k4,a,b_k,c,d_per_k,split,role,group_id,measurement_origin,certification,reaction_affinity_inf_norm,kkt_stationarity_inf_norm,pressure_relative_residual,packing_fraction,minimum_amount_mol,model_fingerprint,dlog10_pco2_dlnk_R1,dlog10_pco2_dlnk_R2,dlog10_pco2_dlnk_R3,dlog10_pco2_dlnk_R4,dlog10_pco2_dlnk_R5,dlog10_meacoo_dlnk_R1,dlog10_meacoo_dlnk_R2,dlog10_meacoo_dlnk_R3,dlog10_meacoo_dlnk_R4,dlog10_meacoo_dlnk_R5
M5_literature_R4,vle_obs_0130,Hilliard2008,0.3,313.15,40.0,0.35,6826.33,72.1,166098.35732804405,3.362430072687452,0.04049090909090909,0.034050004691724714,-0.07524035144987398,cheq_canon_00182,cheq_canon_00186,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,1.4210854715202004e-13,2.2737367544323206e-13,8.296306446465154e-12,0.4772076462203002,1.6564207079113787e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,1.0833911545660156e-05,0.2981605814689203,-4.2424641577554205e-05,0.43412945442966583,-0.43409786094628083,-2.5981015042166656e-07,-0.05466636080259141,-0.0048753674186318065,0.0048464190390596915,2.9208197430884086e-05
M5_literature_R4,vle_obs_0131,Hilliard2008,0.3,313.15,40.0,0.36,6850.15,96.60000000000001,197336.64166557955,3.31023060655936,0.04146415094339623,0.034805553876257216,-0.07602422753869308,cheq_canon_00186,cheq_canon_00190,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,5.684341886080802e-14,5.542233338928781e-13,2.5462638614630656e-12,0.4772427291375004,1.711352881025538e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,1.0135625672091919e-05,0.28644703409241856,8.137339690961198e-05,0.43396797178019136,-0.43405947884878054,-2.72831396127586e-07,-0.05637835023080578,-0.004728767789012028,0.004696191144841191,3.284948527613671e-05
M5_literature_R4,vle_obs_0132,Hilliard2008,0.3,313.15,40.0,0.382,6854.32,131.0,291745.5028890954,3.3477328746811703,0.04316603773584906,0.036350669204536126,-0.07462977556127416,cheq_canon_00186,cheq_canon_00190,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,4.2969585707536134e-14,2.984279490192421e-13,1.9687106657122715e-12,0.4772982207913183,1.8502198257008442e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,8.749445612465934e-06,0.25605293325625667,0.0004103032580360377,0.43352199181612144,-0.4339410387466102,-3.005243079497476e-07,-0.060400807281636826,-0.004423632920438848,0.004381398576744192,4.253488357087477e-05
M5_literature_R4,vle_obs_0133,Hilliard2008,0.3,313.15,40.0,0.386,6783.62,120.0,316774.161198116,3.4215685035531282,0.04347547169811321,0.03661204234759225,-0.07462034666772874,cheq_canon_00186,cheq_canon_00190,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,1.5631940186722204e-13,2.7711166694643907e-13,6.479037956603813e-12,0.477304638893641,1.878530286095221e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,8.51363424203555e-06,0.2497699077785853,0.00047956838500340376,0.43342125080059185,-0.4339093375271829,-3.0540494168207905e-07,-0.06116354837903288,-0.004370498975666988,0.004325825187887848,4.49792096238114e-05
M5_literature_R4,vle_obs_0135,Hilliard2008,0.3,313.15,40.0,0.4,6841.5,128.0,404789.467624559,3.5000192342529375,0.04455849056603774,0.03747313982930983,-0.0752103869115541,cheq_canon_00186,cheq_canon_00190,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,1.1368683772161603e-13,1.7053025658242404e-13,5.4469181047464586e-11,0.47731695583366834,1.986246462928344e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,7.741096652580381e-06,0.22578275853391003,0.000747361639241717,0.4330406174091194,-0.43379571792456767,-3.219230846290144e-07,-0.06388072002640174,-0.00418978725200091,0.004138106797805167,5.200239968673055e-05
M5_literature_R4,vle_obs_0136,Hilliard2008,0.3,313.15,40.0,0.464,7422.66,750.0,1220666.7185422054,3.211535840310836,0.04986666666666667,0.04004936583112174,-0.09521469524807359,cheq_canon_00190,cheq_canon_00194,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,1.2789769243681803e-13,1.9895196601282805e-13,3.327410675060644e-12,0.47710978512763863,2.703173407544e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,4.756639526704021e-06,0.07512422639521787,0.0024465238723792027,0.43025362401749584,-0.43270490790447974,-3.749498901242063e-07,-0.07530132052715992,-0.0034714952384233377,0.0033994722926979095,7.239797010033831e-05
M5_literature_R4,vle_obs_0137,Hilliard2008,0.3,313.15,40.0,0.466,7326.7,574.0,1283374.1414888771,3.349441392111641,0.0502,0.04008661857702504,-0.09770429335333518,cheq_canon_00190,cheq_canon_00194,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,4.2969585707536134e-14,2.2737367544323206e-13,1.7183909750150336e-11,0.47709476295979153,2.7328267071625157e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,4.6776804651926795e-06,0.0695119998894711,0.0025073608966863503,0.4301096543812832,-0.43262169810986956,-3.756448362078045e-07,-0.07556785050471772,-0.0034523022304957605,0.00337962256659275,7.305538588232998e-05
M5_literature_R4,vle_obs_0139,Hilliard2008,0.3,313.15,40.0,0.491,7781.93,1100.0,1913510.6767953343,3.240438204637392,0.05056666666666667,0.040304289300209975,-0.09851305857892238,cheq_canon_00198,cheq_canon_00202,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,1.5631940186722204e-13,4.831690603168681e-13,2.5378893730731497e-12,0.476857408593316,3.147523282153062e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,3.732392173105836e-06,-0.002395449261172189,0.0032538055805275685,0.42852888659794525,-0.4317864196856646,-3.774391966197987e-07,-0.07808316467053938,-0.0032307287194027127,0.0031809406347040243,5.016564153460731e-05
M5_literature_R4,vle_obs_0140,Hilliard2008,0.3,313.15,40.0,0.501,8671.99,1870.0,2057274.7104292598,3.0414506809082043,0.04923333333333334,0.040260884517145025,-0.08737592864135321,cheq_canon_00198,cheq_canon_00202,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,5.684341886080802e-14,3.055333763768431e-13,8.407591828672377e-12,0.476736160416602,3.337071852143703e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,3.3955060985135783e-06,-0.031236948849766574,0.003530661363271292,0.42806670128570085,-0.43160076348414117,-3.745806958890699e-07,-0.07863022779439408,-0.0031515525720209217,0.003123958804863756,2.796848583677167e-05
M5_literature_R4,vle_obs_0141,Hilliard2008,0.3,313.15,40.0,0.518,9831.72,3030.0,2449474.652150901,2.907630321112477,0.04742258064516129,0.0400180781992135,-0.07372895521122422,cheq_canon_00202,cheq_canon_00206,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,1.4210854715202004e-13,5.684341886080801e-13,1.3483143413584947e-11,0.4764952582073959,3.6899482977590777e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,2.862154957483653e-06,-0.07867413369666565,0.003944624182850021,0.4271606458772225,-0.43110813541247234,-3.6545966943419487e-07,-0.07895400953564445,-0.0030287069380402778,0.0030486540624801227,-1.9581486313779097e-05
M5_literature_R4,vle_obs_0142,Hilliard2008,0.3,313.15,40.0,0.591,35021.46,28300.0,2193294.0385089032,1.8893104226656159,0.04101741935483871,0.03689528756047625,-0.04599743332325594,cheq_canon_00202,cheq_canon_00206,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Hilliard2008|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,8.526512829121202e-14,2.2737367544323206e-13,4.405614351409909e-11,0.47502300672811787,5.635942512737264e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,1.342481681376739e-06,-0.23607979962037004,0.004692422628238546,0.4269156007374874,-0.4316093703771173,-2.9103209147548893e-07,-0.07424489026098657,-0.0026107318405172893,0.002829825433189353,-0.00021880211172464406
M5_literature_R4,vle_obs_0186,Jou1995,0.3,313.15,40.0,0.0888,200000.0,1.47,35.63695455270264,1.384583248454244,,0.00908894922906657,,,,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Jou1995|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,8.526512829121202e-14,3.552713678800501e-13,1.6338890418410302e-12,0.47543513540220583,6.826458795960195e-11,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,0.00016163683724812472,0.40132671883519316,-0.005018145388113737,0.43915091227919584,-0.43429440348408116,2.966603620065663e-06,-0.038296957564975705,-0.01543644855088121,0.015433450250034396,3.16868052123589e-08
M5_literature_R4,vle_obs_0187,Jou1995,0.3,313.15,40.0,0.203,200000.0,8.959999999999999,438.7975853624672,1.6899562193894964,0.023857500000000004,0.020726563170719914,-0.06109763811065846,cheq_canon_00166,cheq_canon_00170,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Jou1995|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,4.6412457148092353e-14,5.826450433232822e-13,2.606248017400503e-13,0.4763228747612394,1.1279643528648062e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,3.418669791699358e-05,0.38356693505825484,-0.0013311422630835066,0.43559086391198315,-0.4342939101231735,7.33361541211753e-08,-0.038928332357844354,-0.008160392033186643,0.008160158286326697,1.6040718435092664e-07
M5_literature_R4,vle_obs_0188,Jou1995,0.3,313.15,40.0,0.365,300000.0,67.7,4944.1387822596735,1.8635019842377731,0.041850943396226414,0.03517478974902252,-0.07547374202810657,cheq_canon_00186,cheq_canon_00190,-2.7836958326680508,2.151,-1545.3,0.0,0.0,training,active_training,vle|Jou1995|w=0.3|T=40,calibration_derived_partial_pressure,LOCAL_EQUILIBRIUM,5.684341886080802e-14,2.8421709430404007e-13,4.3403512487808865e-13,0.47728189983828856,1.740664852688078e-10,sha256:f8addf9b50d6ea512435da5d916a903a56e0027567b9373b93c35185109753d9,9.803180489598162e-06,0.2802695722170512,0.0001485844336457376,0.43413021169058646,-0.4342885958852349,-2.7858972417463385e-07,-0.05723828573229653,-0.004657159218743425,0.004656640935742973,7.968835636629349e-07
