row_id,source,temperature_C,MEA_weight_fraction,CO2_loading,observed_CO2_pressure_kPa,model_CO2_pressure_kPa,model_total_pressure_kPa,log10_model_over_data,fugacity_residual_norm,charge_residual,max_abs_reaction_residual,state_failure_count,solver_success,message
vle_0000,Jou,40.0,0.3,0.0888,0.00147,6.889803308215499e-05,6.3328125,-1.3291105110083237,0.0096843305014484,-6.988232651512945e-12,5.558962712370886e-08,24,True,converged
vle_0001,Aronu,40.0,0.3,0.102,0.0016,0.0001001507690991,6.38682611468847,-1.2034656938864898,7.442086964459804e-07,-6.15924718454404e-12,5.2498293712233135e-08,0,True,converged
vle_0002,Hilliard,40.0,0.3,0.153,0.0057,0.0003338290622848,6.356500470015522,-1.2323507131419311,9.975476529117122e-07,-1.6066765110253384e-10,9.218553209677793e-08,0,True,converged
vle_0003,Hilliard,40.0,0.3,0.163,0.00664,0.0004130374642639,6.35051980837938,-1.2061786335586222,3.9614476143867705e-08,-1.6350013539373007e-10,9.164597614130798e-08,0,True,converged
vle_0004,Hilliard,40.0,0.3,0.17,0.00721,0.0004780806130141,6.346314878839971,-1.1784341320500105,1.1645991371267429e-07,-1.640944057812953e-10,9.229785291609005e-08,0,True,converged
vle_0005,Hilliard,40.0,0.3,0.191,0.00995,0.0007335214104636,6.333607931987621,-1.1324102859331342,6.123198499352611e-07,-1.6118692115090795e-10,8.884884294957375e-08,0,True,converged
vle_0006,Hilliard,40.0,0.3,0.194,0.00985,0.0007789846943227,6.331782773300212,-1.1019073058628897,3.94928088454094e-07,-1.6033459033105296e-10,8.536039075579539e-08,0,True,converged
vle_0007,Jou,40.0,0.3,0.203,0.00896,0.0009319395159198,6.326285360883474,-0.9829202826672072,9.326843652956997e-08,-1.5727091545099403e-10,8.796858352866367e-08,0,True,converged
vle_0008,Aronu,40.0,0.3,0.206,0.0123,0.0009890119999065,6.324445589560965,-1.0947035504169509,7.551436809194456e-08,-1.0724758513113906e-10,7.237800048187637e-08,0,True,converged
vle_0009,Hilliard,40.0,0.3,0.232,0.0146,0.0016488619557697,6.308353715531531,-0.947168558149013,5.453418028267266e-08,-7.788388505597323e-11,6.075934777527436e-08,0,True,converged
vle_0010,Idris,40.0,0.3,0.242,0.021,0.0020057302155767,6.302101735995231,-1.019946777697471,9.310508595206102e-07,-6.970280011812588e-12,7.404349133821597e-08,0,True,converged
vle_0011,Hilliard,40.0,0.3,0.246,0.0191,0.002169425512055,6.299586022383974,-0.9446886241716744,3.953185707672447e-07,-1.2645300464633248e-11,5.362208099768395e-08,0,True,converged
vle_0012,Aronu,40.0,0.3,0.25,0.0246,0.0023467101126004,6.2970713130115,-1.0204756622741151,7.581817200730256e-07,-1.1452030928174963e-11,9.059320049686904e-08,0,True,converged
vle_0013,Hilliard,40.0,0.3,0.269,0.0231,0.0034158314844666,6.285061206357457,-0.8301155426911796,9.96345196568882e-07,-7.303713848790688e-12,8.637215742623995e-08,0,True,converged
vle_0014,Hilliard,40.0,0.3,0.272,0.0224,0.0036262003651011,6.283166968778409,-0.7907962210419399,5.711072117442484e-07,-3.778789732802824e-12,5.289962246024516e-08,0,True,converged
vle_0015,Idris,40.0,0.3,0.321,0.038,0.0099668084977133,6.25305242975992,-0.581227482811108,1.7276709840530202e-07,-7.2701852981001906e-12,9.164297054553573e-08,0,True,converged
vle_0016,Hilliard,40.0,0.3,0.326,0.0485,0.0111082861613316,6.250225756956687,-0.6400946794896093,1.0960053131725545e-07,-3.7504360396945676e-12,5.7855746860013824e-08,0,True,converged
vle_0017,Idris,40.0,0.3,0.33,0.043,0.0121261527207837,6.248028117104271,-0.549745421997646,5.169316672493096e-07,-3.844317919385234e-12,6.747685077357346e-08,0,True,converged
vle_0018,Aronu,40.0,0.3,0.337,0.0603,0.0141681601153891,6.244369852856929,-0.629003855937449,9.252705979179154e-08,-4.013405943979797e-12,7.565494186678735e-08,0,True,converged
vle_0019,Idris,40.0,0.3,0.345,0.05,0.0169895227432648,6.240540468649655,-0.4687888251654873,2.6221398385928296e-08,-4.172992401899522e-12,8.682218677336095e-08,0,True,converged
vle_0020,Hilliard,40.0,0.3,0.348,0.0662,0.0182072908001494,6.239220535922277,-0.5606126607825058,8.158819593262479e-07,-4.186819412199731e-12,8.782008720231715e-08,0,True,converged
vle_0021,Hilliard,40.0,0.3,0.35,0.0721,0.0190741073539124,6.238395719741553,-0.5774910420946748,5.479722791079666e-07,-4.196306704251824e-12,8.770146564529568e-08,0,True,converged
vle_0022,Idris,40.0,0.3,0.352,0.064,0.0199883147061169,6.237595752228219,-0.5054037954079517,1.6255421550481766e-07,-4.2063779577584135e-12,9.318598159779869e-08,0,True,converged
vle_0023,Aronu,40.0,0.3,0.353,0.0851,0.0204640007456113,6.237216422050279,-0.6189390171263741,3.984487113584123e-07,-4.211379661053929e-12,8.99147210020601e-08,0,True,converged
vle_0024,Idris,40.0,0.3,0.355,0.097,0.0214547846785312,6.236474321029124,-0.6552475739803997,9.685225830224908e-07,-4.2161339256967595e-12,9.20751759281302e-08,0,True,converged
vle_0025,Hilliard,40.0,0.3,0.36,0.0966,0.0241814978161559,6.234858495424019,-0.60149392860269,9.270479335299342e-07,-4.215049867943392e-12,8.972953935426632e-08,0,True,converged
vle_0026,Jou,40.0,0.3,0.365,0.0677,0.0273139166242555,6.233572729360971,-0.3942046892944922,8.630083510041686e-07,-4.2161470508957945e-12,8.898122061395952e-08,0,True,converged
vle_0027,Idris,40.0,0.3,0.375,0.107,0.035101893136934,6.23232018670139,-0.4840532379500861,4.063814618149309e-07,-4.2257873293801394e-12,8.253379135680916e-08,0,True,converged
vle_0028,Idris,40.0,0.3,0.377,0.123,0.0369546065020175,6.23233666589175,-0.5222365292305322,3.124941372334433e-08,-4.2290718182177306e-12,8.822656738516343e-08,0,True,converged
vle_0029,Hilliard,40.0,0.3,0.382,0.131,0.0421096330962441,6.232847542405838,-0.4928898382528521,3.306903553906837e-07,-4.239141041598104e-12,8.672304829815404e-08,0,True,converged
vle_0030,Hilliard,40.0,0.3,0.386,0.12,0.0468492501907971,6.233819971471193,-0.4084786015304477,4.059120071175926e-07,-4.249453245485e-12,8.599587886237715e-08,0,True,converged
vle_0031,Hilliard,40.0,0.3,0.389,0.113,0.05082000406291,6.234932682326448,-0.3470437480484997,6.442589617350336e-08,-4.2585227794052e-12,8.604087398111916e-08,0,True,converged
vle_0032,Hilliard,40.0,0.3,0.4,0.128,0.0692425668142068,6.242652941851411,-0.2668368108982389,5.59967270774564e-07,-4.303565270658599e-12,9.575422765806253e-08,0,True,converged
vle_0033,Aronu,40.0,0.3,0.401,0.1835,0.0712836104710411,6.243709446595592,-0.4106463802537307,4.157184960718041e-07,-4.309456081780716e-12,8.454993505324637e-08,0,True,converged
vle_0034,Aronu,40.0,0.3,0.417,0.2928,0.1163291909469343,6.2724851977164215,-0.4008823647392611,8.806335571875935e-08,-4.439374494132986e-12,8.139469187540271e-08,0,True,converged
vle_0035,Aronu,40.0,0.3,0.421,0.3188,0.132578058065961,6.28453774151545,-0.3810466593143533,7.113901929756139e-07,-4.483635566152324e-12,8.129937612011419e-08,0,True,converged
vle_0036,Aronu,40.0,0.3,0.433,0.3809,0.2010896911700425,6.340184536965947,-0.2774211655287568,2.363051780918113e-07,-4.652943911639764e-12,8.135475582093933e-08,0,True,converged
vle_0037,Idris,40.0,0.3,0.436,0.445,0.2246031312756074,6.360409419705782,-0.2969442043527401,2.935247191970803e-07,-4.704978902865324e-12,7.95178110024608e-08,0,True,converged
vle_0038,Aronu,40.0,0.3,0.447,0.5702,0.345819595770694,6.46937010526882,-0.2171776141628983,6.120345769078385e-08,-4.9350483598719255e-12,7.86887355275212e-08,0,True,converged
vle_0039,Idris,40.0,0.3,0.46,0.813,0.613344478150647,6.722080607798779,-0.1223860858552481,4.29408975932688e-07,-5.289381999863626e-12,7.793226330932157e-08,0,True,converged
vle_0040,Aronu,40.0,0.3,0.464,1.0662,0.7434915669743781,6.84763119302731,-0.1565626312721472,6.707398965410949e-08,-3.003783913892724e-12,5.339472153309544e-08,0,True,converged
vle_0041,Hilliard,40.0,0.3,0.464,0.75,0.7434915710197032,6.84763119302731,-0.0037852141119131,6.660265995661607e-08,-3.003799014266712e-12,5.342793230056486e-08,0,True,converged
vle_0042,Hilliard,40.0,0.3,0.466,0.574,0.821129168600415,6.922965789322608,0.1554995872524638,9.98787522424327e-07,-3.2124832942934392e-12,6.014393250097784e-08,0,True,converged
vle_0043,Jou,40.0,0.3,0.4735,0.604,1.214746837597817,7.308021542057787,0.3034488384980607,1.2578765762327748e-07,-3.409461093427475e-12,7.443465932510662e-08,0,True,converged
vle_0044,Aronu,40.0,0.3,0.476,1.8326,1.3935363514206496,7.483979115417531,-0.1189493801409302,6.073100210918225e-07,-3.4722451856459667e-12,6.094464310990588e-08,0,True,converged
vle_0045,Aronu,40.0,0.3,0.477,1.8278,1.4735902730887342,7.56291419745268,-0.0935519268302072,4.1819660356878796e-07,-3.4960854064671138e-12,6.228787441386885e-08,0,True,converged
vle_0046,Hilliard,40.0,0.3,0.481,0.883,1.8519714524661817,7.936837628484708,0.3216735843126426,8.079694318041675e-07,-3.5787840005759484e-12,6.174633426780929e-08,0,True,converged
vle_0047,Aronu,40.0,0.3,0.485,2.3193,2.3451167995250475,8.425593752410453,0.0048075498182269,6.120560602784765e-08,-3.6288254288740763e-12,5.970623107032226e-08,0,True,converged
vle_0048,Aronu,40.0,0.3,0.489,2.8577,2.988089853715672,9.06426403447557,0.0193770180264751,4.034045071321657e-07,-3.619134763523133e-12,6.065457469617287e-08,0,True,converged
