target_family,temperature_C,row_count,solver_success_count,median_abs_log10_error,max_abs_log10_error,rmse_log10_error
pressure,overall,161,161,0.4928898382528521,1.485251924337782,0.6451985114517185
pressure,40 C,59,59,0.549745421997646,1.3291105110083237,0.6901588822376096
pressure,60 C,24,24,0.6806248586296128,1.3232676277891822,0.7618698697959558
pressure,80 C,21,21,0.6672379611233734,1.485251924337782,0.8331841416589417
pressure,100 C,18,18,0.4175754155344765,1.0410843053857923,0.5082641727311908
pressure,120 C,39,39,0.287579568807176,0.7678926433781601,0.3842951991482148
